GenotypeID,Yield_NE,Yield_MI,predicted_yield
K47,315.750393045823,99.3730042783789,352.227212164098
K55,573.266910126513,135.265376409456,508.662346567631
K64,635.014563162667,328.037500253411,531.564838621952
KO679Y,633.631888798077,255.458587032886,492.936081150395
KUNG-70,371.039403436183,212.803004616074,421.164749602156
Ky226,329.990987523798,247.63370310974,389.81783599663
Ky228,407.347791400293,162.450061505562,423.032430076991
L_127,517.751220728706,253.750120699781,516.538503675824
L_135,528.710777224197,190.556640122535,495.00758012077
L_139,571.056250834473,345.335887727167,541.421169505213
L_155,553.391090605985,275.745994799761,628.183329224946
L_289,545.493195699488,64.3437137610503,595.641257648055
L222,523.261289780336,203.443791757972,561.21471324794
L317,366.992094615766,112.406548656205,488.894667263016
LH1,545.969725339854,288.511075612319,630.195488394543
LH119,778.649432332236,236.625480933908,561.172491858752
LH123HT,504.437094746314,270.229326951296,480.433845238485
LH127,631.119530131302,295.379370901435,533.647317301936
LH128,665.782632123947,301.364186616267,622.036139418425
LH132,663.894220975469,341.468637571192,579.183647894364
LH143_(Maintainer),426.269112509905,211.148002667831,502.441726013958
LH145,510.285479206203,169.303951421194,582.51881279568
LH146Ht,501.646017699723,184.370941891251,489.480640000094
LH149,737.052772062017,273.322304128883,524.285333205315
LH150,644.060701751633,244.273306313807,556.522781443673
LH156,490.40286790635,277.483058045744,550.224861600415
LH159,101.564483165716,287.052934205015,414.758197187539
LH160,378.605823794767,224.841208801623,506.247225060246
LH162,577.884116411763,298.768889080309,560.646379396599
LH163,498.138046035175,221.67794775419,530.12480301715
LH164,526.106404684833,234.331293853605,536.408132592925
LH165,598.713160499259,193.399534696484,487.270807891406
LH166,499.932451319764,252.114426314351,571.075931217912
LH167,630.39538265516,274.698416044794,573.949588357881
LH169Ht,476.468142491608,273.521935452078,524.348829256271
LH172,482.766783976919,263.668941705772,550.759003208077
LH175,623.42900581894,285.846070174751,581.321861563784
LH181,722.548566675249,393.864322382705,575.17966588123
LH183,425.542578298264,264.775550860569,564.826390422843
LH184,516.062476466772,288.256102289822,598.470491552931
LH186,733.502279782056,358.977199329789,622.827400412779
LH188,658.875696384048,310.648811325658,623.078629747401
LH189Ht,614.794184798042,310.732930146417,615.3237916968
LH190,596.181768853063,267.298857751496,641.55653115771
LH191,841.706840151083,432.384818773561,672.836413408207
LH192,575.616199127345,306.897543355561,603.454688013765
LH193,818.019556687978,287.560820153408,638.526041956727
LH194,516.950975610031,289.219062100367,610.335572176897
LH195,644.53086577596,274.991305820373,647.806989033186
LH196,761.364970675406,304.178371004229,641.651708365981
LH197,728.613637934465,341.179516398078,655.878540724725
LH198,792.94373594012,272.561201773584,664.105244492238
LH199,693.802105502796,323.689914177401,632.824173061396
LH200,658.543443972384,309.405548670861,609.676782267574
LH202,576.817524767003,210.610115244365,534.786047012785
LH204,511.649026739909,292.81159450874,542.653798392471
LH205,853.967056978345,194.709698755246,622.157873938323
LH206,502.761795450505,206.218392598259,509.561440066154
LH208,370.245499360101,209.549878722255,509.577517600879
LH210,535.966492530897,290.044114316294,459.439390675456
LH211,514.138715924708,256.698623999988,547.965265881849
LH212Ht,537.253774056982,263.59050692067,556.36217763584
LH213,745.74650163106,342.460646270352,631.787364449994
LH214,674.627041187695,272.43828685544,593.637904280718
LH215,504.171694215609,242.993786463671,565.527386020465
LH216,694.342899599595,345.704891110292,495.44187046255
LH217,589.649308043024,301.316043677296,560.891707990102
LH218,780.258321915914,387.140685037186,517.658728859874
LH220Ht,553.688753315225,186.660775957134,620.096071035303
LH222,576.829591242194,210.727202028338,593.956763871354
LH223,482.559585402391,170.310315002521,534.026125119548
LH224,515.372806936812,216.770965064882,539.648372074544
LH225,518.985141509157,241.044461037,549.282498651278
LH231,717.397062372786,282.950154631368,562.346743547358
LH250,680.101735446695,343.95097182933,593.885475611433
LH252,387.73918237764,197.871162972112,563.823704891692
LH260,326.643203028795,220.103644478672,525.656268151969
LH284,580.01486874577,240.908658741429,544.783699972065
LH299,526.611707804012,295.754042954552,532.13386509551
LH38,693.742733854274,249.096019650533,564.91476173761
LH39,492.205120833825,217.382299705903,555.763721806404
LH51,709.749991429926,324.536051456311,570.217138080413
LH52,530.823802541433,273.296977587321,528.092679606655
LH54,599.457366458052,230.476765532151,624.253939858587
LH57,504.490456785688,208.143368230379,478.942505545262
LH59,748.270914257443,248.632126950619,572.21224013581
LH60,657.791249055324,273.099028328324,602.974085157035
LH61,636.3963200926,279.560897294831,530.861304672751
LH74,570.365332608135,192.611607694797,603.319115803592
LH82,520.88350978369,288.670309455782,544.227223703409
LH93,514.357937012578,243.062091173413,563.837420501089
LIBC_4,645.891877373255,233.919869741231,622.063500151226
LP1_NR_Ht,508.644761151731,173.257610254026,562.811337952393
Lp215D,556.036276124885,320.074624781862,494.914980673808
LP5,631.363684261304,264.894248128153,550.979358427847
M14,485.452421391822,97.4428993933735,417.883588372256
M162W,469.410795413775,212.276476053631,471.623616610068
M37W,221.078727527244,67.3678144934169,379.510037966521
MBPM,507.511045415486,177.944830053149,495.413435690676
MBST,696.237940470026,418.233364059568,616.798733703853
MBWZ,744.319446913614,358.314883574943,632.175667577065
MEF156-55-2,62.6055504684631,75.1735935312399,327.452413722324
MM501D,629.034132676194,298.545551873066,584.923437272869
Mo13,322.205358306775,146.621473783077,474.746231407125
Mo15W,427.07205166368,145.424298875496,439.044016375881
Mo16W,286.818721878367,64.1103333005283,384.730639866265
Mo17,609.856156294766,252.042832670996,528.578666764138
Mo1W,509.436047044683,182.596560885888,463.257009982478
Mo23W,254.971699364335,53.4077488935046,364.528637830459
Mo24W,561.685141712637,155.974607644598,495.268845171544
Mo28W,397.040440834465,65.5316195516032,402.663347771768
Mo3,357.688089851722,299.169134624098,493.81949448835
Mo39,557.437403200307,283.916201526156,502.752962730601
Mo44,458.783338580804,164.895196128336,472.008274352087
Mo45,452.152552406988,249.176160030991,467.999198114304
Mo46,449.160996618997,181.03822427472,469.240097894193
Mo47,386.601603085272,151.848240826536,475.45834160109
MoG,385.584880678428,188.297583336993,412.899203289981
MQ305,508.652446829505,328.824662924712,479.996605862612
MS106,463.870269371428,179.086223312141,493.213164788923
MS116,210.312461315268,174.048200149613,364.10325787317
MS132,426.952715931421,160.160032691338,450.509023714954
MS1334,454.217156458746,150.684534743315,447.698823634614
MS142,493.646349254108,227.082195357908,461.539105998135
MS153,477.039350310847,285.430076034808,534.6415169595
MS200,564.996206549276,269.285191743802,512.193887696221
MS221,651.384159580292,275.812750467353,530.100645324847
MS222,636.631995687239,294.199072061896,513.151754897002
MS223,536.292597372876,248.416302087937,493.719087407125
MS224,509.469947072611,216.678706728478,454.497590084899
MS225,373.576214757659,312.39079884786,435.010004735361
MS226,541.832319882792,265.361726657698,492.631543307487
MS24A,582.099338096523,206.310943143217,519.472456815375
MS67,382.100993944107,168.357740968876,448.712822400115
MS71,522.978636001002,163.112548482349,527.569396922773
MS72,403.448717550004,212.145665850647,410.967972564385
Mt42,283.381892259202,164.028786596001,372.701024141244
N192,669.163210901381,329.256137117595,620.365483883212
N193,678.866527888283,275.908225891746,547.422184323746
N199,599.259176757358,288.31877891104,525.205096639829
N200,457.685402639363,240.691827713066,479.366495768644
N201,687.405230427941,323.292205094644,653.805390749824
N209,634.290830257691,319.0921807816,545.232199411012
N215,580.799485833756,275.24741364461,513.832523131456
N217,507.714305041186,257.490680480452,500.669740736341
N218,502.405941641042,277.429371741457,520.097920287148
N28,175.863054771696,159.73718676455,422.414017845849
N28Ht,615.935775777348,326.305620670202,452.385718892167
N501,349.39157428486,197.052292610234,461.342436292946
N523,502.428325037317,274.991238729884,491.556395076499
N527,397.22845265463,214.179783494517,457.082194667625
N534,553.577576605769,273.283459556566,518.34455461111
N538,497.664061954975,271.207181307968,499.581909265669
N540,554.847223807948,253.756176728949,498.628544878978
N542,552.69305248314,197.972265725065,517.167264315929
N545,416.479873003738,266.761245799463,496.914019966509
N6,553.785794650112,248.155461857437,489.098149129456
N7A,546.111493560895,319.320896235501,518.089082586177
NC13,171.461273373985,83.6230156193374,332.742441930441
NC230,355.804252521165,140.782574240508,414.740574736322
NC232,538.123966710452,310.019203452916,495.797759447361
NC236,279.409097542829,136.831413467016,376.866378644875
NC250,445.465645808164,179.687065000347,448.339203143056
NC258,482.135334583668,226.366949922975,491.174684377143
NC260,432.003426809262,205.312017203882,486.657947524987
NC262,479.868771127335,200.080559689633,442.312128538319
NC264,553.216354180119,261.317325483744,445.327082983827
NC290A,275.464143325141,328.395950785054,423.920047917289
NC294,553.819445482487,300.637469045064,565.200242636387
NC298,340.748590147354,146.900640211199,368.545340228978
NC302,375.624192565703,206.060967293761,377.654652347837
NC306,538.889495758486,242.420404640493,535.569053956583
NC310,539.877614630739,209.918997891361,621.636623408677
NC318,373.48170228236,149.960420711361,421.467738189282
NC324,238.137212307384,95.0256845031792,448.173305495068
NC326,608.066144712829,265.47211236122,632.268744574679
NC328,716.882837387505,338.734045692747,631.304507698349
NC338,286.647424867856,107.446510147593,364.113660363688
NC340,323.270740764833,142.213689836446,377.340637987399
NC342,549.276946814773,216.105028136895,523.154757382913
NC348,348.997054193791,169.590042571072,371.488479542312
NC350,219.25917996155,81.9632810323229,345.145429932355
NC356,302.302616514623,181.32848147466,367.217695849061
NC358,582.768212954008,180.471621825567,453.222682341045
NC362,324.86698980529,262.825673382819,400.537264103997
NC364,431.387054164811,287.399672423178,455.395981856264
NC368,436.766813539882,203.849842999546,521.174404139731
ND167,171.498782899575,110.766548945413,348.556504677873
ND245,412.903253144292,125.264049864127,433.614319409411
ND246,344.462361359519,163.858465245332,432.163462830222
ND247,162.859061921153,55.142371523556,337.708914187751
ND251,334.295969835098,119.571872023706,385.44766165913
ND259,508.411793226858,213.864803964689,464.079145557131
ND260,345.834361538608,188.512293012252,396.198732111175
ND262,419.81928016876,192.567947416365,426.100202784394
ND265,447.314268864433,214.048443911183,439.943902309409
ND283,226.289805126242,93.7674243432398,364.670593137665
ND287,265.796651164194,112.342796380346,376.180258952065
NK740,561.628941379429,302.634853621042,535.133479265875
NK794,591.157531209026,311.510468273864,618.790574101673
NK807,473.69782613204,233.542134226928,465.435888334621
NK907,442.85931857063,164.497270466359,520.869859220606
NKBCC03,626.784644959742,272.023407445031,536.326308532758
NKH8431,763.100822582667,277.390364736872,595.568489896668
NKNP901,716.938638297531,311.56169139787,636.352897017069
NO._380,312.734996872403,132.448078669203,360.3353880925
NORTH_7,536.789569908371,182.739198891014,469.602422315902
NP87,537.104509736724,130.799035988812,425.039378478404
NP899,618.008266535949,335.415014807841,587.789547360615
NQ402,683.011429574285,293.145486399295,552.300683170554
NQ508,421.653779133589,262.446166289231,503.118914403356
NS501,503.5652720763,225.596355830771,538.965906367978
NS701,737.204477682896,269.083056996418,642.801938363427
NY_159_(Neveh_Yaar),476.77343863666,212.061036176403,469.955999381447
NY_166_(Neveh_Yaar),481.290730603306,243.041383509033,449.666253534214
NY6371,488.257813132341,238.756150524376,468.919582278075
OC19,180.269602646929,117.317925674453,322.595097988019
Oh33,350.290562915002,153.128390979862,428.155446813543
Oh40B,532.633128965567,127.472108362825,518.530907320186
Oh43,736.839781627462,296.791021531156,583.349259049706
Oh43E,488.872110530632,241.378705004923,534.71382907664
Oh603,521.086436148233,165.407328225851,517.704723187204
Oh7,479.13373967907,250.273074196216,457.042100020275
Oh7B,486.402620687276,292.547197483623,496.405664045381
OQ101,380.636323914931,234.453094585521,557.604208502973
OQ403,463.540061351893,170.290722454679,589.948433715884
OQ601,569.230585657947,224.456774833343,514.839695148106
OQ603,521.325037828532,239.189710393561,534.878926288463
Os420,507.983239948887,278.239706158602,507.250694764059
OS602,531.551298442347,250.231007737968,476.691089683941
P39,397.36685196099,136.52300594702,355.963222130075
Pa392,509.423480888723,192.203056465221,577.902869866133
Pa405,436.36082170782,209.01021242114,539.998548144695
Pa468,353.994178196636,230.300933104197,504.256643049947
Pa762,604.386223290844,273.017619227307,621.589620475043
Pa880,349.9334572365,199.983903783053,491.172068197503
Pa891,510.57251199905,274.953873336123,529.883118986025
Pa91,550.98673308391,358.790446943434,561.919822510366
PH207,589.862189490645,225.867956419532,602.82441904574
PH5HK,813.348363020172,408.945790427004,627.568397169239
PHAA0,715.884177872921,332.893608478519,625.190853880999
PHAW6,675.440498478154,370.618656436363,532.689580309386
PHB09,445.660071413321,230.328627534253,465.157949295579
PHB47,702.979425105215,295.177778215309,612.969869828603
PHBA6,710.030561977524,266.313321389621,589.278445530638
PHBB3,556.889239641486,353.992814822748,570.130440436946
PHBW8,897.773498602499,389.279512198159,680.410354515929
PHEG9,588.391049663044,341.448541104922,595.545639486571
PHEM7,392.601580806767,202.296303127315,547.865434894898
PHEM9,616.726711870382,302.96868795854,606.254938453315
PHEW7,644.43084349121,262.451938426238,612.786609727389
PHFA5,580.965034012976,302.939981653336,538.406094944536
PHG29,650.883106896558,255.322443769283,626.676717826195
PHG35,499.07445328842,166.700799808688,581.455056803188
PHG39,497.305437899543,262.750838804092,494.414589104347
PHG47,570.882324182345,244.473144644435,528.033646370519
PHG50,726.40600680223,319.190497871414,612.661472451126
PHG71,550.419882791962,222.804475357378,567.039202796968
PHG80,596.787301572238,334.119416306401,613.779863243117
PHG83,627.019666557788,315.230522599673,625.746662085319
PHG84,278.191675753907,154.430408353538,524.19360996364
PHG86,519.769305217929,265.222892178868,585.998220146719
PHGG7,384.767719250009,186.627342360341,502.586982857351
PHGV6,636.086700615985,275.490642309507,531.787424266802
PHH93,630.200700001641,280.028784087361,600.043321020303
PHHB4,710.518257189172,325.732925897145,599.102219485239
PHHB9,796.47984477004,409.041028410534,666.024675293993
