GenotypeID,Yield_NE,Yield_MI,predicted_yield
PHHH9,731.887845017415,301.058752023031,597.848592148754
PHJ33,705.851739454495,271.218001478695,625.504660248233
PHJ40,595.248540519359,233.631983718334,457.527527280664
PHJ65,521.92877725901,257.823281344302,583.004791686813
PHJ70,784.968190277197,353.998860112669,647.586449885321
PHJ75,510.992694606763,267.114286650185,583.681031137888
PHJ89,588.276157429713,354.170377088871,554.933840337068
PHJ90,604.606751762336,327.66282418383,625.642313011184
PHJR5,783.702223136597,255.20632582542,607.805185603045
PHK05,445.466918772583,141.581165578096,586.062309218391
PHK29,724.607048903288,351.674990388468,581.081992336227
PHK35,598.257819478833,203.627191418019,597.966167258872
PHK42,744.795819714933,274.075936637733,573.275339538713
PHK46,502.713051080649,260.671589575343,581.242397923741
PHK56,773.838622472992,397.082028144313,616.104733948455
PHK74,586.739159201977,209.94542187648,558.497381237852
PHK76,613.462947335155,313.832916139581,563.922604626923
PHK93,506.343957310142,299.360532170541,570.61620051251
PHKE6,669.991378825339,333.792914394139,600.406634022248
PHKM5,458.40853934499,156.102134039885,478.687472256299
PHM10,543.050967963848,268.786230953522,568.143291458311
PHM57,526.784748611261,273.286619342668,585.747443784882
PHM81,500.381864116971,193.633939386254,505.789508600573
PHMK0,550.000004008181,309.772825025808,535.965301314834
PHN11,744.927902189649,259.707842223948,659.418329595941
PHN18,579.008587832718,309.157664463284,598.835308255475
PHN34,501.731727961339,167.697094777403,559.768455231876
PHN41,657.411844896998,280.191781188876,617.488799581329
PHN46,512.351158135214,229.62201165446,558.669267276973
PHN47,467.745889990564,182.739170002638,495.632002117018
PHN66,607.353156596533,253.822601582693,599.148258593156
PHN73,541.652965549649,302.192076855114,604.482411400185
PHN82,656.732874422934,406.229292538652,633.688357455602
PHP02,687.953480634498,279.970100720985,599.370455066772
PHP38,612.491288429657,369.819648486619,574.515284792598
PHP55,835.362916564784,309.36601315212,632.131922366721
PHP60,475.066736323455,301.64271064089,501.564650124072
PHP76,635.967139661199,255.653645517954,536.307583412542
PHP85,555.160244531751,364.390043812713,587.019418837218
PHPR5,749.675755831237,297.179366089294,648.199567504498
PHR03,556.641157852899,324.191671837119,550.807095122927
PHR25,455.847794789373,356.641394929945,563.589770068234
PHR31,698.065878394389,328.255104531381,617.509294395969
PHR32,614.9515097915,271.37964714587,557.296703335667
PHR36,375.857370062995,211.988539679922,568.633581113929
PHR55,471.781048886246,319.858975775804,571.985600539786
PHR58,797.054002874972,366.041711865137,656.980281407763
PHR61,661.577468412642,325.279386756205,604.478676036611
PHR62,789.976435148267,340.020224729256,605.008039682521
PHR63,624.570589321163,316.191940859776,580.175164028859
PHRE1,565.978230637357,247.441703380086,538.089437546199
PHT10,609.723822337176,272.752324330036,634.036938500277
PHT11,729.588009095219,274.369693093916,589.726569302252
PHT22,701.670755463601,363.886173867512,589.664557391538
PHT47,753.770301116107,353.331430604382,574.765259157798
PHT55,526.351977149648,228.723062327653,510.140079685229
PHT60,548.171494169432,262.933051969509,531.140777331859
PHT69,747.676605028557,431.299266935668,641.305239421764
PHT77,676.224326838687,364.436319829842,606.931587986144
PHTD5,492.473326162244,227.660302781219,522.562201571213
PHTE4,507.532721997641,264.781504369561,600.785330179519
PHTM9,572.397499016815,259.194222142661,539.41364193787
PHV07,502.727276121222,289.044679170637,531.647942985208
PHV37,714.636948646496,272.461910336601,563.27648123662
PHV53,469.511536713929,236.24992438335,524.343047022782
PHV57,664.301631068171,290.199733498093,606.556718460684
PHV63,634.508647800337,290.013768697244,573.4778032806
PHV78,579.75694110852,419.154148234228,574.853675386807
PHVA9,690.64036789153,293.058762747312,659.495220701901
PHVJ4,466.89933254351,273.16198899865,535.289946665919
PHW03,601.306587510002,322.307158877747,625.93205622551
PHW06,426.272896720482,147.227243773792,548.794284947436
PHW17,698.022511108031,277.697920000059,611.818602908043
PHW20,615.273110955849,190.887031113302,596.195739777101
PHW30,671.037621419606,303.109151710358,638.990863184679
PHW43,727.203771388466,264.424740672891,620.259501213013
PHW51,543.985691347965,301.903174446198,552.348844151709
PHW52,693.014688081498,367.973649075919,559.501141250893
PHW53,615.699168047897,285.102236722241,540.437400391245
PHW80,504.019287931576,366.31922494144,475.118975059614
PHW86,657.647358555208,252.341500568238,555.829864388139
PHWG5,652.678336604401,245.289027859535,543.379475482722
PHWRZ,740.254165413125,288.758250523951,562.90759776328
PHZ51,488.257544506384,232.597313825422,517.091279549441
R101,337.24670654615,199.3286130189,423.817975702369
R113,563.484317096377,230.574240949529,488.087040693667
R134,520.473016638171,138.171093593309,453.729608770468
R177,106.867562351296,158.519022407647,345.233903171653
R181B,454.3970424141,243.716344971905,448.975955864748
R197,533.724956731606,222.034739673316,520.292620232126
R225,476.145789411736,211.29919808924,485.253484046913
R226,601.430268354397,258.086435743688,520.394928393042
R227,476.357091072732,205.633332392646,461.694559088168
R229,418.022676470739,237.238692799092,585.797726986855
R4,401.828673256387,155.268264441202,446.630829226751
R53,352.159283575632,152.617819567769,396.833294282235
R71,367.61968907041,208.155992485005,411.237949285099
R78,505.889176407973,235.376295376935,476.13105048303
RS_710,436.542691923604,207.514407173108,462.275706174114
S_56,262.727430093288,160.651743375302,534.113415505764
S8324,612.507842495754,216.114268329183,521.899514338406
S8326,644.532071008281,291.447249995819,547.830766516568
SD101,568.484554069761,224.298125204128,558.309225881355
SD102,531.46566221406,282.110006223946,474.356143973621
SD15,674.446170186897,234.957303568679,602.16665794995
SD40,680.72699873532,337.21311978607,536.271132829032
SD42,165.36179174913,248.344683720889,399.971028754271
SD44,647.515658216155,292.306204477153,438.393538192265
Seagull_Seventeen,744.538528902175,319.991415828059,469.648624441992
Sg_1533,330.319269178512,131.37530038257,531.671281822557
Sg_18,449.157323905768,140.110471765741,383.81327949372
SG_30A,217.799430363635,64.8820955643066,334.810264252563
T141,671.924258945481,195.037623510153,507.653576148895
T146,212.299983407221,66.8380200200615,321.879984225926
T232,162.706345658206,233.167482020692,375.891916442126
T242,121.03449436554,116.571571331702,294.377278130702
T8,461.229973337115,181.910242723906,446.939688705849
Tr,581.341048913705,318.242491772606,491.515964800914
Tx303,465.356922083592,113.825464030318,475.432443032826
TZU-CHIAO-HSI-WU_105,676.589260976504,159.86064848189,527.531477807746
U_123,336.525500284074,142.282768864564,407.488368696567
U267Y,64.2448926330995,-0.267947067281682,281.918254617688
Va102,532.644383362023,270.481306416286,490.572656640854
Va14,59.740719910445,104.395964667503,360.520355837513
Va22,472.654657293219,256.090494135559,466.76520267855
Va26,736.96357221903,260.362865153797,584.500214023848
Va35,478.711227146133,352.632760880666,475.672754598989
Va38,671.038716729608,221.538577418996,565.138242863159
Va52,429.617429180218,248.349198559108,491.662385588488
Va59,430.812449844167,302.069291445509,497.49115699686
Va85,571.317117040254,203.268756805518,511.214917512532
Va99,653.926946242957,354.690159769233,566.70049371291
VaW6,308.405415541777,206.270075737407,414.322755451323
W117HT,306.10813435835,173.511096953782,405.631801326495
W153R,545.184275509742,256.543441583822,473.056551428671
W182B,447.476848022708,177.031005090425,431.535663640679
W182BN,461.157306197218,247.182055258476,425.6289731799
W182E,402.989821186244,218.604573372642,410.386663073495
W22,471.334059151201,213.914184193331,438.490175739148
W23,605.185178630719,235.964062062072,513.762637973776
W24,541.677189587581,240.592562462717,433.359827241514
W32,544.887633943973,210.714151376513,519.509315120754
W37A,656.338507901729,238.49285308121,515.017147368354
W552,488.090202410556,247.336657328405,477.50155470959
W601S,326.365321291428,183.469695130117,394.125535230866
W602S,415.273220799207,179.893322435039,448.346369478562
W603S,570.442480879722,236.961549542215,496.92186155323
W604S,507.134595356871,277.54938429926,495.006706045966
W605S,779.491448013291,351.462749068489,586.482997554787
W64A,550.579809613422,184.796343023335,481.677742720488
W802G,29.7379337054182,64.9716987422891,289.842247838296
W809G,629.429361621931,269.928886456766,609.162500911917
W810G,282.646245113277,229.290373315129,436.636793361406
W811G,588.250518256957,176.049303676958,579.709291534104
W812G,472.276342137029,273.669204763222,559.82107034647
W813G,553.669251297373,247.585913064301,553.508312332114
W814G,425.697059845572,249.218184958583,489.957555113936
W815G,553.358687488947,282.119978380256,579.121293308835
W816G,619.449642651339,332.239218375835,546.353305864869
W817G,634.810483872459,303.320062276883,575.576828431012
W818G,445.472982766681,276.375170156456,521.207685783536
W819G,605.454196221171,231.828355933662,601.836554098494
W821G,585.431329066534,303.156729315675,543.037604975654
W8304,631.38668720107,299.729817385383,617.391236769117
W8555,728.996628332114,270.182228688677,594.968882159163
W9,419.808325037709,150.381192962949,438.166645089515
Wf9,860.833793215201,256.902631144798,588.914069911092
WIL500,295.850053934467,192.689595414628,490.177917072761
WIL900,822.486716340312,264.313205854038,567.957609809449
WIL901,480.671234371819,308.21797873013,516.007737538708
WIL903,986.139259445893,330.926803931361,645.601932242253
WR3,365.851442843202,242.401243789171,441.18773135691
WU-TAN-TZAO,482.089382622452,181.859774771311,475.986756370178
WXB6,437.150486009457,236.098499029254,523.963468699179
YANG,327.730715550349,140.813794336185,384.613601494
YE_4,482.777108160534,130.550901598218,426.950697341506
YE-CHI-HUNG,314.292971699905,223.458670874213,374.871081000281
YELLOW_3-4,297.08419389422,171.298781639905,428.524469466738
YING-55,442.275121263514,229.392644656982,440.519236035299
Yong_28,503.680437579663,196.347681649059,466.21433572077
Yu796_NS,527.165913656619,188.575951473438,491.84176895325
ZS01250,432.021226112672,258.275809628073,475.551581156795
ZS1791,732.328921543991,441.965537474504,642.629663138866
ZS635,743.644954323022,210.984977803366,637.45290361869
