Replicate,Row,Column,GenotypeID,DaysToPollen,DaysToSilk,RootLodgingPct,StalkLodgingPct,LeafAngle,PoorGerm,PotentialPollenContamination,EarsPerPlant,CobWeightGrams,HundredKernelMassGrams,GrainPercentMoisture,EarLengthCM,EarWidthCM,EarFilledLengthCM,KernelRowNumber,KernelsPerRow,PercentFill,SouthernRustSeverityScore,LeafAreaIndex,LeafLengthCM,LeafWidthCM,PlantHeightCM,ExtantLeafNumber1,NodesWithBraceRoots,TillersPerPlant,ExtantLeafNumber2,BranchesPerTassel,TasselLengthCM,BranchZoneLengthCM,TasselSpikeLengthCM,TotalGrainMassGrams
1,5,24,PHW03,66,65,0,5,24.9,N,N,1,11.6,25.25,7.7,13.42,4.08,12.58,14,25.67,93.7,4,3.31,75.75,8.95,196,11.5,1.67,0.33,14.67,3.33,29.17,5.67,23.5,599.9
1,5,26,PHB47,73,73,100,0,28.9,N,N,1,17.46,27.09,8.2,15.92,4.17,15.42,12.67,33,96.9,2.5,3.85,76,9.85,201,13,2.67,0.33,16.33,5.67,28.33,7.33,21,748
1,5,27,CI_40H,69,71,0,100,26.9,N,Y,1,18.37,23.37,8.6,17.58,4,16.5,13.83,29.33,93.9,2,4.61,97.5,9.75,198,11.5,1.33,0,14.33,10.33,34.5,8.33,26.17,682.8
1,5,28,NC368,77,78,80,5,25.4,N,N,1.125,13.38,36.55,8.7,10.58,4.42,9.75,13.83,15.67,92.2,1,5.31,79.5,9.55,216.5,16.5,2.67,0,18.33,8.33,19.9,7.1,12.8,492.4
1,6,1,LH217,71,71,0,0,25.8,N,N,1,14.29,19.95,8.2,15.83,3.83,15.33,11.67,25.5,96.8,1.5,3.4,76.5,9.05,174,12,1,0,15,8,36.83,9.33,27.5,632.3
1,6,2,T242,65,69,0,0,56,N,N,1,6.13,27.5,?,13.17,2.83,7.83,7.67,10.17,59.5,?,2.57,66.75,8.65,155,11,1.67,0.33,12.33,16.33,36.67,10,26.67,88.8
1,6,3,IA2132,62,63,100,0,?,N,N,0.875,4.63,16.85,?,10.33,3.17,9.58,11.83,20.33,92.7,?,3.59,63.75,7.2,137,10,0.67,0.67,11.67,27.33,32.5,18.5,14,228.9
1,6,4,PHHH9,76,79,0,0,14.8,N,N,1,18.15,30.15,8.1,13.5,4.42,12.58,15.67,22.5,93.2,1.5,3.25,78,8.6,192.5,14,2,0,16.33,8,36,9,27,763
1,6,5,LP1_NR_Ht,71,74,0,50,37.1,N,N,1,23.49,22.78,8.1,18.25,4,16,14.67,28.5,87.7,4.5,?,89,7.7,188,12.5,2,0,16,10.67,32.17,10,22.17,518.4
1,6,6,CO125,64,66,0,0,46,Y,N,0.625,8.6,16.48,?,9.1,3.4,7.8,14.4,16.6,85.7,3.5,?,61.25,7.2,152,10,0.67,0.33,11.67,11.67,29.17,9,20.17,188.3
1,6,7,3IJI1,65,67,0,0,32.4,N,N,1,14.53,21.47,8.5,13.67,4.17,13.25,15.5,27.5,96.9,2,4.4,77.25,9.15,139.5,11,0.33,0,12.67,5.33,37.33,10.83,26.5,665
1,6,8,B104,76,77,0,5,17.1,N,N,1,17.36,24.67,8.6,12.75,4.08,11.67,14.67,26,91.5,1.5,5.49,88.5,7.85,161.5,14,1.33,0,17.33,11,26,7.67,18.33,568.4
1,6,9,NC340,84,87,0,0,19.4,N,N,1,10.27,41.1,?,12.83,3.67,10.17,10.67,13.33,79.3,1,4,89.75,7.2,231.5,18.5,1,0,19,12.67,32.83,9.83,23,297.2
1,6,10,LH191,71,71,0,0,14.8,N,N,1,20.28,25.85,8.4,14.83,4.58,13.25,15.67,29.5,89.3,2,3.99,83,8.5,172,13,1.33,0,15.33,9.33,34.17,8.67,25.5,850.1
1,6,11,Mo44,77,77,0,0,24.7,N,N,1,18.82,24.58,7.7,16.58,4.08,14.08,13.5,24.33,84.9,1,3.11,96.5,7.25,202,14.5,1.33,0,18.33,12.67,42.23,16.67,25.57,446
1,6,12,LIBC_4,65,67,0,0,54.2,N,Y,1.125,12.84,25.6,8.2,16.5,4,14.58,13.5,28.5,88.4,3,4.31,76,9,158.5,11.5,0,0,12.67,5,30.33,10.67,19.67,709.2
1,6,13,B97,71,73,5,0,35.8,N,Y,1,17.56,27.95,8.1,13.67,4.25,13.25,13.33,26.83,96.9,2.5,?,70,9.65,173.5,11.5,2,0.33,15.67,15.33,34,11,23,691
1,6,14,DKIB014,69,71,0,0,19.1,N,N,1,17.32,24.03,6.9,13.83,3.92,13.25,13,26.33,95.8,1.5,3.83,76,9.05,172,12,1,0,14.33,14.33,33.83,15.33,18.5,555.8
1,6,15,OQ601,69,71,0,0,49.3,N,N,1,12.21,26.42,9.2,12.25,4,11.67,14.17,22.5,95.3,3,3.31,79.75,8.2,196.5,11.5,2.33,0,13.67,8,37,10.5,26.5,619.9
1,6,16,ND245,61,64,100,0,?,N,N,1.125,10.25,15.86,?,13.83,3,12.83,11.67,31.17,92.8,?,3.57,63.25,7.6,169.5,11,1.67,0,12.33,11.33,26.17,12.17,14,464.5
1,6,17,INBRED_141,71,72,0,100,20,N,N,1,20.55,31.99,8.7,16.83,4,15.42,14,32,91.6,4,2.49,96,7.45,222.5,11,1.67,0.33,14,14.33,39.67,17.33,22.33,619.7
1,6,18,Hi26,81,81,0,100,22,N,N,1,14.72,39.12,?,14.25,3.58,10.17,11,11,71.4,2,?,91.75,8.6,180,13.5,?,?,?,?,?,?,?,184.1
1,6,19,LH82,69,69,0,0,17.4,N,N,1,10.56,16.71,8.5,11.92,4.42,9.92,20,23.67,83.2,1,3.08,69.75,9.65,136,10.5,1,0,13,9,32.33,8,24.33,582.4
1,6,20,B97,73,75,0,10,38.5,N,Y,1,20.25,29.1,8.5,14.83,4.17,14.25,14,29,96.1,2,?,66.25,10.05,179,12,2,0,16,15.67,34.5,9.67,24.83,831.2
1,6,21,LH199,71,72,0,5,18.7,N,N,1,16.37,23.69,8.5,12.33,4.08,11.83,15.33,26.67,95.9,2,3.94,83.75,8.3,164.5,12.5,2.67,0,15.33,5.67,31.33,9.67,21.67,709.1
1,6,22,A258,71,72,0,90,?,N,N,1,21.04,10.14,8.6,14,3.92,12.67,15.33,29.83,90.5,?,3.24,73.75,10,167.5,13,2.33,0,14.67,16.67,34.17,10.17,24,478.9
1,6,24,B97,71,75,100,0,36.5,N,Y,1,17.35,29.66,8.4,14.17,3.92,13.83,13.67,27.33,97.6,2,3.49,?,?,167.5,11,2.33,0,15,13,33,9.17,23.83,713.9
1,6,25,A71,69,71,0,100,?,N,N,1,13.17,23.42,8.2,14.58,3.83,14.33,12.83,27.67,98.3,1.5,3.68,80,9.25,176,13,1.67,0.33,14.33,19,39,17.33,21.67,550.5
1,6,26,LH60,77,77,100,0,19.5,N,N,1,15.47,24.17,8,14.25,4,13.17,13,26,92.4,1,4.19,75.75,8.1,186.5,11,1,0,14.33,2.33,29.13,1.83,27.3,626.1
1,6,27,PHN46,76,77,0,0,22.4,N,N,1,15.55,23.78,8.7,13.75,4.42,12.5,13.33,25,90.9,1,3.7,64,9.2,172.5,11,2,0,13.33,5.67,34.7,10.17,24.53,509.2
1,6,28,VaW6,73,77,0,5,32.5,N,N,1,13.39,28.99,?,15.75,3.13,6.5,8.5,7.25,41.3,2,5.17,85.75,9.2,146.5,13.5,1,0,15,10.33,35,10.33,24.67,304.3
1,7,1,Ky226,78,81,100,0,47.5,N,N,1,19.82,23.66,?,12.17,2.75,9.75,12.5,18.5,80.1,1.5,3.2,85.5,6.55,204,14,1,0,14,14,29.93,6.13,23.8,281.3
1,7,2,LH163,69,69,0,0,27.6,N,N,1,17.62,27.89,8.7,16.25,3.17,14,15,23.67,86.2,2.5,4.24,71.75,8.15,182.5,11.5,2,0,15.33,6,30.5,9,21.5,505.2
1,7,3,T141,67,69,100,0,55.5,N,Y,1.125,14.78,19.76,8.4,16.75,3,14.17,12.67,34.17,84.6,3,3.21,74.75,8.2,187.5,16,2,0,18,14.33,26.83,9,17.83,695.8
1,7,4,NP899,71,77,0,0,23.2,N,N,1,10.89,21.41,8.2,15.25,2.83,14.25,12.33,27.83,93.4,3.5,3.03,74.5,9.1,191.5,11,0.33,0,14,15.67,36.17,12.67,23.5,575.9
1,7,5,R177,71,78,0,0,36.6,N,N,1,15.95,32.06,?,11.83,2.58,5.5,11,9.33,46.5,2.5,2.74,72,9.35,202.5,12,1,0,15.33,10.67,30.17,11.67,18.5,162.2
1,7,6,A663,75,79,0,100,?,N,N,1,10.38,17.59,?,13.08,3.08,12.17,13.33,26,93,2.5,3.88,65.5,9.85,?,11.5,1.33,0,12.67,17.33,37.33,14,23.33,437.2
1,7,7,6F629,72,77,0,0,37.5,N,N,1,10.6,22.81,8.4,13.75,3.08,11.67,11.5,21,84.9,3.5,3.19,74.25,9.45,183,11.5,2.33,0,14.33,6,33,8,25,469.4
1,7,8,B97,71,77,100,0,38.7,N,Y,1,14.9,33.01,?,12,3.42,11.5,13,23,95.8,3,2.8,68,9.8,164,11.5,2,0,14.33,13.33,34.67,9,25.67,642.8
1,7,9,H122w,75,77,0,0,37.8,N,N,1.375,11.24,21.2,9.1,15.08,3.25,13.5,13.33,25.67,89.5,1.5,3.55,69,8.7,183.5,14,0.33,0,16.33,9.33,34.33,12,22.33,643
1,7,10,DK3IBZ2,63,61,0,0,?,N,N,1,11.07,25.09,8.5,11.5,3.17,10.92,12.67,23,95,?,2.76,70.5,7.4,160.5,11,1,0,12.33,10,31.83,9.33,22.5,398.7
1,7,11,PHV57,66,66,0,0,39.6,N,N,1,17.84,27.19,7.9,13.92,3.33,13.17,12.67,27,94.6,3.5,4.44,74.25,9.4,161,12,1.67,0,14.33,12.33,29.33,9.33,20,676.8
1,7,12,B97,71,78,100,0,38,N,N,1,15.77,29.56,8.5,12.92,3.33,12.08,14,23.33,93.5,2.5,3.6,71.5,10.3,181,11,1.67,0.33,15,16,29.83,10.5,19.33,607.1
1,7,13,2MCDB,67,67,0,50,33.1,N,Y,1.125,9.45,20.58,9.4,14.25,3.33,11.25,11.33,26.5,78.9,3,?,79,9.05,194.5,10,1.33,0,14.33,13,31.83,9.33,22.5,511.7
1,7,14,LH51,65,65,0,5,45.5,N,N,1,13.7,39.03,8.1,18,3.08,16.92,10,29.33,94,2,2.12,77.25,8.7,177,11.5,1.67,0,14.33,8,38.67,9.67,29,793.1
1,7,15,912,66,65,0,0,30.1,N,N,1,10.49,27.05,8.9,10.83,3.33,9.92,14,20.83,91.6,2.5,2.08,64.25,8.2,148.5,12,1,0.33,13.33,7,27,8,19,591.1
1,7,16,A619,68,68,0,5,41.7,N,N,1,14.76,29.05,9.6,11.9,4.1,11.1,14.8,21.6,93.3,1,2.98,74.5,9.05,169.5,10.5,1.33,0,12.67,13.67,32.83,11.33,21.5,594.6
1,7,17,CL17,58,59,100,0,?,N,N,0.75,4.59,22.16,?,7.92,2.5,2.75,8.33,6.33,34.7,?,2.62,72,5.5,97.5,10,0.33,0,10,9.67,34.83,11.17,23.67,43.2
1,7,18,B97,71,75,100,0,31.5,N,Y,1,16.32,28.42,8.6,12.67,3.33,12.33,13.67,24.67,97.3,3,3.63,78.5,9.75,177.5,11.5,2,0,14.67,13.67,32.67,9,23.67,668
1,7,19,R134,77,79,100,0,22.3,N,N,0.875,19.72,26.8,9.2,13.33,3.67,11.17,14,20.5,83.8,2,4.17,77.5,9.25,218,16,1,0,14,23.67,37.27,15.5,21.77,545.8
1,7,20,W811G,75,78,0,90,13.9,N,N,1,14.55,21.1,7.6,16.92,3.17,12.42,15,26.17,73.4,1.5,4.3,78.75,7,197,14,1.33,0,16.33,12.33,34,12.33,21.67,589.6
1,7,21,LH38,69,69,0,1,29.2,N,N,1,10.67,26.84,9.1,12.25,3.58,11.83,13.33,27.33,96.6,1.5,3.4,76.25,8.55,153,11,1.33,0,13,6.33,26.67,8.33,18.33,703.7
1,7,22,MS153,67,69,0,5,27,N,N,1,11.16,25.59,8.5,13.67,4.17,10.5,13.33,23.33,76.8,1,2.99,71,9,154,14,1.67,0,14.33,28,35.9,12.97,22.93,429
1,7,23,CML_228,77,77,0,0,25.6,N,N,1,18.99,19.42,8.8,12.92,3.5,10.67,15.67,27.67,82.6,1.5,2.77,75,8.05,217,13.5,2.67,0,16,6.33,26.23,8.23,18,642.2
1,7,24,Mo1W,75,77,100,0,38.5,N,N,1,13.71,19.7,9.4,10,3.58,8.58,15.33,24.17,85.8,1.5,4.11,72.75,9.1,173.5,13.5,1,0,17.33,16.67,33.3,13.73,19.57,476.8
1,7,25,NC232,81,85,100,0,34.4,N,N,1,21.13,19.29,9.5,12.25,4,10.67,19,26.67,87.1,3,?,70.25,9.2,176.5,16,2,0,16.67,15.67,32.57,13,19.57,590
1,7,26,38-11,80,84,50,50,35.5,N,N,1.125,14.14,28.37,?,13.33,3,8,11.67,13.17,60,2.5,?,96.75,7.25,230,15,2.33,0,16.33,13.67,39.67,14.73,24.93,428.1
1,7,27,NC298,80,81,70,0,39,N,N,1,8.05,24.3,?,11.5,2.58,10,10.33,18,87,1,4.38,62.5,8.6,181.5,15,2,0,16.33,13.67,31.5,12.87,18.63,308.5
1,7,28,PHJ75,63,65,0,0,47.9,N,N,1,12.46,27.25,8.3,11,3.25,10.5,11.33,22.83,95.5,2.5,2.16,66.25,8.5,179.5,10,1.33,0,12.33,6.67,27.83,10.03,17.8,485.3
1,8,1,C49A,61,63,50,0,?,N,N,1,11.59,27.04,?,10.33,3.67,9.58,12,16.5,92.7,?,2.61,59,8.7,150,10.5,1,0,11.67,12,30.3,9.87,20.43,174.3
1,8,2,B97,71,75,100,0,38,N,Y,1.375,12.31,30.39,8.3,13.25,4.08,12.92,12.67,23.83,97.5,2,?,67.75,9.6,165,12,2.33,0,13.67,12,33.97,9.7,24.27,695.2
1,8,5,B97,71,76,100,0,37.6,N,Y,1,16.63,31.21,8.3,13.83,4,13.42,12.67,24.5,97,2.5,?,73.25,10.9,164,11.5,2.33,0,13.67,13,33.53,9.13,24.4,671.5
1,8,6,HP301,75,77,0,100,47,N,N,1.25,9.45,11.43,?,13.17,3.08,12.25,14.83,29.83,93,1.5,3.52,82,7.7,196,14.5,1,0.33,16.33,17,38.97,15.93,23.03,267.4
1,8,7,Mo5,79,79,0,0,33.3,Y,N,1,21.36,18.65,8.3,16.8,4.1,15.4,15.2,32,91.7,1.5,2.72,74.75,8.65,131.5,12.5,0.67,0.67,16.67,9.67,33.33,6.5,26.83,512
1,8,8,H99,71,75,0,0,?,N,N,1,9.05,20.26,?,12.58,3.5,11.58,11.67,27.83,92.1,1.5,3.26,67,7.5,126,11.5,1,0,13.67,6.33,23.37,4.8,18.57,434.8
1,8,9,W821G,77,78,0,0,33.7,N,Y,1,17.64,25.08,8.5,14.67,3.92,14.08,14.33,29.5,96,1.5,2.67,63.5,8.9,186.5,15,0.33,0,17,2.67,30.6,3.57,27.03,689
1,8,10,52220,76,77,0,100,27.6,N,N,1,9.91,34.29,?,14.25,3.67,12.42,9.33,26.33,87.2,2,3.15,59.5,7.3,114,13.5,1,0,16.67,12,32.17,11.07,21.1,450.1
1,8,11,PHR32,75,77,0,1,37.4,N,N,1,16.88,27.71,8.2,12.5,4.25,11.08,13.67,24.67,88.6,2,3.69,84,9.6,219.5,16,1.33,0,15.33,7.33,30.63,6.17,24.47,678.3
1,8,12,DKF274,73,77,0,10,22,N,Y,1,18.21,22.74,7.8,11.75,4.33,10.42,15.67,22.5,88.7,2,3.49,79.25,7.95,171,12,1,0,14.33,4,32.43,7.5,24.93,596.2
1,8,13,C123,68,68,100,0,34.8,N,N,1,13.96,24.82,8.4,12.42,3.5,12.25,12.33,25.33,98.6,2.5,3.44,71,9.25,150.5,11.5,0.67,0,13.33,10.33,31,7.33,23.67,590.5
1,8,14,LH231,70,70,0,0,30.8,N,N,1,17.64,27.18,7.6,13.92,4.33,11.33,16,26.83,81.4,2,3.37,82.5,7.35,161,11,1.33,0,13.67,4.67,28.47,6.47,22,723.1
1,8,15,T146,64,65,100,0,26.4,N,N,1.25,4.06,15.96,?,10.42,2.5,10.17,11.5,23,97.6,?,2.46,54.25,6,123,11.5,1,0,12.33,24,24.9,14.63,10.27,261.8
1,8,16,W604S,69,71,100,0,?,N,N,1,17.1,32.72,7.6,15.75,3.75,14.92,11.83,25.83,94.7,?,3.16,83,8.3,179.5,13,2,0,15,2.33,39.27,2.33,36.93,531.3
1,8,17,W812G,76,78,0,0,27.4,N,N,1,12.27,23.63,?,9.67,4.5,9,17.17,17.83,93.1,1.5,3.34,74.75,7.75,158.5,11.5,1.33,0,13.33,5,33.6,9.97,23.63,429.9
1,8,18,LH61,65,67,100,0,?,N,N,1,18.69,27.65,8.3,17.33,3.83,16.5,11.5,28.33,95.2,1.5,3.4,71,9.7,167,11,1,0,12.33,5,34.43,7.33,27.1,640.1
1,8,19,PHR58,76,77,100,0,21.7,N,N,1,20.59,27.47,8.2,16.67,4.25,14.42,13,31.33,86.5,1,2.99,74.75,9,197.5,13.5,1.33,0,15.67,6,43.27,9.27,34,697.2
1,8,20,B97,71,77,100,0,34.6,N,Y,1,14.66,31.24,8,12.42,4.08,12.08,13.5,21.33,97.3,1.5,?,70.25,9.7,176.5,12,2,0,15,11.33,31.97,6.3,25.67,546.5
1,8,21,Oh40B,73,77,0,100,?,N,N,1,19.96,22.97,8.6,19.92,4,18.33,12.67,35.5,92,?,?,83.25,9.25,?,11,1.33,0,12,6.33,37.13,8.17,28.97,667.4
1,8,22,B97,71,76,100,0,38.3,N,N,1,17.76,30.24,8.4,14.83,4.17,14.33,12.83,27.83,96.6,2.5,?,76.25,10.25,171,12,2,0,13.67,14,34.8,9.73,25.07,762.8
1,8,23,A672,67,68,0,50,32.5,N,N,1,16.04,20.14,8.8,13.33,4.33,12.08,17.67,24,90.6,1.5,2.65,79,6.25,175,13,0.67,0,15.33,7.67,30.47,9.97,20.5,569.1
1,8,24,INBRED_305,73,77,0,0,26.6,N,N,1,13.98,14.07,?,12.17,4,9.58,21.17,25.5,78.7,1.5,3.08,64.85,9.25,140,10,1,0,12.33,17,28.33,8.07,20.27,361.4
1,8,25,A96,64,64,0,100,?,N,N,1,14.47,23.77,?,12.5,3.75,12.08,11.17,22.42,96.6,1.5,2.39,70.75,8.55,143.5,11,0,0,11.33,3.67,33.63,5.37,28.27,413.2
1,8,26,N540,79,78,0,0,28.4,N,N,1,14.02,21.4,8.7,15.75,3.83,14.5,15,31.17,92.1,1,3.78,89.5,8.45,180.5,12.5,0.67,0,14.67,12,32.63,9.53,23.1,501.3
1,8,27,N215,76,77,100,0,33.1,N,N,1,16.37,25.35,7.8,12.42,4.5,10.42,18.83,20.17,83.9,2.5,3.3,84.5,9.75,180.5,12,0,0,13.67,14.33,30.97,9.47,21.5,612.1
1,8,28,ND260,64,63,0,100,?,N,N,1,6.85,20.27,?,11.42,3.08,11.17,10.67,23.5,97.8,?,2.59,70,5.75,135,9,0.33,0,9.33,3.67,33.1,4,29.1,340.3
1,9,1,DK6F545,75,75,0,0,28.2,N,N,1,12.96,19.37,8.4,11.58,4.08,11.33,16.5,30.83,97.8,1.5,4.99,71,9.05,161.5,12.5,1.33,0,14.33,7.33,27.97,6.77,21.2,618.3
1,9,2,Ky228,79,86,0,0,28.3,N,N,1,13.51,24.62,8.4,13.42,3.58,12.17,12,24.33,90.7,1,3.26,89,8.15,203.5,14.5,2,0,16.67,19.33,27.73,9.4,18.33,425.4
1,9,3,PHG35,70,73,0,0,31.7,N,N,1,18.85,19.49,?,13.92,4,13.17,12.83,26.67,94.6,1.5,3.44,75,9.35,152.5,10,1,0,12.33,5,36.9,7.57,29.33,484.8
1,9,4,PHK76,69,69,100,0,27,N,N,1,14.12,19.22,8.5,14.08,3.83,13.33,13.5,28.17,94.7,3,3.2,70.25,9.35,187.5,12,1.67,0,14.33,5.33,31.53,9.17,22.37,575.8
1,9,5,Sg_1533,81,82,100,0,36.7,N,N,1.5,8.21,17.99,?,12.42,3.33,12,12.5,20,96.6,2,?,86,8.85,?,15,3,0,16.33,20,31.73,10.5,21.23,411.6
1,9,6,CO255,61,61,100,0,?,N,N,1,11.33,23.42,?,14.75,3.75,14.67,13.5,24.67,99.5,?,2.73,69,8.5,180,10,0,0,11,8.67,27.4,8.83,18.57,483.1
1,9,8,PH5HK,71,72,0,0,30.4,N,Y,1,17.05,24.46,7.8,14.58,4.25,13.83,15.5,28.5,94.9,2,1.94,77.75,8.15,185.5,12,1,0,13.33,13.33,37.73,14.6,23.13,858.5
1,9,9,W23,69,72,100,50,?,N,N,1,11.82,15.43,8.5,13.08,4.08,12.92,16,27.83,98.8,?,2.58,70.25,8.2,198.5,12.5,1.67,0,14.33,12.67,30.73,11.23,19.5,632
1,9,10,CH753-4,67,68,0,0,?,N,N,1,11.45,19.83,7.3,13.5,3.5,13.17,14,25.67,97.6,?,3.43,74,7.3,148,12,1,0,14.33,11.67,25.53,7.33,18.2,498.9
1,9,11,B97,71,76,100,0,37.5,N,Y,1,16.83,31.69,8.2,14.33,4.25,14.17,12.67,21.17,98.9,2,3.3,71.25,9.8,?,11.5,2.67,0,14.33,13.33,34.77,9.8,24.97,674.6
1,9,12,NC328,75,75,0,0,29.1,N,N,1,14.17,19.3,7.6,13.5,4,13.08,16.83,30,96.9,1.5,3.58,81.75,8.6,185,12,1.67,0,14.33,6,21.87,7.1,14.77,749.4
1,9,13,B97,71,76,100,0,38.3,N,Y,1,15.42,27.84,7.7,13.17,3.83,13.17,13,28.17,100,2.5,3.37,69,10.2,176,12,1.33,0,13,12,32.57,9.37,23.2,634.8
1,9,14,PHB09,71,71,0,0,54.2,N,N,1,9.9,31.18,8.2,11.75,4.08,11.17,12.17,20,95.1,1,4.19,61.75,8.95,160,12,1,0,13.67,4.67,36.07,9,27.07,473.5
1,9,15,PHV53,76,79,0,0,31.7,N,N,1,11.8,25.45,7.7,14.42,4,13.67,11.67,24.83,94.8,1.5,3.83,95.75,9.6,204,12.5,0.67,0,12.67,6.67,55.07,19.73,35.33,436.5
1,9,16,LH198,73,73,0,0,19.6,N,N,1,17.3,28.23,7.8,14.17,4.33,13.67,13,28,96.5,2,2.46,87.75,6.55,197.5,12.5,1.33,0,12.67,5.67,27.07,10.47,16.6,803
1,9,18,B77,75,75,0,90,?,N,N,1,8.01,16.92,?,14.25,3.5,13.92,13.67,30.67,97.7,2.5,5.25,85.5,8.7,204.5,15.5,1,0,14,10.33,34.2,10.03,24.17,452.9
1,9,19,A427,73,77,0,0,45.8,N,N,0.75,11.71,26.31,?,9.25,3.83,8.33,12,11.67,90.1,1,4.13,75.25,10.5,170.5,10.5,0.33,0,11.67,8,33.53,10.67,22.87,201.4
1,9,20,ICI_740,75,75,0,5,25.4,N,N,1.125,16.96,25.6,7.7,13.5,4.17,13.33,14.33,27,98.7,2.5,3.45,85.5,7.65,182,12.5,2,0,13.33,5.33,33.13,10.87,22.27,761.2
1,9,21,PHK05,58,59,0,50,66.5,N,N,1,10.32,22.27,?,11.5,3.75,10.33,11.5,19.33,89.8,?,3.19,64.75,8.25,177,10.5,1.33,0,13,11.33,29.7,9.73,19.97,277.1
1,9,22,NC236,79,80,0,90,15.6,N,N,1,9.64,18.18,10,12.5,3.75,9.42,10.33,18.67,75.4,2,4.4,76.5,8.8,168.5,14,1.67,0,15.67,18,35.17,13.5,21.67,267.2
1,9,23,MS1334,63,62,0,0,44.3,N,N,1,15.69,20.16,?,14.17,3.75,13.42,13.5,24.5,94.7,1.5,2.17,64.5,7.4,176.5,10.5,1,0,12.33,6.67,36.53,10.4,26.13,491.2
1,9,24,PHK42,69,72,0,0,39.8,N,N,1,1.52,23.53,8.4,15.67,4.5,14.58,14.67,30.67,93,3,3.67,78,7.9,169.5,11,1,0,13.33,11.67,30.17,10.8,19.37,807.5
1,9,25,LH57,69,72,0,0,31,N,N,1,5.88,21.42,8.6,14.75,3.58,14.42,10.33,31.33,97.8,1.5,3.69,72,8.9,152.5,11,2,0,11.33,6,32.2,7.5,24.7,510.9
1,9,26,IDS91,75,75,100,0,41.6,N,N,1,11.18,13.33,?,14.58,3.08,14.33,13.33,30,98.3,1,4.71,82,7,175.5,12.5,1,0,15,19.5,37.2,17.1,20.1,332.8
1,9,27,Il14H,68,75,0,100,?,N,N,1,6.29,22.47,?,9.92,3.92,9.75,13.17,21.17,98.3,2.5,4.88,84,7.35,187.5,11,0.67,0,13.33,10,37.23,13.63,23.6,436.5
1,9,28,LH188,77,77,100,0,23.8,N,N,1,12.22,22.83,7.9,19.67,3.67,18.17,10.5,31.5,92.4,2,4.65,76.5,9.85,216.5,13.5,1.67,0,15,7.33,37.3,8.13,29.17,674.1
1,10,1,H84,71,77,0,0,32,N,N,1,16.82,21.56,7.9,13.58,4.17,13.25,15,28.67,97.6,2.5,4,70.25,7.3,166,14.5,1,0,18.67,9,25.67,6.33,19.33,658.2
1,10,2,CQ702RC,72,75,0,0,34.9,N,N,1,12.86,24.55,8.1,17.5,3.92,16.42,12.33,28.67,93.8,1.5,2.87,87.5,8.15,193.5,11.5,1.33,0,13.33,12,37.5,12,25.5,609.2
1,10,3,Mo46,67,71,0,0,47.5,N,N,1,18.81,32.87,?,10.92,3.83,10.58,12.67,19,96.9,2,3.06,72.25,9.6,176,11,1.33,0,12.33,12.67,28,9.67,18.33,499.5
1,10,4,F115,64,66,90,0,69.3,Y,N,1,13.57,23.4,?,11.25,3.58,11.25,15,20.67,100,1,1.42,54.25,9.75,130.5,8,1.33,0,10.67,10.67,23.67,5.67,18,329.5
1,10,5,B97,71,73,100,0,40.4,N,Y,1,12.89,25.52,8,12.83,4.08,12.83,13.33,23.17,100,2,?,68.5,9.3,?,12,2.33,0,15,12.67,31.83,9.83,22,558.5
1,10,6,NC356,80,81,90,0,22.5,N,N,1,8.15,19.84,?,11,3.17,10.17,12,18.5,92.5,0.5,3.66,79.75,7.25,197,15,0.33,0,17.33,17,32.83,10.67,22.17,341.4
1,10,7,PHW51,75,75,0,0,39.9,N,N,1,17.25,23.35,8.1,15.5,3.67,13.83,13.17,27,89.2,2,3.83,69,8.05,186,15,1,0,16.33,8,26.33,7.5,18.83,534.2
1,10,8,LP5,69,71,0,0,28.4,N,Y,1,14.5,21.05,8.2,11.92,4.5,11.08,18,23.33,93,2.5,4.54,71.75,7.75,154,12,1.67,0,15,4.33,29.67,5.5,24.17,570.9
1,10,9,W64A,67,69,0,0,40,N,N,1,13.36,21.14,?,9.92,4.08,9.67,16.5,21.33,97.5,2,4.29,65.5,9.55,153.5,12,1,0,14,4.67,25.33,4.67,20.67,542.7
1,10,10,B8,66,67,0,100,?,N,N,1,13,24.37,8.3,12.92,3.83,12.25,13.67,24.83,94.8,?,3.26,70.25,7.5,185.5,12,1,0,14.67,18.33,27.67,10.33,17.33,640.7
1,10,11,CO192,63,64,0,100,?,N,N,1,12.63,17.54,7.6,10.25,4.42,10.25,16.17,21.67,100,?,2.27,63.25,7.5,167,10.5,1.67,0,12.33,8.67,24.67,6,18.67,393.9
1,10,12,A73,69,71,0,100,?,N,N,1,14.08,21.02,8.4,15.33,3.75,14.83,16.33,28.33,96.7,2,3.59,60.25,10.25,153.5,14,2,0,16,16,25.5,8.83,16.67,644.5
1,10,13,PHN18,72,75,0,20,13.4,N,N,1,17.24,20.16,7.2,13.58,3.92,13.33,16.5,25,98.2,1.5,3.24,76.75,9.1,165.5,12,0.67,0,15,4.67,25.17,5.33,19.83,652.3
1,10,14,WIL901,75,75,0,30,37.9,N,N,1,10.86,30.12,?,16.17,3.67,15.25,10.67,24,94.3,1.5,2.13,72.5,8.9,187.5,12.5,1,0,15.33,10.33,39.67,9.17,30.5,501.6
