Rep,GenotypeID,PI,Anthesis,AnthesisGDD,Silking,SilkingGDD,ASI_NEW,ASIGDD_NEW,Env
1,CO106,Ames 27105,56,1115.5,63,1288.5,-7,-173,NE2021
2,CO106,MN20_1032,57,1140,62,1261,-5,-121,NE2021
1,CO117,Ames27039,51,1027.65,54,1098.8,-3,-71.1499999999999,MI2020
2,CO117,Ames27039,52,1051.1,56,1148.3,-4,-97.2,MI2020
1,CO117,Ames27039,93,1846.25,98,1947.1,-5,-100.85,MI2021
2,CO117,Ames27039,68,1306.95,69,1322.95,-1,-16,MI2021
1,CO117,GetFrom2021file,61,1219.5,63,1275,-2,-55.5,NE2020
2,CO117,GetFrom2021file,60,1192.5,63,1275,-3,-82.5,NE2020
1,CO117,Ames 27039,56,1115.5,59,1191,-3,-75.5,NE2021
2,CO117,EL18_2147,57,1140,60,1217.5,-3,-77.5,NE2021
1,CO125,Ames27106,56,1148.3,60,1241.35,-4,-93.05,MI2020
2,CO125,Ames27106,57,1172.3,59,1221.7,-2,-49.4000000000001,MI2020
1,CO125,Ames27106,68,1306.95,75,1458.25,-7,-151.3,MI2021
2,CO125,Ames27106,76,1481.75,78,1526.3,-2,-44.55,MI2021
1,CO125,GetFrom2021file,64,1300.5,66,1350.5,-2,-50,NE2020
2,CO125,GetFrom2021file,63,1275,66,1350.5,-3,-75.5,NE2020
1,CO125,Ames 27106,61,1239,67,1378,-6,-139,NE2021
2,CO125,EL19_6277,60,1217.5,63,1288.5,-3,-71,NE2021
1,CO158,Ames27042,55,1125.1,56,1148.3,-1,-23.2,MI2020
2,CO158,Ames27042,58,1198.25,58,1198.25,0,0,MI2020
1,CO158,Ames27042,69,1322.95,74,1433.9,-5,-110.95,MI2021
2,CO158,Ames27042,75,1458.25,76,1481.75,-1,-23.5,MI2021
1,CO158,GetFrom2021file,65,1325.5,64,1300.5,1,25,NE2020
2,CO158,GetFrom2021file,66,1350.5,67,1373.5,-1,-23,NE2020
1,CO158,Ames 27042,63,1288.5,63,1288.5,0,0,NE2021
2,CO158,MN20_1097,61,1239,61,1239,0,0,NE2021
1,CO192,Ames27043,54,1098.8,55,1125.1,-1,-26.3,MI2020
2,CO192,Ames27043,55,1125.1,56,1148.3,-1,-23.2,MI2020
1,CO192,Ames27043,72,1386.65,78,1526.3,-6,-139.65,MI2021
2,CO192,Ames27043,71,1359.6,75,1458.25,-4,-98.6500000000001,MI2021
1,CO192,GetFrom2021file,63,1275,64,1300.5,-1,-25.5,NE2020
2,CO192,GetFrom2021file,67,1373.5,68,1399,-1,-25.5,NE2020
1,CO192,Ames 27043,62,1261,63,1288.5,-1,-27.5,NE2021
2,CO192,EL19_6479-2,61,1239,61,1239,0,0,NE2021
1,CO216,Ames27044,67,1282.8,70,1339.35,-3,-56.55,MI2021
2,CO216,Ames27044,76,1481.75,76,1481.75,0,0,MI2021
1,CO216,Ames 27044,62,1261,63,1288.5,-1,-27.5,NE2021
2,CO216,EL20_1721-1,62,1261,63,1288.5,-1,-27.5,NE2021
1,CO236,Ames27046,56,1148.3,57,1172.3,-1,-24,MI2020
2,CO236,Ames27046,56,1148.3,56,1148.3,0,0,MI2020
1,CO236,Ames27046,84,1625.4,88,1725.55,-4,-100.15,MI2021
2,CO236,Ames27046,84,1625.4,87,1698.6,-3,-73.1999999999998,MI2021
1,CO236,Ames 27046,62,1261,65,1334.5,-3,-73.5,NE2021
2,CO236,EL20_1729-12,59,1191,62,1261,-3,-70,NE2021
1,CO237,Ames27047,76,1481.75,76,1481.75,0,0,MI2021
2,CO237,Ames27047,76,1481.75,77,1509.25,-1,-27.5,MI2021
1,CO237,Ames 27047,63,1288.5,63,1288.5,0,0,NE2021
2,CO237,MN20_1772,61,1239,61,1239,0,0,NE2021
1,CO245,Ames27048,53,1073.8,56,1148.3,-3,-74.5,MI2020
2,CO245,Ames27048,52,1051.1,53,1073.8,-1,-22.7,MI2020
1,CO245,Ames27048,68,1306.95,69,1322.95,-1,-16,MI2021
2,CO245,Ames27048,64,1219.05,67,1282.8,-3,-63.75,MI2021
1,CO245,GetFrom2021file,60,1192.5,61,1219.5,-1,-27,NE2020
2,CO245,GetFrom2021file,62,1247,63,1275,-1,-28,NE2020
1,CO245,Ames 27048,57,1140,59,1191,-2,-51,NE2021
2,CO245,EL18_2148,58,1164.5,58,1164.5,0,0,NE2021
1,CO255,Ames27050,51,1027.65,54,1098.8,-3,-71.1499999999999,MI2020
2,CO255,Ames27050,53,1073.8,56,1148.3,-3,-74.5,MI2020
1,CO255,Ames27050,73,1411.55,77,1509.25,-4,-97.7000000000001,MI2021
2,CO255,Ames27050,70,1339.35,74,1433.9,-4,-94.5500000000002,MI2021
1,CO255,GetFrom2021file,61,1219.5,61,1219.5,0,0,NE2020
2,CO255,GetFrom2021file,62,1247,65,1325.5,-3,-78.5,NE2020
1,CO255,Ames 27050,57,1140,58,1164.5,-1,-24.5,NE2021
2,CO255,MN20_1024,56,1115.5,59,1191,-3,-75.5,NE2021
1,CO257,Ames27052,66,1385.4,72,1488.75,-6,-103.35,MI2020
2,CO257,Ames27052,67,1403.7,71,1476.5,-4,-72.8,MI2020
1,CO257,Ames27052,86,1670.4,90,1780.95,-4,-110.55,MI2021
2,CO257,Ames27052,88,1725.55,92,1830.15,-4,-104.6,MI2021
1,CO257,GetFrom2021file,73,1533,78,1669,-5,-136,NE2020
2,CO257,GetFrom2021file,76,1615,79,1699.5,-3,-84.5,NE2020
1,CO257,Ames 27052,71,1481,73,1527,-2,-46,NE2021
2,CO257,MN20_1450,60,1217.5,71,1481,-11,-263.5,NE2021
1,CO258,Ames27053,66,1385.4,69,1440.6,-3,-55.1999999999998,MI2020
2,CO258,Ames27053,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,CO258,Ames27053,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
2,CO258,Ames27053,84,1625.4,88,1725.55,-4,-100.15,MI2021
1,CO258,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
2,CO258,GetFrom2021file,75,1587.5,78,1669,-3,-81.5,NE2020
1,CO258,Ames 27053,74,1551,77,1629,-3,-78,NE2021
2,CO258,MN20_1362,76,1600.5,77,1629,-1,-28.5,NE2021
1,CQ702RC,PI566938,60,1241.35,61,1263.15,-1,-21.8000000000002,MI2020
2,CQ702RC,PI566938,63,1315.4,67,1403.7,-4,-88.3,MI2020
1,CQ702RC,PI566938,74,1433.9,77,1509.25,-3,-75.3499999999999,MI2021
2,CQ702RC,PI566938,75,1458.25,81,1569.4,-6,-111.15,MI2021
1,CQ702RC,GetFrom2021file,72,1501,75,1587.5,-3,-86.5,NE2020
2,CQ702RC,GetFrom2021file,71,1472.5,77,1640.5,-6,-168,NE2020
1,CQ702RC,PI 566938,71,1481,73,1527,-2,-46,NE2021
2,CQ702RC,MN20_1354,68,1407,70,1454,-2,-47,NE2021
1,CQ806,PI566939,64,1339.05,66,1385.4,-2,-46.3500000000001,MI2020
2,CQ806,PI566939,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,CQ806,PI566939,86,1670.4,90,1780.95,-4,-110.55,MI2021
2,CQ806,PI566939,85,1645.95,78,1526.3,7,119.65,MI2021
1,CQ806,GetFrom2021file,77,1640.5,77,1640.5,0,0,NE2020
2,CQ806,GetFrom2021file,75,1587.5,77,1640.5,-2,-53,NE2020
1,CQ806,PI 566939,72,1505,73,1527,-1,-22,NE2021
2,CQ806,MN20_1545,68,1407,73,1527,-5,-120,NE2021
1,CR14,PI601683,57,1172.3,60,1241.35,-3,-69.05,MI2020
2,CR14,PI601683,59,1221.7,63,1315.4,-4,-93.7,MI2020
1,CR14,PI601683,76,1481.75,78,1526.3,-2,-44.55,MI2021
2,CR14,PI601683,74,1433.9,76,1481.75,-2,-47.8499999999999,MI2021
1,CR14,GetFrom2021file,67,1373.5,67,1373.5,0,0,NE2020
2,CR14,GetFrom2021file,68,1399,69,1427,-1,-28,NE2020
1,CR14,PI 601683,63,1288.5,66,1354.5,-3,-66,NE2021
2,CR14,EL19_6238,65,1334.5,67,1378,-2,-43.5,NE2021
1,CR1HT,PI601080,58,1198.25,60,1241.35,-2,-43.0999999999999,MI2020
2,CR1HT,PI601080,58,1198.25,59,1221.7,-1,-23.45,MI2020
1,CR1HT,PI601080,75,1458.25,78,1526.3,-3,-68.05,MI2021
2,CR1HT,PI601080,73,1411.55,74,1433.9,-1,-22.3500000000001,MI2021
1,CR1HT,GetFrom2021file,67,1373.5,67,1373.5,0,0,NE2020
2,CR1HT,GetFrom2021file,67,1373.5,68,1399,-1,-25.5,NE2020
1,CR1HT,PI 601080,64,1313,66,1354.5,-2,-41.5,NE2021
2,CR1HT,MN20_1106,63,1288.5,66,1354.5,-3,-66,NE2021
1,CS405,PI559916,58,1198.25,59,1221.7,-1,-23.45,MI2020
2,CS405,PI559916,59,1221.7,60,1241.35,-1,-19.6499999999999,MI2020
1,CS405,PI559916,70,1339.35,75,1458.25,-5,-118.9,MI2021
2,CS405,PI559916,73,1411.55,76,1481.75,-3,-70.2000000000001,MI2021
1,CS405,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
2,CS405,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
1,CS405,PI 559916,68,1407,68,1407,0,0,NE2021
2,CS405,EL19_6295,65,1334.5,66,1354.5,-1,-20,NE2021
1,CS608,PI560316,63,1315.4,67,1403.7,-4,-88.3,MI2020
2,CS608,PI560316,63,1315.4,67,1403.7,-4,-88.3,MI2020
1,CS608,PI560316,82,1585.25,84,1625.4,-2,-40.1500000000001,MI2021
2,CS608,PI560316,78,1526.3,78,1526.3,0,0,MI2021
1,CS608,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,CS608,GetFrom2021file,71,1472.5,72,1501,-1,-28.5,NE2020
1,CS608,PI 5560316,71,1481,72,1505,-1,-24,NE2021
2,CS608,MN20_1252,68,1407,70,1454,-2,-47,NE2021
1,CSJ3,Ames27057,49,981.15,50,1001.35,-1,-20.2,MI2020
2,CSJ3,Ames27057,50,1001.35,53,1073.8,-3,-72.4499999999999,MI2020
1,CSJ3,Ames27057,75,1458.25,76,1481.75,-1,-23.5,MI2021
2,CSJ3,Ames27057,70,1339.35,74,1433.9,-4,-94.5500000000002,MI2021
1,CSJ3,GetFrom2021file,56,1082,59,1165,-3,-83,NE2020
2,CSJ3,GetFrom2021file,54,1028.5,59,1165,-5,-136.5,NE2020
1,CSJ3,Ames 27057,59,1191,62,1261,-3,-70,NE2021
2,CSJ3,MN20_1012,61,1239,66,1354.5,-5,-115.5,NE2021
1,DE1,PI606329,69,1440.6,70,1462.2,-1,-21.6000000000001,MI2020
2,DE1,PI606329,69,1440.6,70,1462.2,-1,-21.6000000000001,MI2020
1,DE1,PI606329,90,1780.95,92,1830.15,-2,-49.2,MI2021
2,DE1,PI606329,89,1754.5,91,1807.4,-2,-52.9000000000001,MI2021
1,DE1,GetFrom2021file,76,1615,79,1699.5,-3,-84.5,NE2020
2,DE1,GetFrom2021file,77,1640.5,79,1699.5,-2,-59,NE2020
1,DE1,PI 606329,73,1527,75,1574.5,-2,-47.5,NE2021
2,DE1,MN20_1674,75,1574.5,77,1629,-2,-54.5,NE2021
1,DE2,PI606330,61,1263.15,68,1421.3,-7,-158.15,MI2020
2,DE2,PI606330,64,1339.05,67,1403.7,-3,-64.6500000000001,MI2020
1,DE2,PI606330,81,1569.4,85,1645.95,-4,-76.55,MI2021
2,DE2,PI606330,78,1526.3,80,1554.8,-2,-28.5,MI2021
1,DE2,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
2,DE2,GetFrom2021file,76,1615,81,1760,-5,-145,NE2020
1,DE2,PI 606330,72,1505,75,1574.5,-3,-69.5,NE2021
2,DE2,MN20_1549,68,1407,73,1527,-5,-120,NE2021
1,DE3,PI638551,64,1339.05,65,1364.9,-1,-25.8500000000001,MI2020
2,DE3,PI638551,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,DE3,PI638551,79,1540.4,79,1540.4,0,0,MI2021
2,DE3,PI638551,83,1605.15,84,1625.4,-1,-20.25,MI2021
1,DE3,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,DE3,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
1,DE3,PI 638551,68,1407,72,1505,-4,-98,NE2021
2,DE3,MN20_1490,66,1354.5,69,1430.5,-3,-76,NE2021
1,DE4,PI638552,65,1364.9,64,1339.05,1,25.8500000000001,MI2020
2,DE4,PI638552,68,1421.3,69,1440.6,-1,-19.3,MI2020
1,DE4,PI638552,82,1585.25,83,1605.15,-1,-19.9000000000001,MI2021
2,DE4,PI638552,83,1605.15,83,1605.15,0,0,MI2021
1,DE4,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
2,DE4,GetFrom2021file,72,1501,76,1615,-4,-114,NE2020
1,DE4,PI 638552,72,1505,73,1527,-1,-22,NE2021
2,DE4,MN20_1537,70,1454,70,1454,0,0,NE2021
1,DE811,PI550558,69,1440.6,70,1462.2,-1,-21.6000000000001,MI2020
2,DE811,PI550558,69,1440.6,74,1519,-5,-78.4000000000001,MI2020
1,DE811,PI550558,85,1645.95,87,1698.6,-2,-52.6499999999999,MI2021
2,DE811,PI550558,92,1830.15,94,1862.45,-2,-32.3,MI2021
1,DE811,GetFrom2021file,78,1669,77,1640.5,1,28.5,NE2020
2,DE811,GetFrom2021file,77,1640.5,79,1699.5,-2,-59,NE2020
1,DE811,PI 550558,75,1574.5,77,1629,-2,-54.5,NE2021
2,DE811,MN20_1675,76,1600.5,73,1527,3,73.5,NE2021
1,DJ7,PI601191,65,1364.9,67,1403.7,-2,-38.8,MI2020
2,DJ7,PI601191,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,DJ7,PI601191,83,1605.15,85,1645.95,-2,-40.8,MI2021
2,DJ7,PI601191,83,1605.15,83,1605.15,0,0,MI2021
1,DJ7,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
2,DJ7,GetFrom2021file,75,1587.5,76,1615,-1,-27.5,NE2020
1,DJ7,PI 601191,74,1551,75,1574.5,-1,-23.5,NE2021
2,DJ7,MN20_1372,NA,NA,NA,NA,NA,NA,NE2021
1,DK3IBZ2,PI554616,54,1098.8,54,1098.8,0,0,MI2020
2,DK3IBZ2,PI554616,53,1073.8,53,1073.8,0,0,MI2020
1,DK3IBZ2,PI554616,71,1359.6,73,1411.55,-2,-51.9500000000001,MI2021
2,DK3IBZ2,PI554616,75,1458.25,76,1481.75,-1,-23.5,MI2021
1,DK3IBZ2,GetFrom2021file,63,1275,61,1219.5,2,55.5,NE2020
2,DK3IBZ2,GetFrom2021file,63,1275,65,1325.5,-2,-50.5,NE2020
1,DK3IIH6,PI564754,62,1289.4,62,1289.4,0,0,MI2020
2,DK3IIH6,PI564754,61,1263.15,62,1289.4,-1,-26.25,MI2020
1,DK3IIH6,PI564754,81,1569.4,81,1569.4,0,0,MI2021
2,DK3IIH6,PI564754,73,1411.55,73,1411.55,0,0,MI2021
1,DK3IIH6,GetFrom2021file,67,1373.5,68,1399,-1,-25.5,NE2020
2,DK3IIH6,GetFrom2021file,68,1399,71,1472.5,-3,-73.5,NE2020
1,DK3IIH6,PI 564754,67,1378,68,1407,-1,-29,NE2021
2,DK3IIH6,MN20_1208,67,1378,69,1430.5,-2,-52.5,NE2021
1,DK4676A,PI601300,56,1148.3,57,1172.3,-1,-24,MI2020
2,DK4676A,PI601300,59,1221.7,59,1221.7,0,0,MI2020
1,DK4676A,PI601300,75,1458.25,76,1481.75,-1,-23.5,MI2021
2,DK4676A,PI601300,80,1554.8,82,1585.25,-2,-30.45,MI2021
1,DK4676A,GetFrom2021file,64,1300.5,64,1300.5,0,0,NE2020
2,DK4676A,GetFrom2021file,69,1427,69,1427,0,0,NE2020
1,DK4676A,PI 601300,63,1288.5,63,1288.5,0,0,NE2021
2,DK4676A,MN20_1161,64,1313,66,1354.5,-2,-41.5,NE2021
1,DK6F545,PI583755,67,1403.7,68,1421.3,-1,-17.5999999999999,MI2020
2,DK6F545,PI583755,68,1421.3,71,1476.5,-3,-55.2000000000001,MI2020
1,DK6F545,PI583755,87,1698.6,87,1698.6,0,0,MI2021
2,DK6F545,PI583755,86,1670.4,88,1725.55,-2,-55.1499999999999,MI2021
1,DK6F545,GetFrom2021file,75,1587.5,75,1587.5,0,0,NE2020
2,DK6F545,GetFrom2021file,75,1587.5,81,1760,-6,-172.5,NE2020
1,DK6F545,PI 583755,74,1551,75,1574.5,-1,-23.5,NE2021
2,DK6F545,MN20_1517,70,1454,74,1551,-4,-97,NE2021
1,DK78002A,PI601301,63,1315.4,64,1339.05,-1,-23.6499999999999,MI2020
2,DK78002A,PI601301,65,1364.9,66,1385.4,-1,-20.5,MI2020
1,DK78002A,PI601301,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
2,DK78002A,PI601301,85,1645.95,80,1554.8,5,91.1500000000001,MI2021
1,DK78002A,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,DK78002A,GetFrom2021file,73,1533,76,1615,-3,-82,NE2020
1,DK78002A,PI 601301,67,1378,72,1505,-5,-127,NE2021
2,DK78002A,MN20_1293,68,1407,73,1527,-5,-120,NE2021
1,DK78010,PI601211,61,1263.15,65,1364.9,-4,-101.75,MI2020
2,DK78010,PI601211,62,1289.4,65,1364.9,-3,-75.5,MI2020
1,DK78010,PI601211,80,1554.8,84,1625.4,-4,-70.6000000000001,MI2021
2,DK78010,PI601211,75,1458.25,81,1569.4,-6,-111.15,MI2021
1,DK78010,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
2,DK78010,GetFrom2021file,72,1501,76,1615,-4,-114,NE2020
1,DK78010,PI 601211,68,1407,70,1454,-2,-47,NE2021
2,DK78010,MN20_1308,68,1407,70,1454,-2,-47,NE2021
1,DK78371A,PI601438,62,1289.4,62,1289.4,0,0,MI2020
2,DK78371A,PI601438,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,DK78371A,PI601438,78,1526.3,78,1526.3,0,0,MI2021
2,DK78371A,PI601438,81,1569.4,83,1605.15,-2,-35.75,MI2021
1,DK78371A,GetFrom2021file,75,1587.5,75,1587.5,0,0,NE2020
2,DK78371A,GetFrom2021file,74,1562.5,75,1587.5,-1,-25,NE2020
1,DK78371A,PI 601438,71,1481,68,1407,3,74,NE2021
2,DK78371A,MN20_1513,69,1430.5,61,1239,8,191.5,NE2021
1,DK83IBI3,PI555651,56,1148.3,60,1241.35,-4,-93.05,MI2020
2,DK83IBI3,PI555651,56,1148.3,62,1289.4,-6,-141.1,MI2020
1,DK83IBI3,PI555651,74,1433.9,76,1481.75,-2,-47.8499999999999,MI2021
2,DK83IBI3,PI555651,75,1458.25,80,1554.8,-5,-96.55,MI2021
1,DK83IBI3,GetFrom2021file,66,1350.5,69,1427,-3,-76.5,NE2020
2,DK83IBI3,GetFrom2021file,66,1350.5,71,1472.5,-5,-122,NE2020
1,DK83IBI3,PI 555651,62,1261,66,1354.5,-4,-93.5,NE2021
2,DK83IBI3,MN20_1112,65,1334.5,66,1354.5,-1,-20,NE2021
1,DK84BRQ4,PI583756,67,1403.7,71,1476.5,-4,-72.8,MI2020
2,DK84BRQ4,PI583756,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,DK84BRQ4,PI583756,82,1585.25,84,1625.4,-2,-40.1500000000001,MI2021
2,DK84BRQ4,PI583756,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
1,DK84BRQ4,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
2,DK84BRQ4,GetFrom2021file,73,1533,76,1615,-3,-82,NE2020
1,DK84BRQ4,PI 583756,73,1527,73,1527,0,0,NE2021
2,DK84BRQ4,EL19_6250,71,1481,73,1527,-2,-46,NE2021
1,DK84QAB1,PI583757,65,1364.9,65,1364.9,0,0,MI2020
2,DK84QAB1,PI583757,65,1364.9,65,1364.9,0,0,MI2020
1,DK84QAB1,PI583757,76,1481.75,81,1569.4,-5,-87.6500000000001,MI2021
2,DK84QAB1,PI583757,88,1725.55,89,1754.5,-1,-28.95,MI2021
1,DK84QAB1,GetFrom2021file,75,1587.5,73,1533,2,54.5,NE2020
2,DK84QAB1,GetFrom2021file,74,1562.5,76,1615,-2,-52.5,NE2020
1,DK84QAB1,PI 583757,70,1454,73,1527,-3,-73,NE2021
2,DK84QAB1,MN20_1531,64,1313,67,1378,-3,-65,NE2021
1,DK8F196,PI583766,62,1289.4,69,1440.6,-7,-151.2,MI2020
2,DK8F196,PI583766,67,1403.7,72,1488.75,-5,-85.05,MI2020
1,DK8F196,PI583766,83,1605.15,85,1645.95,-2,-40.8,MI2021
2,DK8F196,PI583766,83,1605.15,87,1698.6,-4,-93.4499999999998,MI2021
1,DK8F196,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
2,DK8F196,GetFrom2021file,75,1587.5,79,1699.5,-4,-112,NE2020
1,DK8F196,PI 583766,58,1164.5,59,1191,-1,-26.5,NE2021
2,DK8F196,MN20_1374,68,1407,73,1527,-5,-120,NE2021
1,DK8M116,PI583767,67,1403.7,69,1440.6,-2,-36.8999999999999,MI2020
2,DK8M116,PI583767,70,1462.2,72,1488.75,-2,-26.55,MI2020
1,DK8M116,PI583767,83,1605.15,88,1725.55,-5,-120.4,MI2021
2,DK8M116,PI583767,83,1605.15,88,1725.55,-5,-120.4,MI2021
1,DK8M116,GetFrom2021file,76,1615,78,1669,-2,-54,NE2020
2,DK8M116,GetFrom2021file,77,1640.5,81,1760,-4,-119.5,NE2020
1,DK8M116,PI 583767,72,1505,73,1527,-1,-22,NE2021
2,DK8M116,EL19_6207,68,1407,75,1574.5,-7,-167.5,NE2021
1,DK8M129,PI565087,63,1315.4,63,1315.4,0,0,MI2020
2,DK8M129,PI565087,60,1241.35,63,1315.4,-3,-74.0500000000002,MI2020
1,DK8M129,PI565087,NA,NA,80,1554.8,NA,NA,MI2021
2,DK8M129,PI565087,78,1526.3,81,1569.4,-3,-43.1000000000001,MI2021
1,DK8M129,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,DK8M129,GetFrom2021file,71,1472.5,75,1587.5,-4,-115,NE2020
1,DK8M129,PI 565087,68,1407,71,1481,-3,-74,NE2021
2,DK8M129,MN20_1351,68,1407,70,1454,-2,-47,NE2021
1,DKF274,PI583760,67,1403.7,67,1403.7,0,0,MI2020
2,DKF274,PI583760,68,1421.3,70,1462.2,-2,-40.9000000000001,MI2020
1,DKF274,PI583760,88,1725.55,88,1725.55,0,0,MI2021
2,DKF274,PI583760,87,1698.6,88,1725.55,-1,-26.95,MI2021
1,DKF274,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
2,DKF274,GetFrom2021file,75,1587.5,76,1615,-1,-27.5,NE2020
1,DKF274,PI 583760,72,1505,73,1527,-1,-22,NE2021
2,DKF274,MN20_1542,73,1527,74,1551,-1,-24,NE2021
1,DKFBHJ,PI601439,63,1315.4,65,1364.9,-2,-49.5,MI2020
2,DKFBHJ,PI601439,62,1289.4,62,1289.4,0,0,MI2020
1,DKFBHJ,PI601439,80,1554.8,84,1625.4,-4,-70.6000000000001,MI2021
2,DKFBHJ,PI601439,84,1625.4,87,1698.6,-3,-73.1999999999998,MI2021
1,DKFBHJ,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
2,DKFBHJ,GetFrom2021file,73,1533,75,1587.5,-2,-54.5,NE2020
1,DKFBHJ,PI 601439,67,1378,67,1378,0,0,NE2021
2,DKFBHJ,MN20_1275,67,1378,66,1354.5,1,23.5,NE2021
1,DKHBA1,PI601172,68,1421.3,69,1440.6,-1,-19.3,MI2020
2,DKHBA1,PI601172,67,1403.7,67,1403.7,0,0,MI2020
1,DKHBA1,PI601172,92,1830.15,92,1830.15,0,0,MI2021
2,DKHBA1,PI601172,89,1754.5,91,1807.4,-2,-52.9000000000001,MI2021
1,DKHBA1,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
2,DKHBA1,GetFrom2021file,76,1615,78,1669,-2,-54,NE2020
1,DKHBA1,PI 601172,79,1682.5,79,1682.5,0,0,NE2021
2,DKHBA1,MN20_1663,68,1407,69,1430.5,-1,-23.5,NE2021
1,DKIB014,PI601208,64,1339.05,67,1403.7,-3,-64.6500000000001,MI2020
2,DKIB014,PI601208,66,1385.4,67,1403.7,-1,-18.3,MI2020
1,DKIB014,PI601208,82,1585.25,84,1625.4,-2,-40.1500000000001,MI2021
2,DKIB014,PI601208,80,1554.8,79,1540.4,1,14.3999999999999,MI2021
1,DKIB014,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
2,DKIB014,GetFrom2021file,73,1533,75,1587.5,-2,-54.5,NE2020
1,DKIB014,PI 601208,68,1407,68,1407,0,0,NE2021
2,DKIB014,MN20_1292,68,1407,68,1407,0,0,NE2021
1,DKIB02,PI601457,56,1148.3,61,1263.15,-5,-114.85,MI2020
2,DKIB02,PI601457,56,1148.3,59,1221.7,-3,-73.4000000000001,MI2020
1,DKIB02,PI601457,77,1509.25,80,1554.8,-3,-45.55,MI2021
2,DKIB02,PI601457,75,1458.25,76,1481.75,-1,-23.5,MI2021
1,DKIB02,GetFrom2021file,64,1300.5,66,1350.5,-2,-50,NE2020
2,DKIB02,GetFrom2021file,65,1325.5,67,1373.5,-2,-48,NE2020
1,DKIB02,PI 601457,66,1354.5,66,1354.5,0,0,NE2021
2,DKIB02,MN20_1115,67,1378,66,1354.5,1,23.5,NE2021
1,DKMBNA,PI601209,58,1198.25,63,1315.4,-5,-117.15,MI2020
2,DKMBNA,PI601209,59,1221.7,62,1289.4,-3,-67.7000000000001,MI2020
1,DKMBNA,PI601209,80,1554.8,85,1645.95,-5,-91.1500000000001,MI2021
2,DKMBNA,PI601209,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
1,DKMBNA,GetFrom2021file,68,1399,73,1533,-5,-134,NE2020
2,DKMBNA,GetFrom2021file,67,1373.5,75,1587.5,-8,-214,NE2020
1,DKMBNA,PI 601209,64,1313,69,1430.5,-5,-117.5,NE2021
2,DKMBNA,MN20_1157,66,1354.5,70,1454,-4,-99.5,NE2021
1,DKMBUB,PI548839,67,1403.7,69,1440.6,-2,-36.8999999999999,MI2020
2,DKMBUB,PI548839,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,DKMBUB,PI548839,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
2,DKMBUB,PI548839,84,1625.4,88,1725.55,-4,-100.15,MI2021
1,DKMBUB,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
2,DKMBUB,GetFrom2021file,77,1640.5,79,1699.5,-2,-59,NE2020
1,DKMBUB,PI 548839,73,1527,76,1600.5,-3,-73.5,NE2021
2,DKMBUB,EL19_6242,71,1481,73,1527,-2,-46,NE2021
1,DKMBZA,PI583762,64,1339.05,65,1364.9,-1,-25.8500000000001,MI2020
2,DKMBZA,PI583762,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,DKMBZA,PI583762,84,1625.4,87,1698.6,-3,-73.1999999999998,MI2021
2,DKMBZA,PI583762,84,1625.4,88,1725.55,-4,-100.15,MI2021
1,DKMBZA,GetFrom2021file,75,1587.5,78,1669,-3,-81.5,NE2020
2,DKMBZA,GetFrom2021file,73,1533,76,1615,-3,-82,NE2020
1,DKMBZA,PI 583762,72,1505,71,1481,1,24,NE2021
2,DKMBZA,MN20_1617,77,1629,77,1629,0,0,NE2021
1,DKMFD-13D,PI600956,65,1364.9,70,1462.2,-5,-97.3,MI2020
2,DKMFD-13D,PI600956,67,1403.7,71,1476.5,-4,-72.8,MI2020
