Rep,GenotypeID,PI,Anthesis,AnthesisGDD,Silking,SilkingGDD,ASI_NEW,ASIGDD_NEW,Env
2,PHEG9,PI578030,90,1780.95,91,1807.4,-1,-26.45,MI2021
1,PHEG9,GetFrom2021file,75,1587.5,75,1587.5,0,0,NE2020
2,PHEG9,GetFrom2021file,76,1615,78,1669,-2,-54,NE2020
1,PHEG9,PI 578030,73,1527,73,1527,0,0,NE2021
2,PHEG9,MN20_1571,73,1527,77,1629,-4,-102,NE2021
1,PHEM7,PI578032,50,1001.35,50,1001.35,0,0,MI2020
2,PHEM7,PI578032,52,1051.1,53,1073.8,-1,-22.7,MI2020
1,PHEM7,PI578032,73,1411.55,75,1458.25,-2,-46.7,MI2021
2,PHEM7,PI578032,74,1433.9,77,1509.25,-3,-75.3499999999999,MI2021
1,PHEM7,GetFrom2021file,61,1219.5,62,1247,-1,-27.5,NE2020
2,PHEM7,GetFrom2021file,63,1275,62,1247,1,28,NE2020
1,PHEM7,PI 578032,57,1140,58,1164.5,-1,-24.5,NE2021
2,PHEM7,EL19_6589-12,56,1115.5,61,1239,-5,-123.5,NE2021
1,PHEM9,PI565101,56,1148.3,58,1198.25,-2,-49.95,MI2020
2,PHEM9,PI565101,56,1148.3,57,1172.3,-1,-24,MI2020
1,PHEM9,PI565101,75,1458.25,77,1509.25,-2,-51,MI2021
2,PHEM9,PI565101,77,1509.25,78,1526.3,-1,-17.05,MI2021
1,PHEM9,GetFrom2021file,66,1350.5,66,1350.5,0,0,NE2020
2,PHEM9,GetFrom2021file,66,1350.5,67,1373.5,-1,-23,NE2020
1,PHEM9,PI 565101,63,1288.5,63,1288.5,0,0,NE2021
2,PHEM9,MN20_1132,64,1313,65,1334.5,-1,-21.5,NE2021
1,PHEW7,PI565102,64,1339.05,64,1339.05,0,0,MI2020
2,PHEW7,PI565102,66,1385.4,68,1421.3,-2,-35.8999999999999,MI2020
1,PHEW7,PI565102,77,1509.25,77,1509.25,0,0,MI2021
2,PHEW7,PI565102,81,1569.4,81,1569.4,0,0,MI2021
1,PHEW7,GetFrom2021file,72,1501,72,1501,0,0,NE2020
2,PHEW7,GetFrom2021file,73,1533,73,1533,0,0,NE2020
1,PHEW7,PI 565102,72,1505,71,1481,1,24,NE2021
2,PHEW7,EL19_6157,68,1407,70,1454,-2,-47,NE2021
1,PHFA5,PI565103,52,1051.1,54,1098.8,-2,-47.7000000000001,MI2020
2,PHFA5,PI565103,53,1073.8,55,1125.1,-2,-51.3,MI2020
1,PHFA5,PI565103,74,1433.9,75,1458.25,-1,-24.3499999999999,MI2021
2,PHFA5,PI565103,75,1458.25,76,1481.75,-1,-23.5,MI2021
1,PHFA5,GetFrom2021file,62,1247,63,1275,-1,-28,NE2020
2,PHFA5,GetFrom2021file,63,1275,64,1300.5,-1,-25.5,NE2020
1,PHFA5,PI 565103,59,1191,58,1164.5,1,26.5,NE2021
2,PHFA5,EL18_2194,56,1115.5,58,1164.5,-2,-49,NE2021
1,PHG29,PI601270,62,1289.4,65,1364.9,-3,-75.5,MI2020
2,PHG29,PI601270,61,1263.15,61,1263.15,0,0,MI2020
1,PHG29,PI601270,78,1526.3,81,1569.4,-3,-43.1000000000001,MI2021
2,PHG29,PI601270,77,1509.25,80,1554.8,-3,-45.55,MI2021
1,PHG29,GetFrom2021file,68,1399,72,1501,-4,-102,NE2020
2,PHG29,GetFrom2021file,68,1399,73,1533,-5,-134,NE2020
1,PHG29,PI 601270,65,1334.5,73,1527,-8,-192.5,NE2021
2,PHG29,MN20_1306,65,1334.5,68,1407,-3,-72.5,NE2021
1,PHG35,PI601008,65,1364.9,67,1403.7,-2,-38.8,MI2020
2,PHG35,PI601008,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,PHG35,PI601008,85,1645.95,88,1725.55,-3,-79.5999999999999,MI2021
2,PHG35,PI601008,87,1698.6,88,1725.55,-1,-26.95,MI2021
1,PHG35,GetFrom2021file,70,1448.5,73,1533,-3,-84.5,NE2020
2,PHG35,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
1,PHG35,PI 601008,71,1481,73,1527,-2,-46,NE2021
2,PHG35,MN20_1428,72,1505,73,1527,-1,-22,NE2021
1,PHG39,PI600981,66,1385.4,66,1385.4,0,0,MI2020
2,PHG39,PI600981,67,1403.7,71,1476.5,-4,-72.8,MI2020
1,PHG39,PI600981,86,1670.4,89,1754.5,-3,-84.0999999999999,MI2021
2,PHG39,PI600981,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
1,PHG39,GetFrom2021file,75,1587.5,77,1640.5,-2,-53,NE2020
2,PHG39,GetFrom2021file,77,1640.5,76,1615,1,25.5,NE2020
1,PHG39,PI 600981,72,1505,73,1527,-1,-22,NE2021
2,PHG39,MN20_1632,73,1527,73,1527,0,0,NE2021
1,PHG47,PI601318,62,1289.4,63,1315.4,-1,-26,MI2020
2,PHG47,PI601318,61,1263.15,62,1289.4,-1,-26.25,MI2020
1,PHG47,PI601318,81,1569.4,81,1569.4,0,0,MI2021
2,PHG47,PI601318,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
1,PHG47,GetFrom2021file,69,1427,72,1501,-3,-74,NE2020
2,PHG47,GetFrom2021file,68,1399,71,1472.5,-3,-73.5,NE2020
1,PHG47,PI 601318,67,1378,68,1407,-1,-29,NE2021
2,PHG47,MN20_1305,68,1407,70,1454,-2,-47,NE2021
1,PHG50,PI601006,63,1315.4,64,1339.05,-1,-23.6499999999999,MI2020
2,PHG50,PI601006,62,1289.4,63,1315.4,-1,-26,MI2020
1,PHG50,PI601006,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
2,PHG50,PI601006,79,1540.4,80,1554.8,-1,-14.3999999999999,MI2021
1,PHG50,GetFrom2021file,69,1427,69,1427,0,0,NE2020
2,PHG50,GetFrom2021file,68,1399,71,1472.5,-3,-73.5,NE2020
1,PHG50,PI 601006,67,1378,68,1407,-1,-29,NE2021
2,PHG50,MN20_1198,67,1378,69,1430.5,-2,-52.5,NE2021
1,PHG71,PI601150,60,1241.35,61,1263.15,-1,-21.8000000000002,MI2020
2,PHG71,PI601150,62,1289.4,64,1339.05,-2,-49.6499999999999,MI2020
1,PHG71,PI601150,81,1569.4,83,1605.15,-2,-35.75,MI2021
2,PHG71,PI601150,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
1,PHG71,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
2,PHG71,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
1,PHG71,PI 601150,67,1378,68,1407,-1,-29,NE2021
2,PHG71,MN20_1269,68,1407,70,1454,-2,-47,NE2021
1,PHG72,PI601319,71,1359.6,74,1433.9,-3,-74.3000000000002,MI2021
2,PHG72,PI601319,75,1458.25,76,1481.75,-1,-23.5,MI2021
1,PHG72,PI 601319,64,1313,66,1354.5,-2,-41.5,NE2021
2,PHG72,EL20_1732-1,64,1313,66,1354.5,-2,-41.5,NE2021
1,PHG80,PI601037,60,1241.35,68,1421.3,-8,-179.95,MI2020
2,PHG80,PI601037,62,1289.4,63,1315.4,-1,-26,MI2020
1,PHG80,PI601037,72,1386.65,76,1481.75,-4,-95.0999999999999,MI2021
2,PHG80,PI601037,74,1433.9,76,1481.75,-2,-47.8499999999999,MI2021
1,PHG80,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
2,PHG80,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
1,PHG80,PI 601037,68,1407,68,1407,0,0,NE2021
2,PHG80,MN20_1348,68,1407,70,1454,-2,-47,NE2021
1,PHG83,PI601229,63,1315.4,64,1339.05,-1,-23.6499999999999,MI2020
2,PHG83,PI601229,63,1315.4,66,1385.4,-3,-70,MI2020
1,PHG83,PI601229,84,1625.4,87,1698.6,-3,-73.1999999999998,MI2021
2,PHG83,PI601229,83,1605.15,83,1605.15,0,0,MI2021
1,PHG83,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,PHG83,GetFrom2021file,71,1472.5,75,1587.5,-4,-115,NE2020
1,PHG83,PI 601229,71,1481,71,1481,0,0,NE2021
2,PHG83,EL19_6145,68,1407,70,1454,-2,-47,NE2021
1,PHG84,PI601320,72,1488.75,77,1590.15,-5,-101.4,MI2020
2,PHG84,PI601320,77,1590.15,82,1700.2,-5,-110.05,MI2020
1,PHG84,PI601320,90,1780.95,92,1830.15,-2,-49.2,MI2021
2,PHG84,PI601320,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
1,PHG84,GetFrom2021file,77,1640.5,81,1760,-4,-119.5,NE2020
2,PHG84,GetFrom2021file,80,1730.5,85,1857.5,-5,-127,NE2020
1,PHG84,PI 601320,79,1682.5,82,1762.5,-3,-80,NE2021
2,PHG84,EL19_6184,79,1682.5,83,1792.5,-4,-110,NE2021
1,PHG86,PI601442,66,1385.4,67,1403.7,-1,-18.3,MI2020
2,PHG86,PI601442,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,PHG86,PI601442,87,1698.6,87,1698.6,0,0,MI2021
2,PHG86,PI601442,82,1585.25,85,1645.95,-3,-60.7000000000001,MI2021
1,PHG86,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
2,PHG86,GetFrom2021file,75,1587.5,78,1669,-3,-81.5,NE2020
1,PHG86,PI 601442,72,1505,73,1527,-1,-22,NE2021
2,PHG86,MN20_1426,73,1527,73,1527,0,0,NE2021
1,PHGG7,PI559938,56,1148.3,56,1148.3,0,0,MI2020
2,PHGG7,PI559938,56,1148.3,56,1148.3,0,0,MI2020
1,PHGG7,PI559938,83,1605.15,88,1725.55,-5,-120.4,MI2021
2,PHGG7,PI559938,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
1,PHGG7,GetFrom2021file,64,1300.5,65,1325.5,-1,-25,NE2020
2,PHGG7,GetFrom2021file,64,1300.5,65,1325.5,-1,-25,NE2020
1,PHGG7,PI 559938,63,1288.5,63,1288.5,0,0,NE2021
2,PHGG7,EL19_6152,59,1191,61,1239,-2,-48,NE2021
1,PHGV6,PI559939,77,1590.15,81,1675.1,-4,-84.9499999999998,MI2020
2,PHGV6,PI559939,78,1612.9,78,1612.9,0,0,MI2020
1,PHGV6,PI559939,90,1780.95,96,1899.5,-6,-118.55,MI2021
2,PHGV6,PI559939,98,1947.1,101,2020,-3,-72.9000000000001,MI2021
1,PHGV6,GetFrom2021file,81,1760,81,1760,0,0,NE2020
2,PHGV6,GetFrom2021file,83,1808,85,1857.5,-2,-49.5,NE2020
1,PHGW7,PI559940,67,1282.8,73,1411.55,-6,-128.75,MI2021
2,PHGW7,PI559940,72,1386.65,73,1411.55,-1,-24.8999999999999,MI2021
1,PHGW7,PI 559940,62,1261,63,1288.5,-1,-27.5,NE2021
2,PHGW7,EL20_1725-1,61,1239,62,1261,-1,-22,NE2021
1,PHH93,PI601567,60,1241.35,62,1289.4,-2,-48.0500000000002,MI2020
2,PHH93,PI601567,60,1241.35,62,1289.4,-2,-48.0500000000002,MI2020
1,PHH93,PI601567,73,1411.55,75,1458.25,-2,-46.7,MI2021
2,PHH93,PI601567,75,1458.25,75,1458.25,0,0,MI2021
1,PHH93,GetFrom2021file,66,1350.5,71,1472.5,-5,-122,NE2020
2,PHH93,GetFrom2021file,68,1399,71,1472.5,-3,-73.5,NE2020
1,PHH93,PI 601567,63,1288.5,65,1334.5,-2,-46,NE2021
2,PHH93,MN20_1168,66,1354.5,67,1378,-1,-23.5,NE2021
1,PHHB4,PI578033,65,1364.9,67,1403.7,-2,-38.8,MI2020
2,PHHB4,PI578033,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,PHHB4,PI578033,84,1625.4,87,1698.6,-3,-73.1999999999998,MI2021
2,PHHB4,PI578033,83,1605.15,88,1725.55,-5,-120.4,MI2021
1,PHHB4,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
2,PHHB4,GetFrom2021file,76,1615,75,1587.5,1,27.5,NE2020
1,PHHB4,PI 578033,73,1527,73,1527,0,0,NE2021
2,PHHB4,MN20_1507,70,1454,74,1551,-4,-97,NE2021
1,PHHB9,PI565104,65,1364.9,64,1339.05,1,25.8500000000001,MI2020
2,PHHB9,PI565104,66,1385.4,67,1403.7,-1,-18.3,MI2020
1,PHHB9,PI565104,86,1670.4,88,1725.55,-2,-55.1499999999999,MI2021
2,PHHB9,PI565104,85,1645.95,88,1725.55,-3,-79.5999999999999,MI2021
1,PHHB9,GetFrom2021file,77,1640.5,76,1615,1,25.5,NE2020
2,PHHB9,GetFrom2021file,75,1587.5,75,1587.5,0,0,NE2020
1,PHHB9,PI 565104,73,1527,73,1527,0,0,NE2021
2,PHHB9,MN20_1433,68,1407,70,1454,-2,-47,NE2021
1,PHHH9,PI565105,67,1403.7,69,1440.6,-2,-36.8999999999999,MI2020
2,PHHH9,PI565105,68,1421.3,69,1440.6,-1,-19.3,MI2020
1,PHHH9,PI565105,89,1754.5,89,1754.5,0,0,MI2021
2,PHHH9,PI565105,81,1569.4,82,1585.25,-1,-15.8499999999999,MI2021
1,PHHH9,GetFrom2021file,76,1615,79,1699.5,-3,-84.5,NE2020
2,PHHH9,GetFrom2021file,77,1640.5,79,1699.5,-2,-59,NE2020
1,PHHH9,PI 565105,75,1574.5,75,1574.5,0,0,NE2021
2,PHHH9,MN20_1635,74,1551,77,1629,-3,-78,NE2021
1,PHJ31,PI601773,77,1590.15,81,1675.1,-4,-84.9499999999998,MI2020
2,PHJ31,PI601773,77,1590.15,85,1757.95,-8,-167.8,MI2020
1,PHJ31,PI601773,91,1807.4,94,1862.45,-3,-55.05,MI2021
2,PHJ31,PI601773,92,1830.15,96,1899.5,-4,-69.3499999999999,MI2021
1,PHJ31,GetFrom2021file,83,1808,86,1879,-3,-71,NE2020
2,PHJ31,GetFrom2021file,81,1760,89,1935.5,-8,-175.5,NE2020
1,PHJ31,PI 601773,NA,NA,NA,NA,NA,NA,NE2021
2,PHJ31,EL19_6335,79,1682.5,83,1792.5,-4,-110,NE2021
1,PHJ33,PI601774,63,1315.4,67,1403.7,-4,-88.3,MI2020
2,PHJ33,PI601774,63,1315.4,67,1403.7,-4,-88.3,MI2020
1,PHJ33,PI601774,81,1569.4,85,1645.95,-4,-76.55,MI2021
2,PHJ33,PI601774,78,1526.3,83,1605.15,-5,-78.8500000000001,MI2021
1,PHJ33,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,PHJ33,GetFrom2021file,71,1472.5,72,1501,-1,-28.5,NE2020
1,PHJ33,PI 601774,68,1407,73,1527,-5,-120,NE2021
2,PHJ33,MN20_1330,66,1354.5,70,1454,-4,-99.5,NE2021
1,PHJ40,PI601321,54,1098.8,55,1125.1,-1,-26.3,MI2020
2,PHJ40,PI601321,55,1125.1,56,1148.3,-1,-23.2,MI2020
1,PHJ40,PI601321,71,1359.6,73,1411.55,-2,-51.9500000000001,MI2021
2,PHJ40,PI601321,73,1411.55,74,1433.9,-1,-22.3500000000001,MI2021
1,PHJ40,GetFrom2021file,63,1275,63,1275,0,0,NE2020
2,PHJ40,GetFrom2021file,65,1325.5,64,1300.5,1,25,NE2020
1,PHJ40,PI 601321,58,1164.5,59,1191,-1,-26.5,NE2021
2,PHJ40,MN20_1054,60,1217.5,60,1217.5,0,0,NE2021
1,PHJ65,PI543840,71,1476.5,73,1502.8,-2,-26.3,MI2020
2,PHJ65,PI543840,74,1519,75,1536.1,-1,-17.0999999999999,MI2020
1,PHJ65,PI543840,91,1807.4,92,1830.15,-1,-22.75,MI2021
2,PHJ65,PI543840,90,1780.95,92,1830.15,-2,-49.2,MI2021
1,PHJ65,GetFrom2021file,81,1760,87,1900,-6,-140,NE2020
2,PHJ65,GetFrom2021file,80,1730.5,85,1857.5,-5,-127,NE2020
1,PHJ65,PI 543840,76,1600.5,80,1705.5,-4,-105,NE2021
2,PHJ65,EL19_6318,77,1629,83,1792.5,-6,-163.5,NE2021
1,PHJ70,PI601775,65,1364.9,67,1403.7,-2,-38.8,MI2020
2,PHJ70,PI601775,69,1440.6,69,1440.6,0,0,MI2020
1,PHJ70,PI601775,87,1698.6,88,1725.55,-1,-26.95,MI2021
2,PHJ70,PI601775,81,1569.4,84,1625.4,-3,-56,MI2021
1,PHJ70,GetFrom2021file,77,1640.5,77,1640.5,0,0,NE2020
2,PHJ70,GetFrom2021file,75,1587.5,74,1562.5,1,25,NE2020
1,PHJ70,PI 601775,72,1505,72,1505,0,0,NE2021
2,PHJ70,EL19_6694-1,70,1454,72,1505,-2,-51,NE2021
1,PHJ75,PI601776,55,1125.1,56,1148.3,-1,-23.2,MI2020
2,PHJ75,PI601776,54,1098.8,56,1148.3,-2,-49.5,MI2020
1,PHJ75,PI601776,78,1526.3,81,1569.4,-3,-43.1000000000001,MI2021
2,PHJ75,PI601776,76,1481.75,83,1605.15,-7,-123.4,MI2021
1,PHJ75,GetFrom2021file,63,1275,65,1325.5,-2,-50.5,NE2020
2,PHJ75,GetFrom2021file,64,1300.5,65,1325.5,-1,-25,NE2020
1,PHJ75,PI 601776,61,1239,63,1288.5,-2,-49.5,NE2021
2,PHJ75,EL19_6232,61,1239,65,1334.5,-4,-95.5,NE2021
1,PHJ89,PI548798,59,1221.7,60,1241.35,-1,-19.6499999999999,MI2020
2,PHJ89,PI548798,62,1289.4,64,1339.05,-2,-49.6499999999999,MI2020
1,PHJ89,PI548798,77,1509.25,79,1540.4,-2,-31.1500000000001,MI2021
2,PHJ89,PI548798,77,1509.25,78,1526.3,-1,-17.05,MI2021
1,PHJ89,GetFrom2021file,68,1399,68,1399,0,0,NE2020
2,PHJ89,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
1,PHJ89,PI 548798,64,1313,66,1354.5,-2,-41.5,NE2021
2,PHJ89,MN20_1359,65,1334.5,68,1407,-3,-72.5,NE2021
1,PHJ90,PI548799,58,1198.25,61,1263.15,-3,-64.9000000000001,MI2020
2,PHJ90,PI548799,61,1263.15,62,1289.4,-1,-26.25,MI2020
1,PHJ90,PI548799,77,1509.25,81,1569.4,-4,-60.1500000000001,MI2021
2,PHJ90,PI548799,78,1526.3,82,1585.25,-4,-58.9500000000001,MI2021
1,PHJ90,GetFrom2021file,68,1399,71,1472.5,-3,-73.5,NE2020
2,PHJ90,GetFrom2021file,67,1373.5,72,1501,-5,-127.5,NE2020
1,PHJ90,PI 548799,66,1354.5,69,1430.5,-3,-76,NE2021
2,PHJ90,MN20_1237,64,1313,67,1378,-3,-65,NE2021
1,PHJR5,PI565106,62,1289.4,62,1289.4,0,0,MI2020
2,PHJR5,PI565106,62,1289.4,63,1315.4,-1,-26,MI2020
1,PHJR5,PI565106,77,1509.25,78,1526.3,-1,-17.05,MI2021
2,PHJR5,PI565106,78,1526.3,78,1526.3,0,0,MI2021
1,PHJR5,GetFrom2021file,71,1472.5,72,1501,-1,-28.5,NE2020
2,PHJR5,GetFrom2021file,71,1472.5,72,1501,-1,-28.5,NE2020
1,PHJR5,PI 565106,67,1378,68,1407,-1,-29,NE2021
2,PHJR5,MN20_1296,68,1407,68,1407,0,0,NE2021
1,PHK05,PI601467,50,1001.35,53,1073.8,-3,-72.4499999999999,MI2020
2,PHK05,PI601467,49,981.15,51,1027.65,-2,-46.5000000000001,MI2020
1,PHK05,PI601467,93,1846.25,97,1923.15,-4,-76.9000000000001,MI2021
2,PHK05,PI601467,68,1306.95,72,1386.65,-4,-79.7,MI2021
1,PHK05,GetFrom2021file,58,1138,59,1165,-1,-27,NE2020
2,PHK05,GetFrom2021file,59,1165,60,1192.5,-1,-27.5,NE2020
1,PHK05,PI 601467,55,1092,57,1140,-2,-48,NE2021
2,PHK05,MN20_1007,55,1092,58,1164.5,-3,-72.5,NE2021
1,PHK29,PI601468,64,1339.05,65,1364.9,-1,-25.8500000000001,MI2020
2,PHK29,PI601468,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,PHK29,PI601468,87,1698.6,97,1923.15,-10,-224.55,MI2021
2,PHK29,PI601468,84,1625.4,88,1725.55,-4,-100.15,MI2021
1,PHK29,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
2,PHK29,GetFrom2021file,76,1615,76,1615,0,0,NE2020
1,PHK29,PI 601468,71,1481,72,1505,-1,-24,NE2021
2,PHK29,MN20_1469,71,1481,73,1527,-2,-46,NE2021
1,PHK35,PI601777,65,1364.9,67,1403.7,-2,-38.8,MI2020
2,PHK35,PI601777,65,1364.9,71,1476.5,-6,-111.6,MI2020
1,PHK35,PI601777,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
2,PHK35,PI601777,81,1569.4,88,1725.55,-7,-156.15,MI2021
1,PHK35,GetFrom2021file,72,1501,77,1640.5,-5,-139.5,NE2020
2,PHK35,GetFrom2021file,75,1587.5,78,1669,-3,-81.5,NE2020
1,PHK35,PI 601777,72,1505,73,1527,-1,-22,NE2021
2,PHK35,MN20_1399,68,1407,71,1481,-3,-74,NE2021
1,PHK42,PI601495,58,1198.25,64,1339.05,-6,-140.8,MI2020
2,PHK42,PI601495,58,1198.25,62,1289.4,-4,-91.1500000000001,MI2020
1,PHK42,PI601495,75,1458.25,81,1569.4,-6,-111.15,MI2021
2,PHK42,PI601495,77,1509.25,83,1605.15,-6,-95.9000000000001,MI2021
1,PHK42,GetFrom2021file,69,1427,72,1501,-3,-74,NE2020
2,PHK42,GetFrom2021file,68,1399,73,1533,-5,-134,NE2020
1,PHK42,PI 601495,66,1354.5,69,1430.5,-3,-76,NE2021
2,PHK42,MN20_1133,63,1288.5,66,1354.5,-3,-66,NE2021
1,PHK46,PI543841,70,1462.2,76,1562.6,-6,-100.4,MI2020
2,PHK46,PI543841,70,1462.2,74,1519,-4,-56.8,MI2020
1,PHK46,PI543841,88,1725.55,88,1725.55,0,0,MI2021
2,PHK46,PI543841,86,1670.4,88,1725.55,-2,-55.1499999999999,MI2021
1,PHK46,GetFrom2021file,77,1640.5,83,1808,-6,-167.5,NE2020
2,PHK46,GetFrom2021file,76,1615,83,1808,-7,-193,NE2020
1,PHK46,PI 543841,73,1527,77,1629,-4,-102,NE2021
2,PHK46,MN20_1657,77,1629,82,1762.5,-5,-133.5,NE2021
1,PHK56,PI543842,62,1289.4,66,1385.4,-4,-96,MI2020
2,PHK56,PI543842,63,1315.4,66,1385.4,-3,-70,MI2020
1,PHK56,PI543842,75,1458.25,81,1569.4,-6,-111.15,MI2021
2,PHK56,PI543842,84,1625.4,89,1754.5,-5,-129.1,MI2021
1,PHK56,GetFrom2021file,72,1501,73,1533,-1,-32,NE2020
2,PHK56,GetFrom2021file,71,1472.5,78,1669,-7,-196.5,NE2020
1,PHK56,PI 543842,72,1505,73,1527,-1,-22,NE2021
2,PHK56,MN20_1325,68,1407,73,1527,-5,-120,NE2021
1,PHK74,PI559942,57,1172.3,58,1198.25,-1,-25.95,MI2020
2,PHK74,PI559942,58,1198.25,59,1221.7,-1,-23.45,MI2020
1,PHK74,PI559942,70,1339.35,70,1339.35,0,0,MI2021
2,PHK74,PI559942,70,1339.35,71,1359.6,-1,-20.25,MI2021
1,PHK74,GetFrom2021file,64,1300.5,65,1325.5,-1,-25,NE2020
2,PHK74,GetFrom2021file,65,1325.5,66,1350.5,-1,-25,NE2020
1,PHK74,PI 559942,62,1261,62,1261,0,0,NE2021
2,PHK74,MN20_1151,60,1217.5,63,1288.5,-3,-71,NE2021
1,PHK76,PI601496,58,1198.25,59,1221.7,-1,-23.45,MI2020
2,PHK76,PI601496,60,1241.35,60,1241.35,0,0,MI2020
1,PHK76,PI601496,78,1526.3,78,1526.3,0,0,MI2021
2,PHK76,PI601496,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
1,PHK76,GetFrom2021file,69,1427,69,1427,0,0,NE2020
2,PHK76,GetFrom2021file,71,1472.5,72,1501,-1,-28.5,NE2020
1,PHK76,PI 601496,68,1407,68,1407,0,0,NE2021
2,PHK76,MN20_1173,68,1407,72,1505,-4,-98,NE2021
1,PHK93,PI548800,70,1462.2,71,1476.5,-1,-14.3,MI2020
2,PHK93,PI548800,70,1462.2,75,1536.1,-5,-73.8999999999999,MI2020
1,PHK93,PI548800,90,1780.95,97,1923.15,-7,-142.2,MI2021
2,PHK93,PI548800,89,1754.5,92,1830.15,-3,-75.6500000000001,MI2021
1,PHK93,GetFrom2021file,81,1760,85,1857.5,-4,-97.5,NE2020
2,PHK93,GetFrom2021file,80,1730.5,83,1808,-3,-77.5,NE2020
1,PHK93,PI 548800,75,1574.5,80,1705.5,-5,-131,NE2021
2,PHK93,MN20_1720,75,1574.5,83,1792.5,-8,-218,NE2021
1,PHKE6,PI565107,62,1289.4,65,1364.9,-3,-75.5,MI2020
2,PHKE6,PI565107,63,1315.4,64,1339.05,-1,-23.6499999999999,MI2020
1,PHKE6,PI565107,73,1411.55,75,1458.25,-2,-46.7,MI2021
2,PHKE6,PI565107,71,1359.6,80,1554.8,-9,-195.2,MI2021
1,PHKE6,GetFrom2021file,67,1373.5,68,1399,-1,-25.5,NE2020
2,PHKE6,GetFrom2021file,67,1373.5,69,1427,-2,-53.5,NE2020
1,PHKE6,PI 565107,65,1334.5,66,1354.5,-1,-20,NE2021
2,PHKE6,MN20_1174,65,1334.5,67,1378,-2,-43.5,NE2021
1,PHKM5,PI578037,56,1148.3,56,1148.3,0,0,MI2020
2,PHKM5,PI578037,56,1148.3,57,1172.3,-1,-24,MI2020
1,PHKM5,PI578037,72,1386.65,73,1411.55,-1,-24.8999999999999,MI2021
2,PHKM5,PI578037,75,1458.25,76,1481.75,-1,-23.5,MI2021
1,PHKM5,GetFrom2021file,63,1275,63,1275,0,0,NE2020
2,PHKM5,GetFrom2021file,62,1247,63,1275,-1,-28,NE2020
1,PHKM5,PI 578037,57,1140,58,1164.5,-1,-24.5,NE2021
2,PHKM5,MN20_1031,59,1191,59,1191,0,0,NE2021
1,PHM10,PI601778,63,1315.4,65,1364.9,-2,-49.5,MI2020
2,PHM10,PI601778,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,PHM10,PI601778,83,1605.15,83,1605.15,0,0,MI2021
2,PHM10,PI601778,83,1605.15,86,1670.4,-3,-65.25,MI2021
1,PHM10,GetFrom2021file,72,1501,77,1640.5,-5,-139.5,NE2020
2,PHM10,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
1,PHM10,PI 601778,70,1454,73,1527,-3,-73,NE2021
2,PHM10,MN20_1298,68,1407,71,1481,-3,-74,NE2021
1,PHM57,PI601779,75,1536.1,77,1590.15,-2,-54.0500000000002,MI2020
2,PHM57,PI601779,77,1590.15,79,1632.3,-2,-42.1499999999999,MI2020
1,PHM57,PI601779,93,1846.25,95,1879.25,-2,-33,MI2021
2,PHM57,PI601779,89,1754.5,89,1754.5,0,0,MI2021
1,PHM57,GetFrom2021file,79,1699.5,79,1699.5,0,0,NE2020
2,PHM57,GetFrom2021file,81,1760,82,1785,-1,-25,NE2020
1,PHM57,PI 601779,79,1682.5,80,1705.5,-1,-23,NE2021
2,PHM57,PR19_7948,79,1682.5,80,1705.5,-1,-23,NE2021
1,PHM81,PI548801,52,1051.1,50,1001.35,2,49.7499999999999,MI2020
2,PHM81,PI548801,51,1027.65,53,1073.8,-2,-46.1499999999999,MI2020
1,PHM81,PI548801,69,1322.95,74,1433.9,-5,-110.95,MI2021
2,PHM81,PI548801,75,1458.25,78,1526.3,-3,-68.05,MI2021
1,PHM81,GetFrom2021file,61,1219.5,60,1192.5,1,27,NE2020
2,PHM81,GetFrom2021file,61,1219.5,61,1219.5,0,0,NE2020
1,PHM81,PI 548801,64,1313,65,1334.5,-1,-21.5,NE2021
2,PHM81,MN20_1036,60,1217.5,63,1288.5,-3,-71,NE2021
