GenotypeID,StandCount_mean,EarHeightP1_mean,EarHeightP2_mean,EarLeafP1_mean,EarLeafP2_mean,FlagLeafP1_mean,FlagLeafP2_mean,Ear.percent.to.Flag.P1_mean,Ear.percent.to.Flag.P2_mean,LargestLeafLengthP1_mean,LargestLeafNumberP1_mean,LargestLeafWidthP1_mean,Number.of.leaves.largest.to.ear_mean,TasselHeightP1_mean,TasselHeightP2_mean,FlagHeightP1_mean,FlagHeightP2_mean,TasselLengthP1_mean,TasselLengthP2_mean,Weight.of.Dried.Leaf.Disks..mg._mean,Number.of.disks_mean,Specific.Leaf.Weight..mg.disc._mean,Number.of.ears_mean,Total.Weight.of.kernels..g._mean,Anthesisday_mean,DaysToPollen_mean,DaysToSilk_mean,RootLodgingPct_mean,StalkLodgingPct_mean,PoorGerm_mean,PotentialPollenContamination_mean,EarsPerPlant_mean,CobWeightGrams_mean,HundredKernelMassGrams_mean,EarLengthCM_mean,EarWidthCM_mean,EarFilledLengthCM_mean,KernelRowNumber_mean,KernelsPerRow_mean,PercentFill_mean,LeafLengthCM_mean,LeafWidthCM_mean,PlantHeightCM_mean,ExtantLeafNumber1_mean,NodesWithBraceRoots_mean,TillersPerPlant_mean,ExtantLeafNumber2_mean,BranchesPerTassel_mean,TasselLengthCM_mean,BranchZoneLengthCM_mean,TasselSpikeLengthCM_mean,TotalGrainMassGrams_mean
11430,40.3980279381698,83.7463819493472,79.2553927274658,13.1071060486369,12.6240540265124,18.294449997105,17.7926715485691,0.706692001040508,0.705140204030748,76.9726272946217,11.4825079603862,8.12509865698589,-1.49221276538381,211.55160586053,211.362996630914,171.938951608365,169.66956466567,39.165753152936,41.0134338770052,56.8697961698994,5.94989119864238,9.59027835049789,3.94937962684797,315.420157331975,60.7810454807872,70.1891283236816,71.9441162912988,17.9966002544269,7.72622957729259,1.82982830276845e-11,0.07039193182373,1.00694457053,12.4213533752588,25.4936980214915,13.2044428826112,3.66823329927865,12.1900716870818,13.613790742495,23.5459535576327,92.7512088924822,76.8294448300482,8.3741301870565,169.944510147369,12.0487382041786,1.41032913022818,0.0295340051439844,14.0446253719411,7.23391529168638,32.974004185439,8.74495166462783,24.537460585395,532.861759716776
1538,40.3141425929828,80.1448495617465,81.4312474730228,12.7324593531077,12.7557233790348,18.524294861787,18.5915135365698,0.699821464455323,0.69332117210961,76.6381533946242,12.4455820227263,7.6738792363703,-0.546531922172246,212.668529000338,210.877817534163,174.946119075599,174.743771979813,37.2656471900925,36.3560564439153,57.4636289016629,5.98849122311853,9.65408069721501,3.99707968912746,254.703593102916,59.7180271470648,67.3529306844231,68.6295720591147,20.8845149132293,21.0962359382157,-2.01116900910847e-12,0.0702300633980151,1.01862021622633,11.6175699803753,23.5234341960514,12.745560849401,3.81992984924273,12.0021766253254,13.8986727314663,23.8739403588732,93.3220287105319,73.8137552881975,7.21603997809934,173.83725049748,12.186743463467,1.28962740469163,0.0530963500204626,14.5075683786318,8.33044324609547,32.3587933261492,8.78913191148099,23.46924551103,498.44577406469
2369,40.8282771575842,83.7466520868376,88.1263395203236,13.0395539172153,13.6793213661837,18.5521803790974,19.0863327412076,0.699824263029059,0.710758168532404,73.9835179434378,12.3370873763588,7.98134683667009,-0.671777400303524,202.682560314536,200.828119767799,165.783584851013,165.734160868738,36.5502138131357,35.6809949419535,57.6416128111974,6.03712071984243,9.62774170376266,4.00330347988208,277.992225271852,61.5026490920648,71.4895230086588,73.6334220675865,8.29159375952808,3.54493190930301,1.41160902411563e-11,0.0701971182119492,1.04721818409208,14.759108665514,23.7362562283696,14.574037512183,3.90617967987261,13.0282419821828,14.1607691056511,25.7806301930958,89.6922386307273,73.8116328578012,8.11775885709215,174.666675267639,12.6637769222345,1.22773810557058,0.00747995005225077,13.9039729362793,6.26395500963869,30.2051636661591,7.16001124055573,22.5234784524346,633.355466807529
29MIBZ2,40.4032674475015,86.5777629338542,78.0401018290333,13.0171618425057,12.5305982837023,18.4124388084441,17.96365807543,0.699291404341888,0.69912163285099,77.898406486951,11.8264485482619,7.99000476723628,-1.13667724916304,207.488900600956,204.678307732226,170.051302836123,164.822040524604,37.3168097856941,39.0945958142895,57.607447182405,5.71606019381682,9.80449838103999,3.95061072296947,285.190596161774,59.7599026428177,68.9572801951631,70.8596986081539,11.2681412780882,3.51889001634659,-1.9783404081597e-11,0.0700233739205861,0.994368851668868,15.0505982186793,23.9312834420795,13.8405234530595,3.85509132726663,12.7463496678533,14.6615659946211,26.043060687759,92.0951781468008,78.0476995663397,8.29629280969467,174.058842021061,11.9695792248865,1.58120648531498,0.014921192512826,14.0965813377281,6.93322494740348,29.9971937341402,8.25202047923187,21.6469292793212,634.742112504421
2FACC,40.4819875430875,82.8921290149703,88.8081979372066,13.1841458597313,13.4830982377883,18.9861668397439,18.965297019753,0.701680474441042,0.70886986081389,74.5777234733029,11.7323617225168,8.06657408403129,-1.27192297203558,194.381865825794,196.784055952284,160.553139946049,162.600542264888,34.0262414581814,34.8723547943186,58.1346050667824,5.95842036536726,9.77694147556724,3.81061040429203,271.95192809332,61.6373712435574,69.9484893399096,71.7038092255052,24.9558456445949,1.98036296218343,-5.36973243647765e-13,0.0702698870915779,1.01088406545519,14.0045576911269,25.8803520820959,13.3963650067804,3.83168421461719,12.1332972592125,14.1646483487368,23.1065625639297,91.3715949029304,75.2032139987415,8.20475502062427,169.294374313413,12.6226459935263,1.29839857140093,0.0172501514920559,13.8485683664354,9.36078305744953,30.2781801866022,9.66246441357083,20.1803334446976,570.533635358358
2FADB,40.8179068001006,76.7036115508504,78.8082882962657,12.7444451672573,12.8666627230349,19.041803218965,18.9646076722045,0.681457011363409,0.681229379227666,76.3235664758864,12.4128664965241,7.76837179352729,-0.485772869564992,197.432220903152,200.739077839173,161.869007798275,163.586179345215,35.711755440679,37.4031143917218,56.7904767387621,5.95972240784038,9.56780594079214,3.96331563915117,278.041546211712,62.5997419295051,71.4650892571053,73.8923421795999,46.4834451022633,1.88517959670479,1.58137045125351e-12,0.0700119217015809,1.0250869355076,13.6939766801298,26.2975078218349,12.4300534202203,4.10485247702114,11.5191609747624,14.9433975594634,23.6388678021564,92.6007132388816,78.1795430062747,8.26753934931549,176.140487047865,12.6515760961526,1.50602245256646,0.0152933998276495,14.2711623559985,6.16179995252848,30.004485845612,7.36164869276955,22.1327574941604,629.456058345865
2MA22,40.868957804858,75.4679896746062,75.1709864118844,12.4541039701881,12.4679143611015,18.632675320454,18.4591411616004,0.681713911893832,0.681112896998623,77.9693189372745,12.2992367590785,7.80399679051081,-0.371546084414178,199.645827586876,201.350739989437,162.465586783671,162.967729202949,37.037330307977,38.0982863696577,57.1125512434634,5.99868636434563,9.59298841627114,3.98187391381024,281.685536424509,62.4340743230056,71.4780735167784,75.7191981828915,43.2282043411568,4.95913397035486,-1.61109701968254e-11,0.070013420489332,1.02342271130198,13.2906892167429,26.1373709503724,12.4976123617095,4.06199375331779,11.3793584107758,14.8416014772249,23.420696086881,91.3475199552485,80.1480407248257,8.1042149437691,177.296549854196,12.3984351005351,1.4862427877275,0.0149140115590792,14.1599805469878,5.85188101823215,30.2077442562938,7.53850443912842,22.3302500798319,614.699732708159
2MCDB,39.957360233233,78.6590373667405,75.8618254397816,12.2639862225036,12.3744046350553,19.2010688325754,18.7523337585067,0.663989332832738,0.675781470465955,78.8155445965446,11.6621215751567,8.34130098839735,-0.823296414983148,225.632095805399,215.971775566953,188.277392503038,177.594959348142,37.1099934762646,38.6176965259065,57.6716103758262,6.02135995518515,9.64368817721611,3.5861769320859,250.923191588127,62.4238079493658,70.4589636518716,71.8572826743689,22.3088422595165,28.1552763941935,-4.90500001726346e-12,0.0703690077633213,1.01162528279805,13.282078859544,24.0731530844183,13.8447097789754,3.69484696444628,12.0974836533075,13.275544781733,24.4661860322547,88.1141638045319,77.6360931130604,8.32933028774064,184.421073834971,11.6733143832603,1.25343571383215,0.0184914802036308,14.3992817687027,10.8235183266876,32.4904660088619,9.00372039678923,23.4361745534531,529.15725404258
33-16,40.0296161655623,89.6359880707644,77.375633089835,13.163569904997,12.7688659510402,20.0329553377136,19.3402739982519,0.665690046241707,0.67999885063116,78.3161094702758,11.8698352043487,8.41079793221611,-1.25084007319569,222.730529243895,204.378170963772,184.305699889964,166.314258391824,37.9289217424039,37.853276540032,57.2745605684701,6.00875670202538,9.59817504790477,2.95606892997345,208.109751444984,67.1359203978775,74.5307549012326,77.9292650522979,18.8310398225509,12.6526071391098,-4.0500484910222e-12,0.0703424621190106,0.982435164047931,12.5064336517834,24.6843284428959,13.2595823393321,3.60953517922893,11.5650074639207,12.7256306776804,23.4904222871149,87.9349178644679,77.1413768335552,8.3781206342626,185.366394790168,12.7454402814867,1.26393854371032,0.019042294984025,14.0430868710056,13.479890669782,32.6720801033448,9.51329473613425,23.4319441371732,465.642971988427
38-11,40.2049131369341,111.899191227259,110.355355346901,14.9558718476314,15.0861397548011,20.561034076404,20.332238615286,0.724323963606022,0.731429349601241,85.3336004071167,13.0494168052845,7.56955773004385,-1.82125884170308,218.135572201157,202.231665688164,179.751741189417,169.497601231297,37.6070975950014,33.6924635274924,57.5765418254876,6.02124069510362,9.64375079678289,3.81433488305565,206.7410693476,69.1180416303088,80.1559100241293,84.1856684262493,51.715980735083,19.0972096834971,1.77190900840785e-12,0.0701656324473468,1.02292451088697,14.042871319437,24.2622228420298,12.9434747295388,3.50083925427275,9.81818185300263,11.9993212825769,18.3113600772296,79.0571799287987,86.7182437700007,7.72286643013797,204.102877643962,14.6228643731172,1.49218660815457,0.034133799891963,15.2041659774949,13.8567756168833,33.7307491751462,11.694525370709,22.983806118481,425.433579733233
