GenotypeID,StandCount_mean,EarHeightP1_mean,EarHeightP2_mean,EarLeafP1_mean,EarLeafP2_mean,FlagLeafP1_mean,FlagLeafP2_mean,Ear.percent.to.Flag.P1_mean,Ear.percent.to.Flag.P2_mean,LargestLeafLengthP1_mean,LargestLeafNumberP1_mean,LargestLeafWidthP1_mean,Number.of.leaves.largest.to.ear_mean,TasselHeightP1_mean,TasselHeightP2_mean,FlagHeightP1_mean,FlagHeightP2_mean,TasselLengthP1_mean,TasselLengthP2_mean,Weight.of.Dried.Leaf.Disks..mg._mean,Number.of.disks_mean,Specific.Leaf.Weight..mg.disc._mean,Number.of.ears_mean,Total.Weight.of.kernels..g._mean,Anthesisday_mean,DaysToPollen_mean,DaysToSilk_mean,RootLodgingPct_mean,StalkLodgingPct_mean,PoorGerm_mean,PotentialPollenContamination_mean,EarsPerPlant_mean,CobWeightGrams_mean,HundredKernelMassGrams_mean,EarLengthCM_mean,EarWidthCM_mean,EarFilledLengthCM_mean,KernelRowNumber_mean,KernelsPerRow_mean,PercentFill_mean,LeafLengthCM_mean,LeafWidthCM_mean,PlantHeightCM_mean,ExtantLeafNumber1_mean,NodesWithBraceRoots_mean,TillersPerPlant_mean,ExtantLeafNumber2_mean,BranchesPerTassel_mean,TasselLengthCM_mean,BranchZoneLengthCM_mean,TasselSpikeLengthCM_mean,TotalGrainMassGrams_mean
4578_INBRED,40.0951990532867,79.0221318968543,77.6345967926741,14.7527130285507,13.9727746030073,19.8871254845852,19.4859162368721,0.726563071338957,0.712393462726264,71.5912374414375,12.3040377163539,7.66915033693344,-2.22326048683516,175.816601768235,180.192874164648,142.187147816236,144.099436547195,33.589992316063,35.1580212995932,58.46939628784,5.96883455692961,9.80740620885756,3.96467917453476,219.456457299811,61.9035160986019,73.3920859133785,74.5039405522858,27.6371122198867,45.3352349614036,-9.0894652915452e-13,0.0701045697056464,1.00238086635219,12.0583811015337,20.8500336967545,13.9468318782851,3.44315612028783,13.1694514747775,12.2951312717688,25.0955689830498,92.9935329452171,67.5364907083036,7.30464929440108,161.831634294421,13.6897947173845,1.2236714151786,0.0194728964062433,14.957002037797,13.960853564427,31.8924221078815,11.1245586373564,21.2594211283677,410.26518535089
4722,40.3115150340657,99.6089605274789,98.2649168355709,14.3698815511061,14.2589464211034,19.4076221091676,19.2957150011746,0.726643812231256,0.730992910672481,81.9931392362889,12.5910592202319,8.21858299329593,-1.62970990836205,212.111294438593,209.698768108708,174.162119250535,170.239451291535,37.3927720795807,39.0066264841103,56.9485619235848,5.74063360461657,9.68451482401964,3.98703500988035,193.614931671405,69.0978390675137,79.7243253916421,82.1271213378231,56.4353533824516,6.09536361633203,-1.17646413444472e-11,0.0702072345687043,1.00289635764251,13.0491369089009,20.0488647437757,13.6647902140643,3.41456923382687,12.75513775957,13.2798842338546,23.9073014687187,92.7456516733973,79.6113960711321,8.82501587762765,174.054860833826,13.5997605315661,1.53162703354553,0.0206166971267575,14.4543605567835,12.8053851346838,32.076151505157,10.9632615216788,21.3710332597771,369.527885073023
4F-234_BX_4,39.3911125170928,106.694308116437,116.134668028949,16.1618439480698,15.5273814877732,20.8743717292587,20.583958313917,0.751826714140649,0.747876705647446,74.9129610539538,14.1467306489136,7.85228901728307,-1.83049756746485,201.409843160059,207.366432019,167.778830561562,179.747683093795,33.5060120856954,29.960384031101,58.6337992636473,5.94028406543918,9.85400386247866,3.9868623428398,192.64212549537,65.0434402556369,75.8351347488144,77.5024729710903,63.6403614738686,12.2994303721195,-2.91615342984386e-12,0.0702904007729685,0.936439141662534,11.2658692022623,18.0277155510078,13.2776542268405,3.50064551409162,12.100318557717,13.8763284548418,27.059044771572,90.1128977770706,76.4379227632517,8.17526730340412,181.268053699157,12.0799799709518,1.08077618874466,0.0933676616153025,15.0531584006383,21.1422360524703,33.3062852140126,11.8355313115089,21.6796002702727,380.531103873716
4N506,40.0820517371708,105.169981164362,100.64899107095,15.1884287993923,14.8788703057107,21.2857329894756,21.2371516453686,0.718672106662552,0.708978300218925,73.7001923842443,13.0610376771104,7.75283574418876,-2.05502057889903,212.085249058125,207.863635211966,177.817845787718,171.407597986385,33.8147363660965,35.7316462399811,59.1627461366853,5.99830647594503,9.88195388145183,3.980670214714,227.707165015406,66.2100859514067,75.0703486325259,76.2045046829866,67.8578084775897,34.7805058994904,3.09368849982228e-12,0.0701105128483103,1.01626704274603,13.7641108659608,23.0056288151616,13.0611138205245,3.70308472591369,11.9942682537413,13.8279107648565,24.1443523789549,91.3300172612383,77.047371274896,7.80271878381552,195.446718591915,14.8429068312309,1.61728350935626,0.0197797454737896,16.2655333500103,7.0656187781771,30.9205660563384,9.36381942415443,20.9743881817871,524.038743960969
52220,40.2444257415351,65.9237561815511,63.4590480040148,15.0174033905018,15.6449772084482,20.8298583128375,21.4176432015098,0.705200612214933,0.71740481742809,69.2359600046116,14.0516016701646,8.02855136620224,-0.778261188752344,164.342982586504,164.196262748376,131.077283887046,129.773287453832,34.4860871263364,33.995502075943,57.0365887570041,5.97688885696847,9.61273580094295,3.95852200968871,232.599611336809,66.0704732547044,75.3390946335292,76.9297507253069,16.9272764388472,27.1218050167258,-2.60627977533012e-12,0.0699887717719143,0.994863231582691,13.4735816954331,25.2361624422555,13.4001249048621,3.78147367642867,11.8896380005165,13.1326157528801,24.1020088382618,89.2345942022412,69.2195653145529,7.89310463163611,147.916574360008,12.9540429558688,1.35952177758242,0.0116412867456742,15.1922007771402,8.5721868408891,30.5718844938181,8.52903625493915,22.0169506933108,491.188039373403
6F629,39.8980900349339,95.8812792418833,97.9108694704791,13.9470495086653,13.8882739087108,19.7119574558472,19.5661047586956,0.71387042121748,0.714656589088773,75.9811564318345,12.6786966606349,8.20640684590999,-1.45855798914794,198.720909914657,208.955919124706,167.171390044713,173.136053081,31.6413975950981,35.2030656054328,57.1367477729002,5.94312469597904,9.64394330901122,3.97790552270187,202.832875042195,63.4207181122933,74.2595319294248,77.0995742690733,22.7794842305045,19.7925719155265,2.39328348805579e-12,0.0701546912930882,1.00896726468587,11.5782287321648,23.6901621449342,12.8336238412854,3.4746466802285,11.4587302293242,13.1626476710077,22.2444455236815,89.6798785851777,74.1492737894355,8.60563808020161,179.332458673596,12.5365123923991,1.73672499900578,0.0184444495829261,14.5656716948237,8.91779117243328,31.5458728603392,9.34482385619758,22.0725682868737,465.995071407604
6M502,40.4696842235763,82.1907520047119,86.388582091114,13.277114817511,13.5582945751506,19.0002443834004,18.9277038244131,0.69510677524409,0.710163601819873,77.3996995144746,12.2593958342976,8.59678155172389,-1.0478248337879,201.094028312633,198.840604168444,162.481711649805,162.469469269263,38.2788778712108,36.1372431969006,57.9242815148947,5.96784936146048,9.71208516833361,3.45708700646287,268.393330338294,67.4548047756851,76.08325622838,76.9214187783851,19.3969858347673,7.09333850729136,-7.5794232001769e-12,0.070156873432914,1.03481498302945,14.6725722416976,25.0827965898799,14.7600971157793,3.74143130262111,13.8067942045353,14.2953359814709,25.6692491355391,92.3665943035978,80.9708081516582,8.96075411636144,177.701871484582,12.4741238195593,1.51758377066874,0.0122337004106771,14.5784997073334,12.4512876995181,31.5920979153676,8.55284794257552,23.6922462248327,621.444876492026
6M502A,39.7820413735007,80.5237193216273,74.8800715976161,13.3100266514734,12.5385324723055,18.2051382763395,18.2342310200271,0.721606500805344,0.694306479256104,74.9745589599582,11.7435180502019,8.54817380325515,-1.62962765911435,196.335031232958,193.575722752252,158.51504025168,156.875308076863,37.788705368986,36.8435992837306,59.0053424149177,5.98956764280231,9.85533092401973,3.93252966241787,266.908867917847,63.8858519337984,73.0304792305868,76.0447439761073,14.3912088504991,6.02702269689287,-5.90453727578044e-12,0.070300591207525,1.01559895921658,13.8944491440037,23.778058008955,13.0967619705734,3.7547869598115,12.1865603102835,14.4937721563794,22.9469316924424,92.6948962624406,73.4885744725686,8.71013256037905,165.190023358191,11.7466066995508,1.46882013958221,0.0261979761106872,13.7773730528747,9.09943870544023,33.4281166260562,8.50362384228981,25.0122268105009,513.854580363354
764,39.7254416625353,77.2765170408873,73.0224612245964,13.4917873977418,12.7923463071917,18.4922273163573,18.3904160682421,0.721116406442585,0.700202410970259,73.7555900703206,11.8951709688719,8.32981871213349,-1.63175625745737,191.441125717677,189.474711266609,154.875653321449,152.415459931133,36.8820338669798,36.946525402367,59.3889121792518,5.99082692693577,9.90518348938764,3.94383058770236,256.121742883378,60.7433198958319,70.4487368040948,73.5376231146117,16.4132503018002,7.38110015268398,3.27592120097364e-13,0.0702411198124879,1.00550532663175,13.4819895089279,24.0357621784556,12.5569351015225,3.66055380712228,11.4449981699003,14.2628629843614,21.8516510875326,91.069085925263,70.1495852508533,8.29565345851754,158.997081063809,12.1453863708001,1.36799630597552,0.0269425749945922,13.6830625573309,8.00546038874303,32.8039782644352,8.18730275384295,24.2522582600187,482.876044048447
78551S,40.3659827535823,81.5566872121733,80.5606741201377,12.652679060699,12.8342171692908,18.3815194600387,18.3876541469425,0.695041716381753,0.703208173427046,76.3210026284681,11.8793097762463,7.73543637866237,-0.859621351894439,206.687076917609,200.2373718821,171.135211291777,157.487100158573,35.4316389878449,40.2161538145803,59.2369325708688,5.93986882985272,9.92246086083654,3.95400083902388,259.809996355459,60.0150944169097,69.9324236582785,70.8559413874957,12.6555937753902,7.83355456627505,4.80742529118672e-12,0.0699815709538835,0.997921758807859,15.5319987984482,24.9489266576,14.8873251155945,3.93818990579495,13.7351084091169,14.2810819261512,26.9060922814237,92.410515666445,78.4603593833866,8.19629041304211,180.060127471035,12.1178788583868,1.55035753238337,0.0214934309553552,13.9090783450511,8.45993030716867,30.6709218092256,8.40905849573411,22.4951721875248,647.839206264912
