GenotypeID,DaysToPollen_mean,DaysToSilk_mean,RootLodgingPct_mean,StalkLodgingPct_mean,PoorGerm_mean,PotentialPollenContamination_mean,EarsPerPlant_mean,CobWeightGrams_mean,HundredKernelMassGrams_mean,EarLengthCM_mean,EarWidthCM_mean,EarFilledLengthCM_mean,KernelRowNumber_mean,KernelsPerRow_mean,PercentFill_mean,LeafLengthCM_mean,LeafWidthCM_mean,PlantHeightCM_mean,ExtantLeafNumber1_mean,NodesWithBraceRoots_mean,TillersPerPlant_mean,ExtantLeafNumber2_mean,BranchesPerTassel_mean,TasselLengthCM_mean,BranchZoneLengthCM_mean,TasselSpikeLengthCM_mean,TotalGrainMassGrams_mean,Total.Weight.of.kernels..g._mean
52220,75.3390948077822,76.929750655675,16.9272766319256,27.121807862036,-2.61678873014759e-12,0.0699887717719142,0.994863230811578,13.4735816147535,25.2361624895649,13.4001249078334,3.78147369103268,11.8896380147286,13.1326159284826,24.1020087414958,89.23459415612,69.2195652003532,7.89310468176465,147.916573715273,12.9540429620232,1.35952176704225,0.0116412869384078,15.1922007574148,8.57218689421573,30.5718844867687,8.52903625817616,22.0169507026499,491.188035672104,147.75
6F629,74.259531895154,77.0995742745023,22.7794836914332,19.7925702023295,2.39278388769470e-12,0.0701546912930882,1.00896726375758,11.5782286874658,23.6901621655591,12.8336237442959,3.47464672132165,11.4587302221994,13.162647718072,22.2444455239264,89.6798785473259,74.1492737795606,8.60563801407024,179.332458652537,12.5365124105459,1.73672502069064,0.0184444496730917,14.5656717074135,8.91779104799301,31.5458728624405,9.34482384486815,22.0725682407281,465.995072600228,209.2
6M502,76.0832563380979,76.9214187519989,19.396985702736,7.09333820817437,-7.57738316536916e-12,0.070156873432914,1.03481498361433,14.6725722750937,25.0827965912502,14.760096925278,3.7414313077846,13.8067941515819,14.2953359564265,25.6692494441594,92.3665943493219,80.9708081649852,8.96075400924169,177.701871415276,12.4741238338579,1.51758377536981,0.0122337005111903,14.5784997259212,12.4512877936426,31.5920979467014,8.55284795172782,23.6922461471816,621.444879126264,251.5
6M502A,73.0304793252845,76.0447438104333,14.3912084142385,6.02702169378022,-5.90511667342142e-12,0.070300591207525,1.0155989591141,13.8944491521114,23.7780579985604,13.0967620306557,3.75478695131967,12.1865603124357,14.4937720642657,22.9469315053642,92.6948962911931,73.4885744847896,8.71013250063069,165.190023252602,11.7466067126254,1.46882014866789,0.0261979758113709,13.7773730633982,9.09943872782027,33.4281166385058,8.50362383950508,25.0122267727805,513.854580076891,327.05
764,70.4487365417728,73.5376232945784,16.4132498909083,7.3810984701452,3.26513122095307e-13,0.0702411198124879,1.0055053259162,13.4819894868522,24.0357621855833,12.556935282434,3.66055381640016,11.4449981992129,14.2628629227165,21.8516507632533,91.0690859369037,70.1495851845368,8.29565348159937,158.997080871543,12.1453863762218,1.36799631067197,0.0269425746953445,13.683062574336,8.00546032632808,32.8039782589683,8.18730274010641,24.2522582508991,482.876043254577,207.65
78551S,69.9324236370428,70.8559414402725,12.6555936302731,7.83355348065019,4.80890327558825e-12,0.0699815709538835,0.997921758619157,15.5319988582365,24.9489267002483,14.8873248617028,3.93818988007629,13.735108361663,14.2810819639608,26.9060925676812,92.410515682888,78.460359398888,8.19629034878525,180.060127510849,12.1178788690802,1.55035753486105,0.0214934306327034,13.9090783553638,8.45993028765346,30.6709218183511,8.40905849876434,22.495172149337,647.839209427767,287.5
787,75.4115042880571,77.3213081068667,35.339068552392,-0.783402924240185,5.71159092244145e-12,0.0702800969611039,1.00400693985555,14.4823461190478,25.1765404975157,13.9230373201402,3.86022736190972,12.68023346312,13.6622075174569,26.3254557947523,91.3212590987696,78.7460146824736,8.71640213238727,178.158818210909,12.8080453576529,1.53085250877046,0.020256805119882,14.8905246358343,2.91440578589659,33.6530824041787,5.13051212723431,28.0341355528598,645.421881185016,288.1
792,72.4749207092567,74.3631399838248,21.5728934496654,2.54656682400624,-1.74426445509468e-12,0.0702621010396097,1.00090853122398,13.1448226480023,24.9272393199207,13.1853303278956,3.62878599359871,12.2399761971325,13.9418319028725,23.4142663641175,92.0199439378311,79.1575414382622,8.22801607835323,174.268818487405,13.3471226809665,1.2143726309328,0.0112627785587573,14.1853620280209,8.97795977651627,31.8346563368088,8.80260113160232,22.5620005261572,551.471043247812,304.35
793,70.4831498638225,72.3231858286543,16.8786813012003,9.15438613982181,1.32401901942192e-11,0.0700216068268765,0.987406302742106,15.0112411836602,24.2533993910116,14.0624489876247,3.90670195215175,13.1302434412726,14.352945973888,25.8986831086496,92.9750517111543,76.7911621362504,7.69048215343112,182.663525833102,13.4764461682876,1.5870383861554,0.0189201329682495,14.3129987429718,6.59621659796019,30.4527181542381,8.0827429440587,22.1395914109169,604.864029652123,295.5
80-2,67.5096246113219,67.800863852892,14.6049912879384,20.561562120179,-6.22739707023534e-12,0.0699335877988831,0.976936790097259,14.8807325298504,24.033393436614,14.2469787026812,3.83809396736731,13.3887905021652,14.2059732545003,26.7399496443702,93.8688593338963,73.1730478411344,7.94759676698705,172.449544703309,12.4101704002311,1.33681273133536,0.0151639017031307,13.7238164903899,7.58594240891121,30.481917406531,7.60484388394374,22.6072246804502,587.527367070164,192.95
87916W,70.5007384970897,76.4507528419762,19.8658624163002,12.1981956739555,-1.63198621283556e-12,0.0700944368894697,0.980216023926615,11.221279260092,21.810739923281,12.5270494673557,3.49351920628772,12.0073180780491,13.1786894709351,24.6789602653928,94.811073546909,69.3977361178339,7.87042551944015,182.077343418528,13.6461112568082,1.10456647082097,0.0183446909273151,14.9118241556362,8.01662898327233,29.2193294005948,8.43907483026457,19.7460225876914,462.37391455099,179.05
904,69.245017135073,70.0059118051609,8.66553627521006,3.0237448891185,9.45486744452495e-12,0.0699831115896347,1.01181570990706,12.2396011650788,23.2933938151061,13.1012157929933,3.73204330577608,11.7328437281734,14.7360582336823,23.5953664936314,89.9038321075893,75.4953832052667,8.18558624507219,164.181757772496,12.0741395833115,1.52584915925731,0.011433953800039,14.2347474341744,7.92378601533752,31.0760721816903,8.26908775971763,22.9263467557551,552.672537505508,298.25
911,66.3473854467562,67.9356318320029,11.2293995065279,4.32463113062839,-2.63539190470397e-13,0.0702109962033766,0.997285518600203,11.5090611316203,24.8302248074216,12.1827068589715,3.88539857345248,11.2452440045788,14.5749980953247,21.8617218407972,92.5141441283571,69.3864696267201,8.22355620828679,157.533412963759,11.8066269888572,1.32741559483761,0.0101961846434974,13.3643255243538,10.2810165701604,31.2717919636515,9.58200199436525,21.6037678151875,550.459469332415,275.45
912,66.649868361423,67.8644387709778,12.431181369443,0.297091754291493,-2.93868679390741e-11,0.0702190652460952,1.00139904187012,11.3804535023224,25.0716401026175,12.4180832849089,3.78491788151966,11.3751431987913,14.4378711125762,22.5065767473429,92.048234269409,67.5676591913688,8.27718998587128,159.105963097599,11.4503051511433,1.21039433122138,0.0117075311867877,12.8794665224317,9.3773633974346,31.3877117981601,9.29642466131589,21.8792817720239,585.285084632305,341.75
91IFC2,67.4282650459621,69.1835846997606,29.1704960648737,2.43455246356581,-1.11528668245153e-11,0.0701794092817048,1.0107836728796,12.3295936018369,25.179215098027,12.8094464322785,3.77714870183731,11.5866996635497,13.5613463798663,23.6842835150331,91.2828866422445,68.7853889629891,8.11354288101489,165.038933557676,11.4320847385002,1.2674611902256,0.0123950505793773,13.27642432512,8.20238188833244,32.3907741322926,9.07313934440079,23.5957109216587,567.655717554995,245.15
A,72.0452354244624,75.7967670826626,12.2655936059076,43.7760524198427,9.88237269794467e-14,0.0702067107067379,1.00006629054117,11.9575993273758,24.5112611238929,13.8444818558394,3.73176006655894,12.7058577138497,13.1342843326695,24.4044903176918,91.9218061510168,77.2518508474009,7.79990952754189,182.634771948522,13.5479937745438,1.51209398706684,0.00507200257197564,14.749844120973,12.5223516379171,32.625389544127,9.54848016940469,23.410805152432,498.525644930727,108.15
A12,66.356595287093,67.9759693388676,58.3017913367337,26.0668406900663,5.44103026522968e-11,0.0701105931690672,1.0130770012486,13.9808489637332,21.9161781623794,11.627443234848,3.69553212200394,10.499485819274,15.2319846312039,23.1876432817447,90.2998561289057,70.794861279088,8.05991758771462,162.35531214626,12.2445982462742,1.1531687770856,0.0121978227393286,14.2959536570061,11.8927809700668,30.8161945435877,9.41782042529103,21.2685829360281,426.329898393057,125.35
A15,62.0162189879109,63.0528681799101,35.2314310291795,38.6907695746129,-8.63107502135918e-12,0.0700738138834064,1.01061787249046,12.2510371965069,20.7039808902109,11.3793748489499,3.60350279531154,10.4617569148572,14.4427865386035,21.129877890715,92.0536025538709,64.3304471906257,7.50839450870285,161.70752970325,10.3521080353441,0.876438153256388,0.0149001556732191,12.4815077690337,7.8398486530606,31.2891299320607,8.19510379413464,22.7055867527669,364.403095186325,160.35
A155,65.3603062950511,67.1846174936832,47.9575476535249,37.8855293495862,1.20165197237121e-11,0.0701192391217665,1.00060015688636,11.380721145487,22.4966361875989,10.5595813128663,3.8104234779609,9.87805684234212,14.5445080280705,20.6792778266297,93.5086315573611,66.9079651345105,8.13125977968963,156.461893503778,10.8136247801443,1.08489247276015,0.0164286324550147,12.1650664271219,9.41843142288392,30.9868609544337,9.14814077711191,21.6261226335844,410.637699375766,187.85
