GenotypeID DaysToPollen_mean DaysToSilk_mean RootLodgingPct_mean StalkLodgingPct_mean LeafAngle_mean PoorGerm_mean PotentialPollenContamination_mean EarsPerPlant_mean CobWeightGrams_mean HundredKernelMassGrams_mean GrainPercentMoisture_mean EarLengthCM_mean EarWidthCM_mean EarFilledLengthCM_mean KernelRowNumber_mean KernelsPerRow_mean PercentFill_mean SouthernRustSeverityScore_mean LeafAreaIndex_mean LeafLengthCM_mean LeafWidthCM_mean PlantHeightCM_mean ExtantLeafNumber1_mean NodesWithBraceRoots_mean TillersPerPlant_mean ExtantLeafNumber2_mean BranchesPerTassel_mean TasselLengthCM_mean BranchZoneLengthCM_mean TasselSpikeLengthCM_mean TotalGrainMassGrams_mean
764 73.1039651650566 75.507926702348 26.5379799480588 14.2463550088018 30.5474125459222 0.0095129042147872 0.0662814012506866 0.992058518420536 13.9615554590449 23.7054253010532 8.31075391000441 13.479323154193 3.71484524355346 12.2332122196336 13.7460350224352 23.9231744503449 90.9197109246965 1.890323455541 3.5543018619274 76.1493873798293 8.29635945349722 173.988265897262 12.6306051631868 1.3224482248723 0.0154871570542076 14.329747891805 10.4608337045484 25.635 4.68 20.95 454.75
78551S 71.399408122983 73.375755062969 30.8173103431184 13.2409789456153 28.178932273197 0.0069171776414099 0.0802551589364773 1.0053076829918 13.6463530551612 24.158619963231 8.28044062682117 14.0229950017766 3.67980486830597 12.886313693054 13.7363873965041 25.0683064104292 91.4632008621365 1.78175399874401 3.60045557238718 76.2122738335298 8.1389350745987 172.862149516404 12.6176482398666 1.31540341057511 0.0112427215436075 14.1408610342189 8.48045891041826 38.765 9.85 28.92 771.65
787 70.778981167856 73.0560037753669 27.4380793771808 14.1464861781452 30.9657280162447 -0.000908820218348112 0.0954807297378393 1.00779125885822 13.9606052659024 24.0127173918951 8.3420000301731 13.8582929432788 3.7416201624394 12.7000349458101 13.6323502218383 24.5526458431953 90.8725442093577 2.16428884211229 3.49017966532595 75.8485559688259 8.25718376665303 173.417860857603 12.2964883935975 1.31209768029915 0.0226419382796076 14.0485162598206 9.52414765161953 33.885 0.135 33.75 694.35
792 70.3723364529329 72.8308520879441 31.701881028695 16.3471619840671 31.2692848476827 0.00691143556351517 0.0695350842767382 1.00532599148971 12.8280320757683 23.3866193661656 8.28077097362115 12.8227893315422 3.58488326895904 11.7999527435517 13.7359213394277 23.6536954649335 91.2300495115695 1.99616996565405 3.53458133413719 74.7966087460729 8.1700718082293 166.648812578805 12.2843106737394 1.33275336133836 0.0180549407211793 14.0546646373346 10.8484186720558 28.9 7.565 21.335 638.8
793 71.2191939856822 73.05757454197 27.2524230634511 14.7989235591009 30.4487206245658 0.00949373529079677 0.0651661199880652 1.0080748639014 13.9649514518116 24.1184103994281 8.31051412956444 14.0646064146536 3.70720751080631 12.8868814561118 13.7446188509637 25.059137346579 90.9273539218318 1.71454460609657 3.55471523478691 75.8352353227401 8.20033456945564 172.864920900171 12.5293195917629 1.32215614315814 0.0115105218016863 14.0823987883574 9.03790322067237 29.345 5.985 23.36 609.35
80-2 71.283984267552 73.2954982962383 29.5162062786395 13.5992498909645 30.0117779821851 0.0101097383717558 0.0732731144746499 1.00787442252819 13.7308403506942 24.1432082994928 8.34024122241822 13.9316992202442 3.74111996034028 12.7442569252247 13.6684170306418 24.9048308408035 90.9082138310593 1.74088157243299 3.56654007731096 77.0046089869192 7.95945538679122 173.492556302151 12.5667170886322 1.32241966409812 0.0119732020970738 14.2050911814929 7.98714541223628 26.435 6.665 19.77 395.05
87916W 71.8792176605801 74.3454099572995 27.4752390836797 16.5752623432602 30.6143503511515 0.0428601836329436 0.0691203733373372 0.975884426110482 13.7273751645809 23.3017616670371 8.34078987770125 12.892894393152 3.70350429817078 11.5745133506384 13.6688507096364 22.7847639791429 90.1887598637477 1.88167792528073 3.56614605907182 76.2813223482441 8.14736082758514 172.75031004982 12.5290752790595 1.31600623530854 0.0239575490035414 14.2318566408139 10.4249112928487 25.085 7.415 17.665 541.55
904 74.4847890192553 76.792840626055 35.6180855006258 17.0973804787546 30.6706342879122 0.00779807186703262 0.0744629027379621 1.00831367390058 13.7407510440807 23.7627713539982 8.27158117697851 13.538537661114 3.71159845277024 12.3672287405925 13.6880834998788 24.7630368102516 91.3591679359357 1.80211594184024 3.61267174971319 76.5194764544878 8.19905816199605 174.913866514583 12.7711833753751 1.32900266315075 0.0127702627605919 14.3235485562567 9.71487947419102 33.2 9.2 24 562.4
911 71.2051553524242 73.413287134749 29.5609743181538 11.0873757094646 31.004577692863 -0.0196931488767756 0.0530899111127614 1.00782020666546 13.1490527586679 23.4569681618044 8.33046283580423 13.1228235812561 3.71911965659442 12.0070808620848 13.6327395700942 23.9891136272597 90.8704732700567 2.31199735272622 3.54035534843675 75.9184655536761 8.23363797178938 173.528402030081 12.5901853269596 1.31189572785557 0.0283427291550658 14.1763215466908 8.68462797679744 30.25 11.37 18.88 558.55
912 71.1195918362224 73.6375118139403 24.4535224990289 12.3935773701428 30.5489901812849 0.00944259543312201 0.0631442680241984 1.03879912226628 13.4698305423048 23.4621602372772 8.3105065033797 13.1113872795855 3.78837579998064 11.9957168042581 13.7469602803063 23.7465193348593 90.9209855849408 2.21304269530209 3.59286739647582 75.7504969840912 8.27285176218311 173.826314927848 12.7075980561688 1.32245415805349 0.0158892145889059 14.3366750448922 9.57517438793965 25.865 7.25 18.615 546.3
91IFC2 71.9311902095892 74.4705177184314 25.6980030820576 17.2100341442022 30.5599657241263 0.00945254426337838 0.0633043431462832 1.02082360636892 13.4511676879981 23.3826421594227 8.31054991568241 12.9274139910441 3.79538701575721 11.8089031389986 13.7475400073725 23.7130694506957 90.9204558414673 2.05059765094546 3.58902064392191 75.8032854642171 8.25982897615993 173.729432250033 12.7034328734488 1.3224358704051 0.0158716071377039 14.3224428099502 10.362430765152 36.03 8.835 27.2 550.5
A 70.746749800172 72.7495888956778 30.4422955468049 12.7359984214897 31.9164863065397 0.00688421174109319 0.0455460515877296 1.00527936319317 13.5895997170963 23.4734313875807 8.28070360053875 13.6525675006351 3.72664811907656 12.3916455872603 13.7357669036988 24.5977623315715 91.2065122251866 2.02614753412948 3.5543623203771 74.9779644904466 8.2124875863662 167.229799929395 12.176889907436 1.26879596658863 0.0225789454767044 13.9313563464261 8.76000524925026 30.75 11.27 19.485 319.95
A12 72.5680325210241 74.9555857377673 37.427275347708 19.2479884395626 30.7297212539793 -0.0394032940935674 0.0727912178613009 0.998771445662667 13.7291650795635 23.269898732242 8.34070317129016 13.3604552011842 3.69525708431412 12.1176008513789 13.6689611054 23.3113641420305 90.3272984694209 2.09719086273414 3.56595230109379 76.0745203760902 8.33708891634848 172.940435392843 12.7832299346377 1.29766142457299 0.024425617433551 14.3347495821964 11.1130542240962 34.315 8.45 25.865 324.5
A15 70.7530117324826 73.3103812586672 29.9752968165399 16.2030207551861 30.7725389440424 0.0283531353546967 0.0401463846322925 1.00782204124591 13.3691874569727 23.6637492179021 8.33349114704179 12.8527604971789 3.65543268478381 11.7012414242077 13.6322076172068 22.8757722425291 90.867893597178 1.83138584245334 3.51449772948398 76.0011387444946 8.1570911913078 173.592407678928 12.5891465628251 1.3118426355671 0.0156829442772862 14.2376002115352 10.257472336059 30.08 6.5 23.585 320.4
A155 71.6692786950368 73.7420072406041 31.4167628849443 16.0730847773757 30.66572763591 0.000210350097509436 0.0673174205230932 0.983692751227389 13.7270662698093 23.3578158806855 8.34072802379243 12.7027837189033 3.69230682092829 11.5060632073286 13.6686849089449 22.7868424237362 90.5397897345302 1.86052310515442 3.56623481423628 76.0785101458366 8.06909000619903 172.897476976221 12.6514844467674 1.29283425160526 0.0216719416900526 14.2940161287251 10.4320542201891 30.715 9.035 21.68 417.3
A239 72.0417125586716 74.5147741582801 29.6337165606072 15.1691767957418 31.3879160968779 0.00694071258757942 0.0636761727200965 1.00527073008458 13.5736139311747 23.8604552982112 8.28075457885591 12.9396263277709 3.717452833598 11.8175309142302 13.7361844265125 23.1500051555507 91.18029621007 1.9702562556696 3.56164813312365 75.591638515226 8.16797164426813 172.402160167879 12.6124248687565 1.29194958583526 0.0198765657025872 14.2909518866035 10.0917531728729 33.065 6.78 26.285 533.25
A258 72.6768853569182 75.1952515057452 33.0784011517732 17.5656932716927 31.2774719379599 -0.00159212436870831 0.0563093663893932 1.00779103293332 13.6118870075792 24.5560034995892 8.3411695658247 12.8640118971038 3.6236704518979 11.5486588336152 13.6318975329952 22.3677570904117 90.8650916351011 1.72582252139437 3.47229286490067 75.8316701014032 8.28628156725992 173.650767088717 12.7816771400871 1.31207068463722 -0.00194399912909776 14.3478439799047 11.2890657358509 28.635 8.57 20.065 457.25
A305 72.0527045386368 74.9024515624956 33.1575242746081 18.0314648279893 31.1707684388538 -0.0270402298338912 0.114552757432742 1.00780149958784 13.7235934376035 24.3717455527287 8.33900920362383 13.2215713225947 3.63664079478777 11.9645664902663 13.6317161062685 23.0942954490063 90.8666032206253 1.99868118991183 3.49241498158424 76.3404902191804 8.25364640363583 173.720426165228 12.6760898386111 1.31198556075622 0.0402381122320309 14.3199210546639 10.7563539071836 37.115 19.28 17.835 518.95
A321 73.3175649044537 75.8533803370402 30.225724064847 17.0487303549497 30.703416778047 0.0210339028936183 0.071817994079831 1.01433649765022 13.7287373459437 23.4368941791203 8.34081524027394 13.1647282399504 3.70046897848651 11.8557081810812 13.6683876209337 23.0001051987106 90.2680795963319 1.84679828733205 3.56619954004192 76.5235461333299 8.13893036653806 174.063847440113 12.9349526729806 1.31029404614619 0.0223553660715623 14.4022185802815 11.3334878438053 27.9 7.715 20.185 567.05
A322 71.3205133616609 73.7613344139511 34.1461562988039 19.9049971827339 30.9596866488332 -0.0078256120411357 0.0682778169795208 1.0119999118073 13.7280856937321 23.1276824046377 8.34070398723212 13.2351210934077 3.66531657058629 11.9838431418454 13.6689326760905 23.2500007557548 90.459332935303 2.05679408621185 3.56586227384478 75.5034967151419 8.50653647708072 172.322010946583 12.6175698636459 1.32195470890201 0.0215183494685066 14.2579704189188 11.5497193980147 30.45 9.435 21.02 647.3
A334 72.243487676278 74.7848827309871 29.3404372502482 17.7058666277996 30.7848519806608 0.0202582592273744 0.0460936917713367 1.00782453197649 13.4261726769657 23.6507977936243 8.33604056273441 12.876552709876 3.65084397264724 11.6631987921046 13.6320858572734 22.9063051117658 90.8669767277417 1.82307006472915 3.5333337310204 76.3999310877981 8.13200906720784 173.602127559001 12.7122137580907 1.31185344207901 0.0224000243996948 14.3609176327748 10.9996567403548 25.065 10.12 14.95 475.7
A340 72.4339665502362 75.0109725695954 30.571631813884 16.8295980877976 30.7059445592808 0.00696451885887588 0.070691841188145 0.988956590090115 13.7286404010013 23.7633133632102 8.3408296170261 12.9287310737261 3.69683666528557 11.5415502051268 13.6684363274134 22.7988236864822 90.053974410568 1.92373518061543 3.56616120370072 76.239946719904 8.17243636830035 173.111037180691 12.7418643927466 1.30432394861124 0.0223795964923868 14.3277220051264 10.6959692216109 30.85 12.6 18.25 436.9
A344 71.8816260328767 74.1772097666257 27.5541856297612 16.1502893836708 31.3764974582395 0.00693895356141512 0.0612581986575755 1.00530114310129 13.4459226821768 23.8774981628492 8.28076870663514 13.109954389836 3.70279144460766 11.920024720404 13.7362324778773 23.1776082134574 91.1362891718747 1.88317600092977 3.5510199120743 75.4493496488991 8.17747308137316 174.637219819888 12.7387175700593 1.3064632355024 0.019248523309821 14.3406036804663 10.6305399932835 29.2 6.7 22.5 342.4
A374 73.2933006923538 76.7855401168135 31.2979018751437 12.9154922368731 30.578603905207 0.00951615450620351 0.0650480119748372 0.981555580897068 13.5757880493441 24.2788164033862 8.31087181952868 13.0328001497502 3.72485028837069 11.7301052191505 13.7454998240889 22.652561517908 90.9175581123152 1.78951306078355 3.5847581508739 75.974565983473 8.27018520043282 174.184504349485 12.6840462547069 1.32232929409207 0.0155654787798772 14.2403719771896 8.95966534959107 32.615 11.9 20.72 495.1
A3G-3-3-1-313 68.3916097212505 70.2596093050006 35.0876132791641 18.1071059275668 30.8158730756186 0.00775317851784882 0.0813641187436174 1.0083631642776 13.2631492345627 23.7585836454516 8.29721119698822 12.7856810963667 3.66083727227598 11.7614351703797 13.6883899504522 23.6501009524603 91.0850278649694 1.82724396835314 3.47546102809606 72.7504878345983 8.19955183961373 170.048256002446 12.4364039060074 1.32830664338206 0.0183389720626126 14.1463575757033 10.807489358113 31.43 11.3 20.13 323.2
A401 74.0346361404726 77.1932563754748 28.7609926671489 18.9422702501038 30.778398842029 0.00691913716681987 0.0665155788946921 1.00529440464432 13.1504337164887 23.7593385926649 8.2807842732738 12.6421502628449 3.69048643892529 11.5847659352708 13.7364354983279 22.7449673253928 91.1425965810937 1.77162447952399 3.57329502554501 76.8464946215362 8.17325221097794 174.147010933251 13.0136414350038 1.30432515450848 0.0191967527358105 14.5125429914718 10.6775534892713 27.765 9.985 17.78 523.05
A415-1-3_INBRED 71.7461399249035 74.2708203677442 28.3960399716692 19.414370958735 31.662456299444 0.00692516690089739 0.0684131230882297 1.00530175224163 13.6854654657601 23.5396792311155 8.28078035061494 13.2099437447044 3.7328591137618 11.9890437969528 13.736630397125 23.5032572264964 91.1152991674134 1.95887012856897 3.54585297043237 75.5477934775775 8.19321891772552 171.689764084051 12.7147266731128 1.29382685767336 0.0189472340737893 14.2858071141086 10.2195665551166 36.585 11.715 24.87 278.35
A427 72.5787521073233 75.30765108045 27.7499313041857 17.3222762636331 30.6295790913316 -0.00192336852318639 0.0695778838958724 0.998220123801093 13.7277725398385 23.3953748729016 8.34078999429233 12.9510672646241 3.69363476692675 11.6946313673559 13.668776450175 22.9395540374583 90.3587631398478 1.91296609171447 3.56625204362051 76.6106452347236 8.11136672011105 173.501292988739 12.7545317949495 1.30932178047923 0.0218239708278023 14.3207455504654 10.8414017036015 32.1 11.1 21 211.35
A508 71.3158218293722 73.6931683870571 30.1068593922401 20.8579363658771 30.8787050082518 0.0173437924189193 0.0941634561550421 1.00781370427438 13.7666829886523 23.5301653415901 8.34285040040625 13.0200979319191 3.96488522154201 11.9391833064728 13.6338055752123 23.6527882968084 90.869563173485 2.03562533967247 3.51776786485403 76.5385347828183 8.11647450329239 173.375951806754 12.7589479924759 1.31173526585928 0.0165240042412946 14.3903474615454 9.86180283544095 33.07 6.435 26.635 372.95
A548 70.7141047721171 72.8665938775906 30.3763760955296 16.8264574665406 30.6451521942265 -0.00692547260580753 0.0675217838934426 1.01224291560606 13.7275480680379 23.5764785188456 8.3406698991274 12.8135936003275 3.717277980075 11.6088798470741 13.6689630899457 22.9298940592742 90.6223825050932 1.83971851050926 3.56596825992134 75.7751992782579 8.02255950887906 173.55659116675 12.5343596608962 1.28144064469041 0.0207291005660851 14.2396923440168 10.3818941929411 33.52 10.8 22.715 458.05
A554 72.1449796050166 74.5081838335194 35.6538325992165 18.9960820427355 30.7864210396796 -0.0221466992451368 0.0707038217010419 0.984738845869095 13.7287834673752 23.3779107857761 8.34070807068053 13.2196245803162 3.6877709441063 12.0461569173977 13.669051648514 23.3235877947396 90.5718150481898 2.10728682698033 3.56596886221487 75.8428871967218 8.30994084275938 173.007105151526 12.7820404240616 1.31005493662099 0.024135767664295 14.298059177234 10.5820105847809 30.615 12.3 18.315 492
A556 71.2268503771091 74.1385418953234 33.026627020627 18.0707983371378 30.056191070077 0.00694682215572071 0.072810539920588 1.00526657943908 13.534533153451 23.7300806103538 8.28080937371993 13.1939812011578 3.69511855933971 12.0005368803319 13.736096681632 23.2881306051618 91.1692790472757 1.98819964313197 3.54625135758681 75.5748003454839 8.18141274213412 171.396157139317 12.4060146470961 1.26852727106687 0.0187141479377435 14.1414808403356 11.1339118493264 31.485 7.715 23.77 472.95
A572 72.9782888514119 75.8929638827301 29.3280632672049 16.6471963848705 30.9737610037245 0.00692621873756961 0.0522750622244435 1.00527205452552 13.6421096662972 23.844932798307 8.28081179260467 12.9117789703625 3.71348845009869 11.6817736671908 13.7361970828849 22.9591920390779 91.0964973484412 1.99911770650601 3.55918968287325 75.4836947947208 8.21122615138132 173.782675822657 12.6943541635792 1.2940066371614 0.0196745477403638 14.3506514101384 10.0830441090818 28.965 6.865 22.1 517.5
A619 72.472482909426 75.5715196435237 37.7800874373145 15.7277079228311 30.8033897487524 0.00775140502841149 0.0713360968590366 1.00831663061178 13.686273687652 23.7593666291574 8.30432641101979 13.0881332209592 3.72179712607453 11.8905067859937 13.6888222258045 23.1581875857425 90.7760575608909 1.88505276329222 3.5890539764523 76.9161253913406 8.19969137111511 173.120913455266 12.7728453952888 1.32869734461477 0.0188314200090897 14.2147596943009 10.5799209002732 34.73 10.515 24.215 566.5
