GenotypeID DaysToPollen_mean DaysToSilk_mean RootLodgingPct_mean StalkLodgingPct_mean LeafAngle_mean PoorGerm_mean PotentialPollenContamination_mean EarsPerPlant_mean CobWeightGrams_mean HundredKernelMassGrams_mean GrainPercentMoisture_mean EarLengthCM_mean EarWidthCM_mean EarFilledLengthCM_mean KernelRowNumber_mean KernelsPerRow_mean PercentFill_mean SouthernRustSeverityScore_mean LeafAreaIndex_mean LeafLengthCM_mean LeafWidthCM_mean PlantHeightCM_mean ExtantLeafNumber1_mean NodesWithBraceRoots_mean TillersPerPlant_mean ExtantLeafNumber2_mean BranchesPerTassel_mean TasselLengthCM_mean BranchZoneLengthCM_mean TasselSpikeLengthCM_mean TotalGrainMassGrams_mean
DK78010 72.8597651492867 74.8641960304176 32.253820288495 14.4879860323315 30.7332760797009 0.00769500924803981 0.0344054791956396 1.00827493834826 13.1486086371045 23.7557568574335 8.28096655792901 13.5476002918148 3.74679986570762 12.3904144495929 13.6883637466159 24.3085050260924 91.0557113722561 1.98038920893685 3.59334812307087 75.1196812200805 8.20028875681186 172.344811324973 12.7547101258015 1.32831705547845 0.0261453789338118 14.4003630182403 9.83843203710808 29.4 7.25 22.15 586.25
DK78371A 73.0607405565571 74.858068852317 19.2833817693169 7.99615881755567 29.9801341595389 0.0069435118014593 0.0773429300443846 1.00529525685868 14.0562727575595 24.3338848676126 8.28058002285235 14.3635147358599 3.81054636030992 13.1122145040381 13.7367094472434 25.0648675084211 91.2791604727689 2.11499355644424 3.58417636367307 77.3348561258674 8.25387124882745 179.748199807966 12.9454115971369 1.382308869907 0.0135760359624854 14.5649487820736 8.66203822607971 36.5 8.33 28.17 689.25
DK83IBI3 71.8964435814421 73.3180023364312 12.4743755173998 11.2975663389993 30.6725838133289 0.00778006024938588 0.0815510415955437 1.00831839063101 15.2509201387209 23.7638923283643 8.271690078575 14.3475127796005 3.82227361842883 12.9500134072766 13.6895766871091 24.6446891923662 90.7305018546689 2.19160563869027 3.59019272496742 78.0363587373008 8.19966553656174 177.060890887827 12.8312742244241 1.32887273264406 0.0140312376914344 14.482529892206 9.67418925314267 31.985 9.015 22.97 652.6
DK84BRQ4 72.3086394302014 74.3814485133272 30.3888920617709 13.0333274514207 30.0341134916484 -0.00447407740408632 0.0920547867767409 1.00777570503676 14.0714356797866 24.3002767408548 8.30785882807485 14.257772677548 3.79225511238922 13.0280425759652 13.6333342321328 25.5447138305689 90.8712363452649 1.65538897062179 3.69152835846662 77.138230643073 8.17848165807632 174.665278632923 12.7417870543057 1.31198667476381 0.0152415228041809 14.1807467487848 8.56240748997311 30.02 2.515 27.5 425.75
DK84QAB1 71.6808785929166 74.056894416816 27.0251015705991 15.9212840558202 31.8134461304474 0.00692167493310614 0.0623698583639451 1.00528497561833 13.3526698327087 23.8137999998493 8.28073645520884 13.1481278835648 3.68716544676737 12.0682710970642 13.7363045557821 23.4210675966856 91.2519668589033 1.84793635224693 3.54928343734361 75.9652705286092 8.16864927368923 171.849496218526 12.4216427202136 1.30827675237698 0.0186422251961287 14.1947068150687 9.87171608697249 35.5 8.35 27.15 628.3
DK8F196 72.9075188618486 75.3416678406365 30.5931858670416 15.0845343755133 30.7555879405601 0.00774634268406751 0.0753603685064407 1.00832717526895 13.7130798385062 23.7590465067535 8.30251906606652 13.1239744680998 3.71287023630898 11.8318123450266 13.6890162251413 23.6412082523487 90.8921575244306 1.8110430426482 3.57049385241364 76.0028137383819 8.19988330486503 171.668233847835 12.6525776256536 1.32867060063092 0.0175138374932367 14.3020381072534 10.2360607264324 39.2 11.035 28.165 544.65
DK8M116 72.6901239216144 74.9005939336293 20.9155448830307 16.8885371809291 30.6943675190173 0.00782010335301453 0.0773216476923824 1.00834401766287 13.5928573634355 23.7618074333902 8.2730853951484 13.4448374135924 3.74807488027158 12.4059701031465 13.6888967726465 24.4185003130568 91.3990910480303 1.97804466471404 3.62556123461444 77.1398002944546 8.19901032281261 177.41981179757 12.8747781379141 1.32927833790994 0.0121194892717809 14.4448823551753 10.4712258295154 36.25 9.935 26.315 587.2
DK8M129 71.927522711205 74.2147018892045 34.9276638685785 12.7278408598655 30.7192238612376 0.00775182047458952 0.0704147013199044 1.00833173489027 14.7087469337774 23.7605927248744 8.27532299491394 14.0153496237832 3.75149122036454 12.5712718211064 13.6891718939684 24.3926647178633 90.5437407772902 1.87831229524398 3.60951323929902 77.3099159675361 8.19869966662284 173.270496073827 12.8005172656563 1.32816244282613 0.0139845443056743 14.3012764414199 9.65703228328147 28.585 6.6 21.98 765.4
DKF274 70.9344965175889 73.8449933632222 27.5815267003945 13.6073555697054 30.698931746881 0.0217353559833628 0.0729091812354985 1.01012767738314 13.729942774294 25.2246030540735 8.34068839950663 13.6940712370104 3.74159279508421 12.4285425258861 13.6679704753647 23.5156855031735 90.5134147167134 1.87935405496386 3.56623352596091 76.8232072238958 8.29438510347119 174.938646610667 12.7138350424068 1.2949877958753 0.0184876712012658 14.2310954180483 9.10743874817306 31.25 6.035 25.215 584.85
DKFBHJ 72.0933194160665 74.8878217305542 36.6732512289663 13.142719595832 30.7519816811274 0.0077045650340454 0.0444409420359541 1.00832174894831 13.3022835112402 23.7583403883082 8.27792079974746 13.2699941590847 3.73655740907097 12.0406529027601 13.6881126739801 23.8630949090081 90.9281131100086 2.07250124555575 3.55426162645761 75.2196331886948 8.20029432293815 173.514197576412 12.610447810028 1.32870668215762 0.0246058384098982 14.3503606215297 10.612864808764 30.03 7.4 22.635 515.15
DKHBA1 73.439010321052 76.4456137071476 30.1746683150841 12.5050311873731 31.4967563529156 0.00688706474757348 0.0293142758209789 1.00526860159575 13.856292339157 23.8408366578156 8.28071302170672 13.297990131312 3.7190172360557 12.0413505491986 13.7354836314838 23.7419555675483 91.1529637302665 1.8305746801557 3.58140434445209 76.0700484833799 8.22025600848486 175.582078970133 12.6760626133759 1.29296807594806 0.0205674572516192 14.3447529499979 9.26080326781083 37 7.1 29.9 563.75
DKIB014 71.0533387586995 72.7177534426124 28.6436943027657 11.0442676300323 30.4109747371767 0.00690576941942091 0.0949316093686176 1.00526843221721 13.1484939076843 23.8435385574376 8.28087863797311 13.5942514216676 3.66575239357157 12.3806848516026 13.7351037036446 23.8852240415602 91.1804439326307 2.03536682588439 3.51502787560926 75.7197869442608 8.23236238201705 163.739607468415 11.9334229625623 1.27453230148107 0.024210056786702 13.7870262794874 7.64145773689159 33.1 13.23 19.865 541
DKIB02 71.5444983221186 74.1811763046101 32.0301038475142 15.0316081707705 30.8392897834556 0.00774433718301056 0.0816912983645246 1.00836662785672 13.6977278032302 23.759068765367 8.31157069456956 13.7569059957574 3.75351673206656 12.5168619686825 13.6893842313245 24.3616423406949 90.9745548486427 2.03789922026321 3.55605352546994 76.6338865032154 8.19961672694439 175.771796757015 12.5903869836077 1.32898251136552 0.0203524925947835 14.4793926841915 9.49377341673599 33.43 11.5 21.93 531.4
DKMBNA 73.9474104523485 75.8046897985526 28.3940574640132 11.9251588480704 30.8530860745526 0.0151485901644244 0.0514769135977221 1.00780308944168 13.8185705974093 24.5876138526221 8.33761556829223 13.6358280883275 3.79866612860703 12.3751355463273 13.6325992416597 23.6269088825995 90.8694685617985 2.13798024656558 3.57904779807995 76.6714898987765 8.26117398593664 174.65024386079 12.8726666665087 1.31208198290217 0.00632187263212012 14.4728891632854 8.13603438086497 33.685 9.04 24.645 534.05
DKMBUB 71.0046468932753 73.3894981335465 25.7341640671103 14.4940049613796 30.5915730590065 0.009478676087558 0.0668744259823628 1.0252588886943 13.8027749247534 23.9245645979192 8.31081757268666 13.367971636915 3.71931477396753 12.0907456691669 13.7455021368289 23.5930456821798 90.9190622504534 2.40156430466205 3.55722184251706 76.0879568653757 8.25491653365672 174.378233720391 12.605758327729 1.32267938838143 0.0168200891840482 14.3168823514278 9.80657664839108 25.83 0 25.83 618.05
DKMBZA 70.7437940741758 72.6581585326439 31.0470739309582 13.4266988347727 30.4420526508824 0.00950547216376948 0.0658999112119137 1.00708603951305 13.9816967086101 24.4233064320317 8.31047615037528 14.0507890287076 3.7305455659298 12.9190847907082 13.7446577898151 25.1607952066571 90.9285561866279 1.68335040505407 3.5469748140817 75.4705703402662 8.1830657892486 173.11234316298 12.4261090878803 1.32208069213722 0.0109241692829094 14.0059814373558 8.24770366796575 37.365 8.35 29.02 643.25
DKMFD-13D 72.4952554181282 74.5393650283477 31.9246496776915 13.8987560123183 29.9056647102932 -0.00223196691721297 0.0928767047379267 1.00777507710607 14.0985166404921 24.4244230347929 8.30743347008666 14.0900948571329 3.79696176931713 12.7705427384578 13.6332348465876 25.2302033836608 90.8701841309368 1.7264718797399 3.6875738335413 77.1840907229082 8.16932617775075 174.47215303636 12.7181181841157 1.31197529597079 0.0102108331800027 14.1666642431564 8.33210614422211 40.135 11.2 28.935 636.25
DKMM402A 71.7725415131226 73.6599643958568 27.7119740390831 16.2257208182953 29.9784392831132 0.00241157810768216 0.0877564550774166 1.00779085152083 13.8790114725381 24.2073762020268 8.30467920330149 14.087250402919 3.76198025853134 12.9740583664722 13.6335808649391 26.1239432292894 90.8738033445779 1.99069530771387 3.6677336207762 77.2997773002472 8.20540062830785 175.151257072837 12.6822284035432 1.31231291788996 -0.00343077679684372 14.1501091272916 8.46029432683777 25.9 0 25.9 439.2
DKNL001 71.8205395418626 73.7360981606121 31.2006537123841 16.1767366089708 30.5685869323515 0.00953588963657015 0.0659710150051015 1.0037329275813 13.6126229862245 23.4115607254277 8.31078517314803 13.6996598930974 3.69049689568848 12.383360344908 13.7458068029936 24.0486261119917 90.9195406741207 1.95755974408801 3.49677307663976 75.9198172106809 8.32079965644266 170.605267912892 12.545972825478 1.32212726958974 0.016913917773857 14.2300096489212 9.91254194422626 25.935 6.265 19.665 559.15
DKPB80 72.5518816226547 75.1529991027945 28.9651115249355 17.1969484701489 30.8171736019775 0.0265284743759106 0.0603748716193996 1.00782822635126 13.4398650977552 23.6353761495011 8.33951575771026 12.8773396226057 3.65826941515625 11.55707010734 13.6320804360264 22.7477729262937 90.8657599043437 1.68385367351471 3.53667184712832 76.2460916299978 8.17063342017324 173.418733368941 12.7948435183977 1.31202086097847 0.0294707849393865 14.3994133057129 10.7489054670063 23.635 7.15 16.48 653.1
DKWDAD1 72.5431896858446 74.6028667262506 24.8217985507525 19.6659626742183 30.7549701668593 0.00775693420858234 0.0735168951907522 1.00834592671189 13.3789809873232 23.7569558292106 8.30009677367623 13.031919061685 3.72601167362032 11.8396246853159 13.6895306970267 23.4891399042836 90.7782238576669 1.86443682188091 3.58934090969357 76.1037898581751 8.1993165314539 173.523301255515 12.8943108301984 1.32900593483394 0.0223368155742462 14.4916861261841 11.1559835360356 30.565 9.38 21.185 617.85
E8501 72.8413692685058 75.8722485477303 36.6986392827756 16.9322374103481 30.8032607545348 0.00775514225519208 0.069653094497913 1.00832403744185 13.6263915789012 23.7601494922041 8.29975448925591 13.2058224276857 3.71112366417367 11.845280693304 13.6885816836104 22.9891808491724 90.6591212189832 1.8959086675107 3.60099423405544 77.0801984791774 8.19955796254282 173.643102235961 12.8408943671057 1.32874253267737 0.0181664150777605 14.2128333669214 10.4478001551712 33.73 5.9 27.835 413.25
Eng-Li_Chih 71.984381709048 74.5905361603029 32.1893000189199 14.4084970949831 30.001660425367 0.00692587193201057 0.074468237697559 1.00529950503445 13.5834014331096 24.331340601342 8.28054124807246 13.498469608675 3.75546013615553 12.5170030108139 13.736532637965 24.4565773362084 91.498409330735 1.81684018624949 3.59389730277553 76.2546802211166 8.14118670974586 173.273117891087 12.6224059925989 1.32884908332526 0.0131358666394173 14.2232801541046 9.06548749425187 33.685 10.065 23.62 566.35
EP1 73.06399332694 75.8794718037028 27.565808357307 17.6753923055757 30.7840693901731 0.00773444249577331 0.0702970202966458 0.996435622201684 13.7282926261566 23.1690454138503 8.340808912648 12.89834810213 3.70874037855906 11.5869745681031 13.669067065993 22.966017014004 90.2399312061524 1.74625585108171 3.56628604477461 76.8634435893516 8.05509777925172 173.939065055324 12.8905892614735 1.2978788518449 0.0209909327773983 14.3921550022821 10.9291521725689 29.035 9.835 19.2 315.65
F115 72.4269369471986 74.318851605067 31.5182991445199 14.9908414019513 29.8206780346257 -0.00256665195362305 0.0778571164497108 1.00777598461503 13.9987755377942 24.2716176607861 8.29983008117897 14.024550936505 3.80720958481559 12.8895780059759 13.6334503624791 25.756828387129 90.873515426437 1.71801076084224 3.70013048659758 77.1272898958799 8.16387041302599 174.658120431662 12.6777508617621 1.31216740820198 0.00317020758949931 14.1306306906314 7.77530947132095 25 4.535 20.465 290.45
F118 72.0085311135397 74.2823795155893 23.2278946281998 16.8692855018793 30.7014914243242 0.00584932351800284 0.0722331278472849 1.01948769565055 13.7278562291489 23.6091349077834 8.34076124218767 12.9242634252991 3.69100216768638 11.2462939631386 13.6689882753018 22.5729428845696 89.2613531915345 2.0690822948425 3.56594032000163 76.1160967659656 8.06723058229429 173.676573221573 12.6914834617329 1.31496671984883 0.0269472356111641 14.2879228381853 10.2190126015487 24.83 10.2 14.635 598.4
F2834T 72.3808116099722 75.5038226095439 32.2578128547266 13.551120653634 30.7057197948898 0.00774803680691431 0.0666985959087551 1.00832836913315 14.695165701622 23.7610673805148 8.27551239042986 13.9903693691601 3.72265374461219 12.5681091364188 13.6887551716162 24.6046698079533 90.6507704521003 1.91585106377784 3.63542786832482 77.457970927542 8.19862149317892 174.603557532859 12.9766565582538 1.32818964745218 0.0123382758938548 14.4895634076382 9.62035666815715 43.815 11.62 32.2 506.3
F42 72.0986139519773 74.2835463825789 30.9166134543078 15.8951027169349 30.1466719206113 -0.0165830839393602 0.0374772972040467 1.00778652740684 14.0161211903646 24.0508114093352 8.30510813944198 14.0598113664906 3.79354348572682 12.7291722402805 13.6337583570646 25.3162144251688 90.8704332110405 1.82146858149767 3.67871810906816 76.8464094092553 8.16762292674648 174.545340382048 12.6968991472421 1.31194792327321 -0.0064094598863965 14.221832668322 7.8670418839846 31.55 7.785 23.765 744.55
F44 71.9232348532452 74.2623504688121 28.7587791733763 18.4964979699062 30.5510954126493 0.00951271584642131 0.0655193782025868 1.01154556338098 13.6308067049307 23.8564839419361 8.31076699229423 13.5809592445852 3.72710006071059 12.4319897670088 13.7463323522661 23.9763073156777 90.9227704681513 1.90424229652778 3.62144166353741 75.867053274937 8.27823723668979 173.94880887648 12.6273564199091 1.32238909847504 0.0143975351705308 14.3383072413495 10.4736144693589 37.47 13.53 23.93 165.9
F7 70.7696802818685 73.5392703478805 32.9949611544184 16.861052545898 31.7130002170317 0.00690944619513957 0.0744077650296618 1.00529044362703 13.7017060770986 23.6692014168654 8.28059216622992 13.9123434988816 3.67267193228911 12.4717512122066 13.7361740396554 24.3461638812415 91.0408796633263 1.97493337753351 3.54975839644002 75.9537600591664 8.13978590250492 171.342693236872 12.7137797334187 1.25758973623496 0.0153915551095 14.2567143712204 10.5031390763574 37 1.7 35.3 209.7
FBLA 71.692189443037 73.7711887434685 27.2324256851631 16.4338148708221 30.5553356603506 0.00952660896120343 0.0652813363769376 1.01263679979912 13.6621524304348 23.5847028432375 8.31081947281732 13.3751891623263 3.70352454111244 12.0541340089738 13.7461495141578 23.6814979053961 90.9190241815823 1.98483332340483 3.50121800428847 75.6532603244051 8.16927497308838 172.647926318769 12.6447709930986 1.32238745567628 0.0176635776857371 14.2702682736993 10.2787899543145 29.365 6.435 22.93 590.55
FBLL 71.100926113595 72.9067713043028 25.4511761545475 17.7860865494227 30.6644857264247 0.00692438286023607 0.0724557186798789 1.00528293010203 13.3163299337961 23.6721325082528 8.28071591915241 12.8762426218203 3.70023197471296 11.7245497727494 13.7366106879701 23.1903636036666 91.0943042881364 1.9741961880783 3.54385079478004 75.4165480547862 8.13780902392971 169.714239051141 12.5013432302097 1.30018332689451 0.0193019967199687 14.0931126648312 10.197292938694 21.635 8.55 13.08 699.1
Fe 73.2272985381894 75.9736930399284 28.2317682101392 19.2298342660247 30.7329792898289 0.0305229573454928 0.0521192551605942 1.00781734341998 13.4778828629558 23.8053669327013 8.33851548392111 13.1525317383096 3.67358567139395 11.8532246238276 13.6317867080123 23.0230171768795 90.8661207732595 1.80537013560742 3.57289152830319 76.5234710949754 8.19830247581584 173.586289550264 12.8001828571232 1.31194940098301 0.012072215512244 14.4172867054289 10.912541075202 26.2 10.7 15.5 334.6
FR19 72.4598104739069 75.3324232441174 31.0428586373115 18.4034096488966 31.3729742267669 0.00691589553315147 0.059191301616253 1.00528243808005 13.375739743312 23.7025475837762 8.28079581964718 12.9946435201806 3.70267902919084 11.8593566090245 13.7364952097039 23.2354325302054 91.1651679940205 1.90220472619628 3.57402732982033 76.2505234975702 8.15748459617492 172.499860346053 12.6729755928363 1.29744027037051 0.0182185880932375 14.2746745167449 10.783897309961 30.59 7.605 22.985 517.9
G22_T122 71.6113376009979 74.1978322924191 28.6263918644973 14.9251218092569 30.541155687251 0.036085334161261 0.0486453447901719 1.00782366769427 13.7771245760044 23.9835167938065 8.32928367284051 13.5676957261162 3.70549009500166 12.0557917406517 13.632599450612 23.7746495527091 90.8632986215824 2.0323644551642 3.53302701101701 76.5686085853605 8.14115181025758 174.057189698909 12.8847706628008 1.31156166824824 0.0290732471457714 14.322752217819 10.217267680698 27.315 9.665 17.65 126.2
G3_T5a 72.6619481113008 75.3131702343142 27.7028541993851 17.8648564349157 30.5084766956371 0.00949489585197886 0.0656535458738905 1.00954653948878 13.3026261061978 23.6340683435796 8.31072587989707 13.5927283867328 3.69615490538625 12.264212244658 13.7456536455124 23.8565513599551 90.9189841604584 1.84510420129741 3.58393596834151 77.3908380984345 8.19652827940643 173.501539541744 12.7849820201252 1.32224907804786 0.0148540237087797 14.3276794694761 11.2961205539732 30 9.93 20.07 193.9
GE129 73.7626582372701 76.9230298802988 28.4158022000843 18.4469427659508 30.7723621619995 0.00691075892001189 0.0611073129476514 1.0052992593983 14.0430339402791 24.0727665145374 8.28072814576599 13.3795562611861 3.76635993120082 12.0990152540429 13.7365667264139 23.3269790340839 91.0970878536208 1.84312895857973 3.57129699186195 76.7364214082822 8.18193498788597 173.342331059559 12.9573691508307 1.28574581722756 0.0195670568596679 14.4419934300854 10.66173387925 32 12.92 19.085 266.95
GE54 73.3091645478262 75.5199043946395 25.2802630424289 13.9941800685936 30.5298881344699 0.00947434686960907 0.0661108775423069 1.00843422949506 13.9459234397257 23.7917543490274 8.31072746064036 13.779483556123 3.69947076144199 12.421029219677 13.7463708303385 24.296654484864 90.9209488274567 2.06408890934542 3.61826043778112 77.7974597861447 8.32183569733089 176.615111158969 13.0016206572475 1.32247052717828 0.0135223428504341 14.397729187849 11.0876056680527 28.1 14.115 13.985 390.8
H105W 72.2187877297067 74.8058572065657 29.9947712517941 18.7794455873326 30.9741131663089 0.00393045764875573 0.0867789590164384 1.0078192101651 13.6151571743423 23.7829271468428 8.33710443820262 13.2434272903776 3.77181262357233 11.9477877343645 13.6323272833107 23.6660641717623 90.867084062699 2.09395423124322 3.53404081750136 76.449753337067 8.17984245058617 173.583926444595 12.6348020408576 1.31196643527535 0.0119486614689106 14.3065848437612 10.7395466897045 NA NA NA 502.45
H110 71.8315670099986 73.7381324827549 31.9265149059081 11.337847935834 30.5098444940935 0.00950502213077304 0.0660445684615196 0.99446886016965 14.2064927404371 24.085310005822 8.31061889899404 13.7700692948608 3.74943061849976 12.6748569424055 13.7459981757099 24.7327170775551 90.9267273531963 2.02578498528455 3.58190639274036 77.198006089405 8.22155747033346 174.626585239863 12.5829528152571 1.32228089118173 0.0131835818520753 14.1446883046234 8.99502166117999 24.3 8 16.3 346.3
H113 74.1760259718014 76.7026886376646 31.2216567394351 15.8878963604848 30.6590778362059 -0.00793265283361395 0.0665188990447476 1.01753973852238 13.728866955367 23.7162028089258 8.34075576271892 13.3483018111788 3.71319143712276 12.055086361022 13.6686998746842 23.200730267496 90.3191357702177 1.82738045402756 3.56632069478952 76.720563826134 8.1965068213188 174.481930466309 13.0065253958023 1.31132116419847 0.0211156752045972 14.4327854695445 10.4636944304287 41.75 9.42 32.335 308.6
H114 72.1525696615373 74.5220980068131 23.6481836028504 15.9941643881385 30.8043513414963 0.00775507958071055 0.0819361233825047 1.00837111632613 13.5266594607092 23.7583837478951 8.30580332524576 13.4030128461007 3.68282520772224 12.0156536489304 13.6892110722094 23.7208720224737 90.7732142580061 2.13235360459856 3.59654427861421 76.9907293761804 8.19940497959391 174.196165423929 12.6508629015973 1.32887307164691 0.020990031853507 14.3004415852535 10.9370544763996 27.72 3.25 24.47 482.4
H121 71.7282371725368 73.7152658876102 30.4646674380806 19.0804902808824 30.6012285727589 0.00953914827362156 0.0659421450084415 1.02009285097764 13.7786867789648 23.3894064967738 8.31077327062002 13.5384429981034 3.71897216115439 12.319144777967 13.7466919375564 24.2075728460307 90.92173118777 2.08374657556738 3.42337769895989 76.4390507701534 8.147296328995 174.677813662789 12.7089836751236 1.32227618282431 0.0147579411342958 14.3679859641181 10.2269412704751 32.835 8.53 24.3 489.15
H122w 72.3052426064515 74.9032801805914 33.9530833016111 19.3629144920622 31.0092840204191 0.0346936920340903 0.0686104789274368 1.00673677092477 13.7287075072264 23.5132695791817 8.34072812158932 13.4780383672734 3.67567058847561 12.2807934273156 13.6687280426235 23.4462010448974 90.6598019076631 2.13736532723225 3.56602975176992 75.7995836652043 8.48412437207907 173.112229338349 12.7380073483127 1.31849032980824 0.0230513942739941 14.3286654134387 11.0753960448708 34 10.415 23.58 599.6
H124w 72.4147359746609 74.8322534642084 27.5010264218617 13.4363833513057 30.5639088593768 0.00953095668494025 0.0651815768814989 1.01470216802955 13.5012595696686 23.5839850321353 8.31089785185393 13.3189587603552 3.74427136078195 12.1994806868937 13.7467015546747 23.7314323803 90.922436407272 2.12991951520949 3.60985288919438 76.3553022118088 8.26520748748735 173.49331203015 12.6851373042583 1.32252643261504 0.0154371692165072 14.3021171487849 9.79142964687671 31.065 10.215 20.85 418.55
H14 72.1697402986576 74.2685402156618 42.3744861533754 16.5656567613577 30.8734346553688 0.00775786665388486 0.0705631196589457 1.00831533227469 14.5322456519178 23.7605598058535 8.31408947592673 13.3852974564731 3.69823388045446 12.1650236210057 13.6882004545661 23.5421962784635 90.8023097969994 1.8660409221224 3.60170059283637 75.7730401259132 8.20057038826949 171.412260813728 12.855629139855 1.32900220664657 0.0172902573700185 14.4572960145675 12.6344860902124 36.03 11.87 24.17 362.3
H49 73.3365059304577 75.8219383953443 22.9380564888706 12.8212166691331 30.3027283347507 0.00695351614857437 0.100273316454105 1.00529176439963 13.8152314684034 23.8389120622553 8.28057962071111 13.4681086236796 3.72869615767385 12.2616783824087 13.7367837401349 24.173417424922 91.2175214218209 1.95412735237186 3.58295338660971 77.73024725974 8.23044625879241 177.723419288068 12.9120790416078 1.36776953895197 0.0158980488095721 14.436657704246 11.2852063187381 30.43 10.335 20.1 505.35
H5 71.8177550268436 74.4650088103176 26.3337573774716 11.9436858500498 30.1153850615085 -0.0274907692921127 0.0696268397142561 1.0033837660854 13.7326328639672 24.1462752163134 8.34050154099484 14.3161192889741 3.67779436359271 12.4777963889976 13.6673451812185 24.2526396212916 88.5142494390208 2.00284990892787 3.56665093065738 77.5442457807188 7.96848951475033 174.27221544381 13.0071461057148 1.26945383102331 0.0121675356299685 14.3328370792671 8.64356017070629 32.565 10.37 22.2 465.95
H52 73.0554072941189 76.2238990858265 32.871903514085 15.2657480420543 30.8361742742669 0.00775261493125898 0.0788021513634447 1.00836837962024 13.7315478779311 23.7586113793849 8.30127707135189 13.4242463376213 3.73126416094098 12.2385233701001 13.6895180461237 23.8082681972316 90.9354221724316 2.09751752847626 3.63068483457973 77.6474263299918 8.19971861007587 175.473058634781 12.8246856575987 1.32895607701023 0.0214831593705945 14.6017144070898 11.0730172227359 35.735 14.03 21.7 237.45
H71 71.00172705802 73.1078408288936 29.5120870532241 18.0378571707992 31.8912150825956 0.00693080476646033 0.0631182721996419 1.00531041798636 13.3897001925326 23.8324739932908 8.28066406764495 12.9176354732631 3.71881454745108 11.6924291858044 13.7365174967954 23.141539222699 91.1095220794893 1.99482131701241 3.53258077913996 74.8829588303638 8.19135520181107 169.326824473754 12.4743045101712 1.31575789951118 0.0209672910351757 14.1909111260306 10.7150579607331 29.53 13.235 16.3 432.55
H84 72.2828204399507 74.6598060864755 29.351389816095 15.0668705793488 30.480610103538 0.00950550501924586 0.0654714938636431 0.999698507399948 13.8285457025991 23.9031677028745 8.31067172676873 13.7987791667879 3.74193049738392 12.5363557967097 13.746138152675 24.4500940335073 90.9210446043148 2.01302652713518 3.54769890345003 76.341993440575 8.21096681839093 174.01921867493 12.7208306570708 1.32223932902429 0.0140578355396152 14.294714489251 10.1636848868197 26.55 5.3 21.25 645.15
H91 74.0399713372114 76.7652833422516 31.295123370612 15.5879360404293 30.9612175470482 0.00398608664419773 0.0529195999349527 1.0078109076803 13.7838024338385 24.0100322232284 8.33484481373383 13.4269954243563 3.72230153279338 12.0489839518452 13.6325567376555 23.4738440432047 90.865348097014 1.73502025367544 3.6599050898547 77.0515197552451 8.21482084646842 174.155284617953 12.9370005615713 1.31193174778725 0.0042194154349921 14.479845970905 10.8256501150259 34.8 8.73 26.07 556.9
H95 72.3960348114083 74.4040165574152 30.5178197864869 20.0094156370866 30.9154043030594 0.0140666946528444 0.125881432358753 1.0078208728919 13.2834856286182 23.3677869780295 8.33102724331913 12.7187968871486 3.81862298291438 11.7813639525026 13.6332322025111 23.2415256090165 90.869601408289 2.15167964431539 3.55561759731777 76.5938890368 8.16933454592053 173.237575061167 12.5978686422626 1.31180193197709 0.0741409571911942 14.2025039837287 12.0164694946261 32.085 8.5 23.58 384.45
H99 72.5215661237248 74.3531991877883 29.5943253802858 18.4588400900395 30.9974251810035 0.0377256587096371 0.154292832855912 1.00780971975012 13.365303648689 23.6206309110969 8.33368561333089 12.9012565299843 3.77956767561824 11.8755823395358 13.6326985855678 23.3155024439597 90.8691536057145 2.03663413486954 3.56916681872335 76.3797656165834 8.19449050384758 173.137090782405 12.5841805525071 1.31176014927423 0.106199143719975 14.2290228577225 11.6225396567056 23.82 4.865 18.95 403.55
HB8229 73.8812330109183 76.4406208044189 25.6020211314736 21.3143810068576 30.5609069646201 0.00951330796282967 0.0650087368229356 0.988834135958455 13.3897355144315 23.3095451540364 8.31096163282758 12.9993656819265 3.69471534657994 11.7578241756933 13.7465404080999 23.1117368309026 90.9181635073543 1.86752507009366 3.59779560605693 77.3048043725467 8.23612549364583 173.525400763433 12.8743967270894 1.32238444649826 0.0159538271494416 14.4116129717868 10.9172985666543 28.115 5.385 22.735 481.2
Hi26 74.2099228255145 77.1480074575813 25.1340960767258 17.3259848179626 30.7768693653947 0.00774873905303582 0.0721451166088142 1.00834903663663 13.8844577721679 23.7579438730488 8.31339689682508 13.0317982524756 3.74331938932499 11.7959607931835 13.689622786422 23.3365558770356 90.7883998084545 1.82941488360503 3.62527113822224 77.8060189601845 8.19952323766625 174.835718251676 13.1756156209951 1.3287468672769 0.0177719966919851 14.7644196432802 10.9083684556028 NA NA NA 155.3
Hi28 73.4471032462571 76.4273195499216 31.0085420860887 19.1167283152982 30.4398380913592 0.00690601398814754 0.0701056413914562 1.00529328072752 14.0615030250803 23.692224836974 8.28066949039878 13.5244419475751 3.70885903209078 12.2855469871373 13.7366740531501 23.7984662240077 91.1866375068912 1.87838220274676 3.57895913723335 76.5779135975378 8.18415113196396 172.459824692178 12.8618678418317 1.28135105863447 0.0197759450819764 14.450167693543 11.201176482965 36.1 19.285 16.82 167
